,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
49,Mahmudullah,FA Allen,Liton Das,1,0,1,76,114,9,6,4,4,-,7,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
50,Liton Das,FA Allen,Mahmudullah,1,0,1,77,113,39,21,4,5,-,7,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
51,Mahmudullah,FA Allen,Liton Das,1,0,1,78,112,10,7,4,6,-,7,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
52,Mahmudullah,KMA Paul,Liton Das,1,0,1,79,111,11,8,4,1,-,8,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
53,Liton Das,KMA Paul,Mahmudullah,1,0,1,80,110,40,22,4,2,-,8,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
54,Mahmudullah,KMA Paul,Liton Das,0,0,0,80,110,11,9,5,3,-,8,caught,Mahmudullah,CR Brathwaite,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
55,Mehedi Hasan Miraz,KMA Paul,Liton Das,0,0,0,80,110,0,1,5,4,-,8,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
56,Mehedi Hasan Miraz,KMA Paul,Liton Das,0,0,0,80,110,0,2,5,5,-,8,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
57,Mehedi Hasan Miraz,KMA Paul,Liton Das,0,0,0,80,110,0,3,5,6,-,8,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
58,Liton Das,FA Allen,Mehedi Hasan Miraz,2,0,2,82,108,42,23,5,1,-,9,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
59,Liton Das,FA Allen,Mehedi Hasan Miraz,0,0,0,82,108,42,24,5,2,-,9,0,,,"{'by': 'Bangladesh', 'umpire': 'Masudur Rahman', 'batter': 'Liton Das', 'decision': 'upheld'}",field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
60,Liton Das,FA Allen,Mehedi Hasan Miraz,0,0,0,82,108,42,25,5,3,-,9,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
61,Liton Das,FA Allen,Mehedi Hasan Miraz,0,0,0,82,108,42,26,5,4,-,9,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
62,Liton Das,FA Allen,Mehedi Hasan Miraz,1,0,1,83,107,43,27,5,5,-,9,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
63,Mehedi Hasan Miraz,FA Allen,Liton Das,1,0,1,84,106,1,4,5,6,-,9,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
64,Mehedi Hasan Miraz,KMA Paul,Liton Das,4,0,4,88,102,5,5,5,1,-,10,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
65,Mehedi Hasan Miraz,KMA Paul,Liton Das,1,0,1,89,101,6,6,5,2,-,10,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
66,Liton Das,KMA Paul,Mehedi Hasan Miraz,0,0,0,89,101,43,28,6,3,-,10,caught,Liton Das,CR Brathwaite,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
67,Ariful Haque,KMA Paul,Mehedi Hasan Miraz,0,0,0,89,101,0,1,7,4,-,10,caught,Ariful Haque,SE Rutherford,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
68,Mohammad Saifuddin,KMA Paul,Mehedi Hasan Miraz,0,0,0,89,101,0,1,7,5,-,10,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
69,Mohammad Saifuddin,KMA Paul,Mehedi Hasan Miraz,0,0,0,89,101,0,2,7,6,-,10,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
70,Mehedi Hasan Miraz,FA Allen,Mohammad Saifuddin,0,1,1,90,100,6,7,7,1,wides,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
71,Mehedi Hasan Miraz,FA Allen,Mohammad Saifuddin,0,0,0,90,100,6,8,7,2,-,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
72,Mehedi Hasan Miraz,FA Allen,Mohammad Saifuddin,0,0,0,90,100,6,9,7,3,-,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
73,Mehedi Hasan Miraz,FA Allen,Mohammad Saifuddin,0,0,0,90,100,6,10,7,4,-,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
74,Mehedi Hasan Miraz,FA Allen,Mohammad Saifuddin,0,0,0,90,100,6,11,7,5,-,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
75,Mehedi Hasan Miraz,FA Allen,Mohammad Saifuddin,1,0,1,91,99,7,12,7,6,-,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
76,Mohammad Saifuddin,FA Allen,Mehedi Hasan Miraz,1,0,1,92,98,1,3,7,7,-,11,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
77,Mohammad Saifuddin,KMA Paul,Mehedi Hasan Miraz,0,0,0,92,98,1,4,7,1,-,12,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
78,Mohammad Saifuddin,KMA Paul,Mehedi Hasan Miraz,4,0,4,96,94,5,5,7,2,-,12,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
79,Mohammad Saifuddin,KMA Paul,Mehedi Hasan Miraz,0,0,0,96,94,5,6,7,3,-,12,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
80,Mohammad Saifuddin,KMA Paul,Mehedi Hasan Miraz,0,0,0,96,94,5,7,8,4,-,12,caught,Mohammad Saifuddin,SD Hope,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
81,Abu Hider,KMA Paul,Mehedi Hasan Miraz,0,0,0,96,94,0,1,8,5,-,12,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
82,Abu Hider,KMA Paul,Mehedi Hasan Miraz,0,0,0,96,94,0,2,8,6,-,12,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
83,Mehedi Hasan Miraz,O Thomas,Abu Hider,0,0,0,96,94,7,13,8,1,-,13,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
84,Mehedi Hasan Miraz,O Thomas,Abu Hider,1,0,1,97,93,8,14,8,2,-,13,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
85,Abu Hider,O Thomas,Mehedi Hasan Miraz,1,0,1,98,92,1,3,8,3,-,13,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
86,Mehedi Hasan Miraz,O Thomas,Abu Hider,0,0,0,98,92,8,15,8,4,-,13,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
87,Mehedi Hasan Miraz,O Thomas,Abu Hider,3,0,3,101,89,11,16,8,5,-,13,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
88,Abu Hider,O Thomas,Mehedi Hasan Miraz,4,0,4,105,85,5,4,8,6,-,13,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
89,Mehedi Hasan Miraz,SS Cottrell,Abu Hider,6,0,6,111,79,17,17,8,1,-,14,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
90,Mehedi Hasan Miraz,SS Cottrell,Abu Hider,1,0,1,112,78,18,18,8,2,-,14,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
91,Abu Hider,SS Cottrell,Mehedi Hasan Miraz,6,0,6,118,72,11,5,8,3,-,14,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
92,Abu Hider,SS Cottrell,Mehedi Hasan Miraz,0,0,0,118,72,11,6,8,4,-,14,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
93,Abu Hider,SS Cottrell,Mehedi Hasan Miraz,0,0,0,118,72,11,7,8,5,-,14,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
94,Abu Hider,SS Cottrell,Mehedi Hasan Miraz,4,0,4,122,68,15,8,8,6,-,14,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
95,Mehedi Hasan Miraz,CR Brathwaite,Abu Hider,1,0,1,123,67,19,19,8,1,-,15,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
96,Abu Hider,CR Brathwaite,Mehedi Hasan Miraz,0,0,0,123,67,15,9,8,2,-,15,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
97,Abu Hider,CR Brathwaite,Mehedi Hasan Miraz,4,0,4,127,63,19,10,8,3,-,15,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
98,Abu Hider,CR Brathwaite,Mehedi Hasan Miraz,2,0,2,129,61,21,11,8,4,-,15,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
99,Abu Hider,CR Brathwaite,Mehedi Hasan Miraz,0,0,0,129,61,21,12,8,5,-,15,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
100,Abu Hider,CR Brathwaite,Mehedi Hasan Miraz,0,0,0,129,61,21,13,8,6,-,15,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
101,Mehedi Hasan Miraz,SS Cottrell,Abu Hider,0,0,0,129,61,19,20,9,1,-,16,caught,Mehedi Hasan Miraz,FA Allen,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
102,Mustafizur Rahman,SS Cottrell,Abu Hider,0,0,0,129,61,0,1,9,2,-,16,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
103,Mustafizur Rahman,SS Cottrell,Abu Hider,0,0,0,129,61,0,2,9,3,-,16,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
104,Mustafizur Rahman,SS Cottrell,Abu Hider,0,1,1,130,60,0,3,9,4,legbyes,16,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-22,West Indies,Bangladesh,West Indies,140
