,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
18,N Pooran,RJW Topley,DM Bravo,,0,0,0,6,165,1,8,2,-,6.0,0,,,2,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
19,DM Bravo,S Mahmood,N Pooran,,0,0,0,6,165,0,1,2,-,1.0,0,,,3,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
20,DM Bravo,S Mahmood,N Pooran,,1,0,1,7,164,1,2,2,-,2.0,0,,,3,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
21,N Pooran,S Mahmood,DM Bravo,,0,0,0,7,164,1,9,2,-,3.0,0,,,3,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
22,N Pooran,S Mahmood,DM Bravo,,1,0,1,8,163,2,10,2,-,4.0,0,,,3,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
23,DM Bravo,S Mahmood,N Pooran,,4,0,4,12,159,5,3,2,-,5.0,0,,,3,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
24,DM Bravo,S Mahmood,N Pooran,,1,0,1,13,158,6,4,2,-,6.0,0,,,3,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
25,DM Bravo,RJW Topley,N Pooran,,0,0,0,13,158,6,5,2,-,1.0,0,,,4,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
26,DM Bravo,RJW Topley,N Pooran,,1,0,1,14,157,7,6,2,-,2.0,0,,,4,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
27,N Pooran,RJW Topley,DM Bravo,,4,0,4,18,153,6,11,2,-,3.0,0,,,4,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
28,N Pooran,RJW Topley,DM Bravo,,2,0,2,20,151,8,12,2,-,4.0,0,,,4,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
29,N Pooran,RJW Topley,DM Bravo,,0,0,0,20,151,8,13,2,-,5.0,0,,,4,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
30,N Pooran,RJW Topley,DM Bravo,,0,0,0,20,151,8,14,2,-,6.0,0,,,4,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
31,DM Bravo,CJ Jordan,N Pooran,,1,0,1,21,150,8,7,2,-,1.0,0,,,5,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
32,N Pooran,CJ Jordan,DM Bravo,,1,0,1,22,149,9,15,2,-,2.0,0,,,5,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
33,DM Bravo,CJ Jordan,N Pooran,,1,0,1,23,148,9,8,2,-,3.0,0,,,5,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
34,N Pooran,CJ Jordan,DM Bravo,,0,0,0,23,148,9,16,2,-,4.0,0,,,5,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
35,N Pooran,CJ Jordan,DM Bravo,,6,0,6,29,142,15,17,2,-,5.0,0,,,5,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
36,N Pooran,CJ Jordan,DM Bravo,,4,0,4,33,138,19,18,2,-,6.0,0,,,5,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
37,DM Bravo,AU Rashid,N Pooran,,0,0,0,33,138,9,9,2,-,1.0,0,,,6,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
38,DM Bravo,AU Rashid,N Pooran,,1,0,1,34,137,10,10,2,-,2.0,0,,,6,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
39,N Pooran,AU Rashid,DM Bravo,,4,0,4,38,133,23,19,2,-,3.0,0,,,6,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
40,N Pooran,AU Rashid,DM Bravo,,1,0,1,39,132,24,20,2,-,4.0,0,,,6,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
41,DM Bravo,AU Rashid,N Pooran,,6,0,6,45,126,16,11,2,-,5.0,0,,,6,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
42,DM Bravo,AU Rashid,N Pooran,,1,0,1,46,125,17,12,2,-,6.0,0,,,6,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
43,DM Bravo,MM Ali,N Pooran,,1,0,1,47,124,18,13,2,-,1.0,0,,,7,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
44,N Pooran,MM Ali,DM Bravo,,0,0,0,47,124,24,21,2,-,2.0,0,,,7,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
45,N Pooran,MM Ali,DM Bravo,,0,0,0,47,124,24,22,3,-,3.0,caught,N Pooran,JM Vince,7,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
46,KA Pollard,MM Ali,DM Bravo,,0,0,0,47,124,0,1,3,-,4.0,0,,,7,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
47,KA Pollard,MM Ali,DM Bravo,,1,0,1,48,123,1,2,3,-,5.0,0,,,7,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
48,DM Bravo,MM Ali,KA Pollard,,1,0,1,49,122,19,14,3,-,6.0,0,,,7,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
49,DM Bravo,AU Rashid,KA Pollard,,1,0,1,50,121,20,15,3,-,1.0,0,,,8,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
50,KA Pollard,AU Rashid,DM Bravo,,0,0,0,50,121,1,3,3,-,2.0,0,,,8,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
51,KA Pollard,AU Rashid,DM Bravo,"{'by': 'England', 'umpire': 'N Duguid', 'batter': 'KA Pollard', 'decision': 'upheld'}",0,0,0,50,121,1,4,4,-,3.0,lbw,KA Pollard,,8,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
52,JO Holder,AU Rashid,DM Bravo,,1,0,1,51,120,1,1,4,-,4.0,0,,,8,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
53,DM Bravo,AU Rashid,JO Holder,,0,0,0,51,120,20,16,4,-,5.0,0,,,8,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
54,DM Bravo,AU Rashid,JO Holder,,1,0,1,52,119,21,17,4,-,6.0,0,,,8,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
55,DM Bravo,MM Ali,JO Holder,,1,0,1,53,118,22,18,4,-,1.0,0,,,9,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
56,JO Holder,MM Ali,DM Bravo,,0,0,0,53,118,1,2,4,-,2.0,0,,,9,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
57,JO Holder,MM Ali,DM Bravo,,0,0,0,53,118,1,3,4,-,3.0,0,,,9,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
58,JO Holder,MM Ali,DM Bravo,,0,0,0,53,118,1,4,4,-,4.0,0,,,9,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
59,JO Holder,MM Ali,DM Bravo,,0,1,1,54,117,1,5,4,legbyes,5.0,0,,,9,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
60,DM Bravo,MM Ali,JO Holder,,1,0,1,55,116,23,19,4,-,6.0,0,,,9,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
61,DM Bravo,AU Rashid,JO Holder,"{'by': 'England', 'umpire': 'N Duguid', 'batter': 'DM Bravo', 'decision': 'upheld'}",0,0,0,55,116,23,20,5,-,1.0,lbw,DM Bravo,,10,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
62,R Shepherd,AU Rashid,JO Holder,,0,2,2,57,114,0,1,5,byes,2.0,0,,,10,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
63,R Shepherd,AU Rashid,JO Holder,,0,0,0,57,114,0,2,5,-,3.0,0,,,10,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
64,R Shepherd,AU Rashid,JO Holder,,0,0,0,57,114,0,3,5,-,4.0,0,,,10,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
65,R Shepherd,AU Rashid,JO Holder,,0,0,0,57,114,0,4,5,-,5.0,0,,,10,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
66,R Shepherd,AU Rashid,JO Holder,,0,0,0,57,114,0,5,5,-,6.0,0,,,10,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
67,JO Holder,MM Ali,R Shepherd,,0,0,0,57,114,1,6,6,-,1.0,caught and bowled,JO Holder,,11,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
68,OF Smith,MM Ali,R Shepherd,,6,0,6,63,108,6,1,6,-,2.0,0,,,11,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
69,OF Smith,MM Ali,R Shepherd,,1,0,1,64,107,7,2,6,-,3.0,0,,,11,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
70,R Shepherd,MM Ali,OF Smith,,1,0,1,65,106,1,6,6,-,4.0,0,,,11,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
71,OF Smith,MM Ali,R Shepherd,,0,0,0,65,106,7,3,7,-,5.0,caught,OF Smith,JM Vince,11,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
72,R Shepherd,MM Ali,FA Allen,,0,0,0,65,106,1,7,7,-,6.0,0,,,11,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
73,FA Allen,LA Dawson,R Shepherd,,0,0,0,65,106,0,1,7,-,1.0,0,,,12,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
74,FA Allen,LA Dawson,R Shepherd,,1,0,1,66,105,1,2,7,-,2.0,0,,,12,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
75,R Shepherd,LA Dawson,FA Allen,,6,0,6,72,99,7,8,7,-,3.0,0,,,12,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
76,R Shepherd,LA Dawson,FA Allen,,0,0,0,72,99,7,9,7,-,4.0,0,,,12,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
77,R Shepherd,LA Dawson,FA Allen,,0,0,0,72,99,7,10,7,-,5.0,0,,,12,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
78,R Shepherd,LA Dawson,FA Allen,,6,0,6,78,93,13,11,7,-,6.0,0,,,12,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
79,FA Allen,MM Ali,R Shepherd,,2,0,2,80,91,3,3,7,-,1.0,0,,,13,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
80,FA Allen,MM Ali,R Shepherd,,0,0,0,80,91,3,4,7,-,2.0,0,,,13,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
81,FA Allen,MM Ali,R Shepherd,,1,0,1,81,90,4,5,7,-,3.0,0,,,13,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
82,R Shepherd,MM Ali,FA Allen,,1,0,1,82,89,14,12,7,-,4.0,0,,,13,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
83,FA Allen,MM Ali,R Shepherd,,6,0,6,88,83,10,6,7,-,5.0,0,,,13,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
84,FA Allen,MM Ali,R Shepherd,,1,0,1,89,82,11,7,7,-,6.0,0,,,13,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
85,FA Allen,AU Rashid,R Shepherd,,0,0,0,89,82,11,8,7,-,1.0,0,,,14,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
86,FA Allen,AU Rashid,R Shepherd,,0,1,1,90,81,11,9,7,byes,2.0,0,,,14,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
87,R Shepherd,AU Rashid,FA Allen,,6,0,6,96,75,20,13,7,-,3.0,0,,,14,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
88,R Shepherd,AU Rashid,FA Allen,,1,0,1,97,74,21,14,7,-,4.0,0,,,14,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
89,FA Allen,AU Rashid,R Shepherd,,1,0,1,98,73,12,10,7,-,5.0,0,,,14,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
90,R Shepherd,AU Rashid,FA Allen,,0,0,0,98,73,21,15,7,-,6.0,0,,,14,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
91,FA Allen,CJ Jordan,R Shepherd,,0,0,0,98,73,12,11,8,-,1.0,caught,FA Allen,T Banton,15,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
92,R Shepherd,CJ Jordan,AJ Hosein,,0,1,1,99,72,21,16,8,byes,2.0,0,,,15,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
93,AJ Hosein,CJ Jordan,R Shepherd,,2,0,2,101,70,2,1,8,-,3.0,0,,,15,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
94,AJ Hosein,CJ Jordan,R Shepherd,,0,0,0,101,70,2,2,8,-,4.0,0,,,15,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
95,AJ Hosein,CJ Jordan,R Shepherd,,1,0,1,102,69,3,3,8,-,5.0,0,,,15,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
96,R Shepherd,CJ Jordan,AJ Hosein,,0,1,1,103,68,21,17,8,legbyes,6.0,0,,,15,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
97,R Shepherd,S Mahmood,AJ Hosein,,0,0,0,103,68,21,18,8,-,1.0,0,,,16,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
98,R Shepherd,S Mahmood,AJ Hosein,,0,0,0,103,68,21,19,8,-,2.0,0,,,16,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
99,R Shepherd,S Mahmood,AJ Hosein,,1,0,1,104,67,22,20,8,-,3.0,0,,,16,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
100,AJ Hosein,S Mahmood,R Shepherd,,4,0,4,108,63,7,4,8,-,4.0,0,,,16,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
101,AJ Hosein,S Mahmood,R Shepherd,,2,0,2,110,61,9,5,8,-,5.0,0,,,16,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
102,AJ Hosein,S Mahmood,R Shepherd,,1,0,1,111,60,10,6,8,-,6.0,0,,,16,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
103,AJ Hosein,CJ Jordan,R Shepherd,,6,0,6,117,54,16,7,8,-,1.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
104,AJ Hosein,CJ Jordan,R Shepherd,,1,0,1,118,53,17,8,8,-,2.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
105,R Shepherd,CJ Jordan,AJ Hosein,,6,0,6,124,47,28,21,8,-,3.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
106,R Shepherd,CJ Jordan,AJ Hosein,,6,0,6,130,41,34,22,8,-,4.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
107,R Shepherd,CJ Jordan,AJ Hosein,,2,0,2,132,39,36,23,8,-,5.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
108,R Shepherd,CJ Jordan,AJ Hosein,,0,1,1,133,38,36,24,8,wides,5.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
109,R Shepherd,CJ Jordan,AJ Hosein,,1,0,1,134,37,37,25,8,-,6.0,0,,,17,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
110,R Shepherd,RJW Topley,AJ Hosein,,0,0,0,134,37,37,26,8,-,1.0,0,,,18,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
111,R Shepherd,RJW Topley,AJ Hosein,,2,0,2,136,35,39,27,8,-,2.0,0,,,18,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
112,R Shepherd,RJW Topley,AJ Hosein,,1,0,1,137,34,40,28,8,-,3.0,0,,,18,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
113,AJ Hosein,RJW Topley,R Shepherd,,0,0,0,137,34,17,9,8,-,4.0,0,,,18,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
114,AJ Hosein,RJW Topley,R Shepherd,,1,0,1,138,33,18,10,8,-,5.0,0,,,18,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
115,R Shepherd,RJW Topley,AJ Hosein,,4,0,4,142,29,44,29,8,-,6.0,0,,,18,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
116,AJ Hosein,S Mahmood,R Shepherd,,0,1,1,143,28,18,11,8,wides,0.0,0,,,19,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
117,AJ Hosein,S Mahmood,R Shepherd,,0,0,0,143,28,18,12,8,-,1.0,0,,,19,field,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-23,England,West Indies,England,False,170
