,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,H Masakadza,AB Dinda,BRM Taylor,0,0,0,0,0,1,1,-,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
1,H Masakadza,AB Dinda,BRM Taylor,0,0,0,0,0,2,2,-,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
2,H Masakadza,AB Dinda,BRM Taylor,0,0,0,0,0,3,3,-,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
3,H Masakadza,AB Dinda,BRM Taylor,0,0,0,0,0,4,4,-,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
4,H Masakadza,AB Dinda,BRM Taylor,0,1,1,1,0,5,5,wides,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
5,H Masakadza,AB Dinda,BRM Taylor,0,0,0,1,0,6,6,-,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
6,H Masakadza,AB Dinda,BRM Taylor,1,0,1,2,1,7,7,-,1,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
7,H Masakadza,R Vinay Kumar,BRM Taylor,0,1,1,3,1,8,1,wides,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
8,H Masakadza,R Vinay Kumar,BRM Taylor,1,0,1,4,2,9,2,-,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
9,BRM Taylor,R Vinay Kumar,H Masakadza,0,0,0,4,0,1,3,-,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
10,BRM Taylor,R Vinay Kumar,H Masakadza,4,0,4,8,4,2,4,-,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
11,BRM Taylor,R Vinay Kumar,H Masakadza,0,0,0,8,4,3,5,-,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
12,BRM Taylor,R Vinay Kumar,H Masakadza,0,0,0,8,4,4,6,-,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
13,BRM Taylor,R Vinay Kumar,H Masakadza,0,0,0,8,4,5,7,-,2,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
14,H Masakadza,AB Dinda,BRM Taylor,0,0,0,8,2,10,1,-,3,caught,H Masakadza,RG Sharma,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
15,CJ Chibhabha,AB Dinda,BRM Taylor,0,0,0,8,0,1,2,-,3,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
16,CJ Chibhabha,AB Dinda,BRM Taylor,0,0,0,8,0,2,3,-,3,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
17,CJ Chibhabha,AB Dinda,BRM Taylor,0,0,0,8,0,3,4,-,3,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
18,CJ Chibhabha,AB Dinda,BRM Taylor,0,0,0,8,0,4,5,-,3,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
19,CJ Chibhabha,AB Dinda,BRM Taylor,1,0,1,9,1,5,6,-,3,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
20,CJ Chibhabha,R Vinay Kumar,BRM Taylor,0,0,0,9,1,6,1,-,4,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
21,CJ Chibhabha,R Vinay Kumar,BRM Taylor,0,0,0,9,1,7,2,-,4,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
22,CJ Chibhabha,R Vinay Kumar,BRM Taylor,0,0,0,9,1,8,3,-,4,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
23,CJ Chibhabha,R Vinay Kumar,BRM Taylor,0,0,0,9,1,9,4,-,4,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
24,CJ Chibhabha,R Vinay Kumar,BRM Taylor,1,0,1,10,2,10,5,-,4,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
25,BRM Taylor,R Vinay Kumar,CJ Chibhabha,0,0,0,10,4,6,6,-,4,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
26,CJ Chibhabha,AB Dinda,BRM Taylor,0,0,0,10,2,11,1,-,5,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
27,CJ Chibhabha,AB Dinda,BRM Taylor,1,0,1,11,3,12,2,-,5,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
28,BRM Taylor,AB Dinda,CJ Chibhabha,0,0,0,11,4,7,3,-,5,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
29,BRM Taylor,AB Dinda,CJ Chibhabha,1,0,1,12,5,8,4,-,5,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
30,CJ Chibhabha,AB Dinda,BRM Taylor,4,0,4,16,7,13,5,-,5,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
31,CJ Chibhabha,AB Dinda,BRM Taylor,0,0,0,16,7,14,6,-,5,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
32,BRM Taylor,PP Ojha,CJ Chibhabha,4,0,4,20,9,9,1,-,6,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
