,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
33,BRM Taylor,PP Ojha,CJ Chibhabha,0,0,0,20,9,10,2,-,6,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
34,BRM Taylor,PP Ojha,CJ Chibhabha,1,0,1,21,10,11,3,-,6,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
35,CJ Chibhabha,PP Ojha,BRM Taylor,0,0,0,21,7,15,4,-,6,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
36,CJ Chibhabha,PP Ojha,BRM Taylor,0,0,0,21,7,16,5,-,6,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
37,CJ Chibhabha,PP Ojha,BRM Taylor,0,0,0,21,7,17,6,-,6,bowled,CJ Chibhabha,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
38,BRM Taylor,A Mishra,T Taibu,1,0,1,22,11,12,1,-,7,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
39,T Taibu,A Mishra,BRM Taylor,1,0,1,23,1,1,2,-,7,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
40,BRM Taylor,A Mishra,T Taibu,0,0,0,23,11,13,3,-,7,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
41,BRM Taylor,A Mishra,T Taibu,1,0,1,24,12,14,4,-,7,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
42,T Taibu,A Mishra,BRM Taylor,2,0,2,26,3,2,5,-,7,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
43,T Taibu,A Mishra,BRM Taylor,0,0,0,26,3,3,6,-,7,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
44,BRM Taylor,PP Ojha,T Taibu,1,0,1,27,13,15,1,-,8,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
45,T Taibu,PP Ojha,BRM Taylor,1,0,1,28,4,4,2,-,8,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
46,BRM Taylor,PP Ojha,T Taibu,1,0,1,29,14,16,3,-,8,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
47,T Taibu,PP Ojha,BRM Taylor,1,0,1,30,5,5,4,-,8,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
48,BRM Taylor,PP Ojha,T Taibu,1,0,1,31,15,17,5,-,8,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
49,T Taibu,PP Ojha,BRM Taylor,2,0,2,33,7,6,6,-,8,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
50,BRM Taylor,A Mishra,T Taibu,0,0,0,33,15,18,1,-,9,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
51,BRM Taylor,A Mishra,T Taibu,4,0,4,37,19,19,2,-,9,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
52,BRM Taylor,A Mishra,T Taibu,0,0,0,37,19,20,3,-,9,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
53,BRM Taylor,A Mishra,T Taibu,0,0,0,37,19,21,4,-,9,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
54,BRM Taylor,A Mishra,T Taibu,0,0,0,37,19,22,5,-,9,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
55,BRM Taylor,A Mishra,T Taibu,1,0,1,38,20,23,6,-,9,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
56,BRM Taylor,PP Ojha,T Taibu,1,0,1,39,21,24,1,-,10,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
57,T Taibu,PP Ojha,BRM Taylor,1,0,1,40,8,7,2,-,10,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
58,BRM Taylor,PP Ojha,T Taibu,1,0,1,41,22,25,3,-,10,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
59,T Taibu,PP Ojha,BRM Taylor,4,0,4,45,12,8,4,-,10,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
60,T Taibu,PP Ojha,BRM Taylor,1,0,1,46,13,9,5,-,10,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
61,BRM Taylor,PP Ojha,T Taibu,1,0,1,47,23,26,6,-,10,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
62,BRM Taylor,A Mishra,T Taibu,0,0,0,47,23,27,1,-,11,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
63,BRM Taylor,A Mishra,T Taibu,1,0,1,48,24,28,2,-,11,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
64,T Taibu,A Mishra,BRM Taylor,0,0,0,48,13,10,3,-,11,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
65,T Taibu,A Mishra,BRM Taylor,4,0,4,52,17,11,4,-,11,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
66,T Taibu,A Mishra,BRM Taylor,1,0,1,53,18,12,5,-,11,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
67,BRM Taylor,A Mishra,T Taibu,0,0,0,53,24,29,6,-,11,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
68,T Taibu,R Ashwin,BRM Taylor,0,0,0,53,18,13,1,-,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
69,T Taibu,R Ashwin,BRM Taylor,0,1,1,54,18,14,2,wides,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
70,T Taibu,R Ashwin,BRM Taylor,2,0,2,56,20,15,3,-,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
71,T Taibu,R Ashwin,BRM Taylor,1,0,1,57,21,16,4,-,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
72,BRM Taylor,R Ashwin,T Taibu,1,0,1,58,25,30,5,-,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
73,T Taibu,R Ashwin,BRM Taylor,1,0,1,59,22,17,6,-,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
74,BRM Taylor,R Ashwin,T Taibu,1,0,1,60,26,31,7,-,12,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
75,BRM Taylor,A Mishra,T Taibu,1,0,1,61,27,32,1,-,13,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
76,T Taibu,A Mishra,BRM Taylor,2,0,2,63,24,18,2,-,13,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
77,T Taibu,A Mishra,BRM Taylor,1,0,1,64,25,19,3,-,13,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
78,BRM Taylor,A Mishra,T Taibu,0,0,0,64,27,33,4,-,13,caught,BRM Taylor,YK Pathan,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
79,T Taibu,A Mishra,CK Coventry,0,0,0,64,25,20,5,-,13,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
80,T Taibu,A Mishra,CK Coventry,1,0,1,65,26,21,6,-,13,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
81,T Taibu,R Ashwin,CK Coventry,0,0,0,65,26,22,1,-,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
82,T Taibu,R Ashwin,CK Coventry,0,1,1,66,26,23,2,noballs,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
83,T Taibu,R Ashwin,CK Coventry,1,0,1,67,27,24,3,-,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
84,CK Coventry,R Ashwin,T Taibu,1,0,1,68,1,1,4,-,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
85,T Taibu,R Ashwin,CK Coventry,0,0,0,68,27,25,5,-,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
86,T Taibu,R Ashwin,CK Coventry,1,0,1,69,28,26,6,-,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
87,CK Coventry,R Ashwin,T Taibu,0,0,0,69,1,2,7,-,14,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
88,T Taibu,PP Ojha,CK Coventry,1,0,1,70,29,27,1,-,15,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
89,CK Coventry,PP Ojha,T Taibu,0,0,0,70,1,3,2,-,15,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
90,CK Coventry,PP Ojha,T Taibu,1,0,1,71,2,4,3,-,15,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
91,T Taibu,PP Ojha,CK Coventry,0,0,0,71,29,28,4,-,15,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
92,T Taibu,PP Ojha,CK Coventry,2,0,2,73,31,29,5,-,15,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
93,T Taibu,PP Ojha,CK Coventry,1,0,1,74,32,30,6,-,15,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
94,T Taibu,R Ashwin,CK Coventry,3,0,3,77,35,31,1,-,16,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
95,CK Coventry,R Ashwin,T Taibu,4,0,4,81,6,5,2,-,16,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
96,CK Coventry,R Ashwin,T Taibu,6,0,6,87,12,6,3,-,16,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
97,CK Coventry,R Ashwin,T Taibu,4,0,4,91,16,7,4,-,16,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
98,CK Coventry,R Ashwin,T Taibu,1,0,1,92,17,8,5,-,16,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
99,T Taibu,R Ashwin,CK Coventry,1,0,1,93,36,32,6,-,16,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
100,T Taibu,R Vinay Kumar,CK Coventry,1,0,1,94,37,33,1,-,17,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
101,CK Coventry,R Vinay Kumar,T Taibu,4,0,4,98,21,9,2,-,17,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
102,CK Coventry,R Vinay Kumar,T Taibu,1,0,1,99,22,10,3,-,17,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
103,T Taibu,R Vinay Kumar,CK Coventry,1,0,1,100,38,34,4,-,17,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
104,CK Coventry,R Vinay Kumar,T Taibu,6,0,6,106,28,11,5,-,17,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
105,CK Coventry,R Vinay Kumar,T Taibu,0,0,0,106,28,12,6,-,17,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
106,T Taibu,AB Dinda,CK Coventry,1,0,1,107,39,35,1,-,18,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
107,CK Coventry,AB Dinda,T Taibu,0,0,0,107,28,13,2,-,18,bowled,CK Coventry,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
108,E Chigumbura,AB Dinda,T Taibu,1,0,1,108,1,1,3,-,18,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
109,T Taibu,AB Dinda,E Chigumbura,1,0,1,109,40,36,4,-,18,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
110,E Chigumbura,AB Dinda,T Taibu,1,0,1,110,2,2,5,-,18,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
111,T Taibu,AB Dinda,E Chigumbura,2,0,2,112,42,37,6,-,18,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
112,E Chigumbura,R Ashwin,T Taibu,6,0,6,118,8,3,1,-,19,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
113,E Chigumbura,R Ashwin,T Taibu,6,0,6,124,14,4,2,-,19,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
114,E Chigumbura,R Ashwin,T Taibu,4,0,4,128,18,5,3,-,19,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
115,E Chigumbura,R Ashwin,T Taibu,0,0,0,128,18,6,4,-,19,caught,E Chigumbura,SK Raina,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
116,GA Lamb,R Ashwin,T Taibu,1,0,1,129,1,1,5,-,19,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
117,T Taibu,R Ashwin,GA Lamb,1,0,1,130,43,38,6,-,19,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
118,T Taibu,R Vinay Kumar,GA Lamb,0,0,0,130,43,39,1,-,20,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
119,T Taibu,R Vinay Kumar,GA Lamb,2,0,2,132,45,40,2,-,20,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
120,T Taibu,R Vinay Kumar,GA Lamb,0,1,1,133,45,41,3,legbyes,20,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
121,GA Lamb,R Vinay Kumar,T Taibu,2,0,2,135,3,2,4,-,20,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
122,GA Lamb,R Vinay Kumar,T Taibu,4,0,4,139,7,3,5,-,20,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
123,GA Lamb,R Vinay Kumar,T Taibu,0,1,1,140,7,4,6,legbyes,20,0,,,field,India,1,Harare Sports Club,2010-06-13,India,Zimbabwe,India
