,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
13,JT Smuts,Shaheen Shah Afridi,JN Malan,0,0,0,11,133,0,2,1,2,2,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
14,JT Smuts,Shaheen Shah Afridi,JN Malan,0,0,0,11,133,0,3,1,3,2,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
15,JT Smuts,Shaheen Shah Afridi,JN Malan,1,0,1,12,132,1,4,1,4,2,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
16,JN Malan,Shaheen Shah Afridi,JT Smuts,0,0,0,12,132,9,8,1,5,2,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
17,JN Malan,Shaheen Shah Afridi,JT Smuts,1,0,1,13,131,10,9,1,6,2,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
18,JN Malan,Mohammad Nawaz (3),JT Smuts,4,0,4,17,127,14,10,1,1,3,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
19,JN Malan,Mohammad Nawaz (3),JT Smuts,0,0,0,17,127,14,11,1,2,3,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
20,JN Malan,Mohammad Nawaz (3),JT Smuts,6,0,6,23,121,20,12,1,3,3,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
21,JN Malan,Mohammad Nawaz (3),JT Smuts,1,0,1,24,120,21,13,1,4,3,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
22,JT Smuts,Mohammad Nawaz (3),JN Malan,0,0,0,24,120,1,5,1,5,3,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
23,JT Smuts,Mohammad Nawaz (3),JN Malan,0,0,0,24,120,1,6,2,6,3,caught,JT Smuts,Babar Azam,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
24,PJ van Biljon,Faheem Ashraf,JN Malan,0,0,0,24,120,0,1,2,1,4,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
25,PJ van Biljon,Faheem Ashraf,JN Malan,0,0,0,24,120,0,2,2,2,4,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
26,PJ van Biljon,Faheem Ashraf,JN Malan,0,0,0,24,120,0,3,2,3,4,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
27,PJ van Biljon,Faheem Ashraf,JN Malan,0,0,0,24,120,0,4,2,4,4,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
28,PJ van Biljon,Faheem Ashraf,JN Malan,4,0,4,28,116,4,5,2,5,4,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
29,PJ van Biljon,Faheem Ashraf,JN Malan,0,0,0,28,116,4,6,2,6,4,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
30,JN Malan,Hasan Ali,PJ van Biljon,1,0,1,29,115,22,14,2,1,5,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
31,PJ van Biljon,Hasan Ali,JN Malan,0,0,0,29,115,4,7,2,2,5,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
32,PJ van Biljon,Hasan Ali,JN Malan,4,0,4,33,111,8,8,2,3,5,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
33,PJ van Biljon,Hasan Ali,JN Malan,4,0,4,37,107,12,9,2,4,5,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
34,PJ van Biljon,Hasan Ali,JN Malan,4,0,4,41,103,16,10,2,5,5,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
35,PJ van Biljon,Hasan Ali,JN Malan,0,0,0,41,103,16,11,3,6,5,bowled,PJ van Biljon,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
36,JN Malan,Zahid Mahmood,H Klaasen,4,0,4,45,99,26,15,3,1,6,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
37,JN Malan,Zahid Mahmood,H Klaasen,1,0,1,46,98,27,16,3,2,6,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
38,H Klaasen,Zahid Mahmood,JN Malan,0,0,0,46,98,0,1,4,3,6,caught,H Klaasen,Usman Qadir,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
39,JN Malan,Zahid Mahmood,DA Miller,0,0,0,46,98,27,17,5,4,6,lbw,JN Malan,,"{'by': 'Pakistan', 'umpire': 'Rashid Riaz', 'batter': 'JN Malan', 'decision': 'upheld'}",-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
40,AL Phehlukwayo,Zahid Mahmood,DA Miller,0,1,1,47,97,0,1,5,5,6,0,,,,wides,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
41,AL Phehlukwayo,Zahid Mahmood,DA Miller,0,0,0,47,97,0,2,5,6,6,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
42,AL Phehlukwayo,Zahid Mahmood,DA Miller,0,0,0,47,97,0,3,5,7,6,0,,,"{'by': 'South Africa', 'umpire': 'Rashid Riaz', 'batter': 'AL Phehlukwayo', 'decision': 'upheld'}",-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
43,DA Miller,Usman Qadir,AL Phehlukwayo,1,0,1,48,96,1,1,5,1,7,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
44,AL Phehlukwayo,Usman Qadir,DA Miller,0,0,0,48,96,0,4,6,2,7,caught,AL Phehlukwayo,Asif Ali,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
45,D Pretorius,Usman Qadir,DA Miller,0,0,0,48,96,0,1,6,3,7,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
46,D Pretorius,Usman Qadir,DA Miller,0,0,0,48,96,0,2,6,4,7,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
47,D Pretorius,Usman Qadir,DA Miller,0,0,0,48,96,0,3,6,5,7,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
48,D Pretorius,Usman Qadir,DA Miller,1,0,1,49,95,1,4,6,6,7,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
49,D Pretorius,Zahid Mahmood,DA Miller,1,0,1,50,94,2,5,6,1,8,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
50,DA Miller,Zahid Mahmood,D Pretorius,0,0,0,50,94,1,2,6,2,8,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
51,DA Miller,Zahid Mahmood,D Pretorius,1,0,1,51,93,2,3,6,3,8,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
52,D Pretorius,Zahid Mahmood,DA Miller,0,0,0,51,93,2,6,6,4,8,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
53,D Pretorius,Zahid Mahmood,DA Miller,0,0,0,51,93,2,7,6,5,8,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
54,D Pretorius,Zahid Mahmood,DA Miller,6,0,6,57,87,8,8,6,6,8,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
55,DA Miller,Usman Qadir,D Pretorius,4,0,4,61,83,6,4,6,1,9,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
56,DA Miller,Usman Qadir,D Pretorius,0,0,0,61,83,6,5,6,2,9,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
57,DA Miller,Usman Qadir,D Pretorius,0,0,0,61,83,6,6,6,3,9,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
58,DA Miller,Usman Qadir,D Pretorius,0,0,0,61,83,6,7,6,4,9,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
59,DA Miller,Usman Qadir,D Pretorius,0,0,0,61,83,6,8,6,5,9,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
60,DA Miller,Usman Qadir,D Pretorius,0,0,0,61,83,6,9,6,6,9,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
61,D Pretorius,Zahid Mahmood,DA Miller,1,0,1,62,82,9,9,6,1,10,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
62,DA Miller,Zahid Mahmood,D Pretorius,2,0,2,64,80,8,10,6,2,10,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
63,DA Miller,Zahid Mahmood,D Pretorius,1,0,1,65,79,9,11,6,3,10,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
64,D Pretorius,Zahid Mahmood,DA Miller,0,0,0,65,79,9,10,7,4,10,bowled,D Pretorius,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
65,BC Fortuin,Zahid Mahmood,DA Miller,4,0,4,69,75,4,1,7,5,10,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
66,BC Fortuin,Zahid Mahmood,DA Miller,1,0,1,70,74,5,2,7,6,10,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
67,BC Fortuin,Usman Qadir,DA Miller,0,0,0,70,74,5,3,7,1,11,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
68,BC Fortuin,Usman Qadir,DA Miller,1,0,1,71,73,6,4,7,2,11,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
69,DA Miller,Usman Qadir,BC Fortuin,4,0,4,75,69,13,12,7,3,11,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
70,DA Miller,Usman Qadir,BC Fortuin,0,0,0,75,69,13,13,7,4,11,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
71,DA Miller,Usman Qadir,BC Fortuin,0,0,0,75,69,13,14,7,5,11,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
72,DA Miller,Usman Qadir,BC Fortuin,1,0,1,76,68,14,15,7,6,11,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
73,DA Miller,Zahid Mahmood,BC Fortuin,6,0,6,82,62,20,16,7,1,12,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
74,DA Miller,Zahid Mahmood,BC Fortuin,1,0,1,83,61,21,17,7,2,12,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
75,BC Fortuin,Zahid Mahmood,DA Miller,1,0,1,84,60,7,5,7,3,12,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
76,DA Miller,Zahid Mahmood,BC Fortuin,2,0,2,86,58,23,18,7,4,12,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
77,DA Miller,Zahid Mahmood,BC Fortuin,6,0,6,92,52,29,19,7,5,12,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
78,DA Miller,Zahid Mahmood,BC Fortuin,1,0,1,93,51,30,20,7,6,12,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
79,DA Miller,Hasan Ali,BC Fortuin,2,0,2,95,49,32,21,7,1,13,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
80,DA Miller,Hasan Ali,BC Fortuin,0,1,1,96,48,32,22,7,2,13,0,,,,legbyes,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
81,BC Fortuin,Hasan Ali,DA Miller,0,0,0,96,48,7,6,7,3,13,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
82,BC Fortuin,Hasan Ali,DA Miller,0,0,0,96,48,7,7,7,4,13,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
83,BC Fortuin,Hasan Ali,DA Miller,0,1,1,97,47,7,8,7,5,13,0,,,,legbyes,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
84,DA Miller,Hasan Ali,BC Fortuin,0,0,0,97,47,32,23,7,6,13,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
85,BC Fortuin,Faheem Ashraf,DA Miller,1,0,1,98,46,8,9,7,1,14,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
86,DA Miller,Faheem Ashraf,BC Fortuin,4,0,4,102,42,36,24,7,2,14,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
87,DA Miller,Faheem Ashraf,BC Fortuin,1,0,1,103,41,37,25,7,3,14,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
88,BC Fortuin,Faheem Ashraf,DA Miller,1,0,1,104,40,9,10,7,4,14,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
89,DA Miller,Faheem Ashraf,BC Fortuin,1,0,1,105,39,38,26,7,5,14,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
90,BC Fortuin,Faheem Ashraf,DA Miller,1,0,1,106,38,10,11,7,6,14,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
91,BC Fortuin,Hasan Ali,DA Miller,0,0,0,106,38,10,12,8,1,15,bowled,BC Fortuin,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
92,L Sipamla,Hasan Ali,DA Miller,1,0,1,107,37,1,1,8,2,15,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
93,DA Miller,Hasan Ali,L Sipamla,1,0,1,108,36,39,27,8,3,15,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
94,L Sipamla,Hasan Ali,DA Miller,1,0,1,109,35,2,2,8,4,15,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
95,DA Miller,Hasan Ali,L Sipamla,1,0,1,110,34,40,28,8,5,15,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
96,L Sipamla,Hasan Ali,DA Miller,0,0,0,110,34,2,3,8,6,15,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
97,DA Miller,Shaheen Shah Afridi,L Sipamla,4,0,4,114,30,44,29,8,1,16,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
98,DA Miller,Shaheen Shah Afridi,L Sipamla,4,0,4,118,26,48,30,8,2,16,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
99,DA Miller,Shaheen Shah Afridi,L Sipamla,2,0,2,120,24,50,31,8,3,16,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
100,DA Miller,Shaheen Shah Afridi,L Sipamla,1,0,1,121,23,51,32,8,4,16,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
101,L Sipamla,Shaheen Shah Afridi,DA Miller,1,0,1,122,22,3,4,8,5,16,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
102,DA Miller,Shaheen Shah Afridi,L Sipamla,1,0,1,123,21,52,33,8,6,16,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
103,DA Miller,Hasan Ali,L Sipamla,1,0,1,124,20,53,34,8,1,17,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
104,L Sipamla,Hasan Ali,DA Miller,0,0,0,124,20,3,5,8,2,17,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
105,L Sipamla,Hasan Ali,DA Miller,1,0,1,125,19,4,6,8,3,17,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
106,DA Miller,Hasan Ali,L Sipamla,6,0,6,131,13,59,35,8,4,17,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
107,DA Miller,Hasan Ali,L Sipamla,2,0,2,133,11,61,36,8,5,17,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
108,DA Miller,Hasan Ali,L Sipamla,0,0,0,133,11,61,37,8,6,17,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
109,L Sipamla,Shaheen Shah Afridi,DA Miller,0,0,0,133,11,4,7,8,1,18,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
110,L Sipamla,Shaheen Shah Afridi,DA Miller,0,0,0,133,11,4,8,8,2,18,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
111,L Sipamla,Shaheen Shah Afridi,DA Miller,4,0,4,137,7,8,9,8,3,18,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
112,L Sipamla,Shaheen Shah Afridi,DA Miller,0,1,1,138,6,8,10,8,4,18,0,,,"{'by': 'Pakistan', 'umpire': 'Rashid Riaz', 'batter': 'L Sipamla', 'decision': 'struck down'}",legbyes,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
113,DA Miller,Shaheen Shah Afridi,L Sipamla,0,0,0,138,6,61,38,8,5,18,0,,,,-,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
114,DA Miller,Shaheen Shah Afridi,L Sipamla,0,1,1,139,5,61,39,8,6,18,0,,,,legbyes,field,Pakistan,1,Gaddafi Stadium,2021,02,South Africa_Pakistan_2021-02-14,Pakistan,South Africa,Pakistan,164
