,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,HD Rutherford,WB Rankin,JEC Franklin,0,0,0,0,,0,1,0,-,1.0,0,,,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
1,HD Rutherford,WB Rankin,JEC Franklin,0,0,0,0,,0,2,0,-,2.0,0,,,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
2,HD Rutherford,WB Rankin,JEC Franklin,1,0,1,1,,1,3,0,-,3.0,0,,,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
3,JEC Franklin,WB Rankin,HD Rutherford,0,0,0,1,,0,1,1,-,4.0,caught,JEC Franklin,JC Buttler,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
4,BB McCullum,WB Rankin,HD Rutherford,0,1,1,2,,0,1,1,wides,4.0,0,,,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
5,BB McCullum,WB Rankin,HD Rutherford,0,0,0,2,,0,2,1,-,5.0,0,,,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
6,BB McCullum,WB Rankin,HD Rutherford,4,0,4,6,,4,3,1,-,6.0,0,,,0,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
7,HD Rutherford,CR Woakes,BB McCullum,4,0,4,10,,5,4,1,-,1.0,0,,,1,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
8,HD Rutherford,CR Woakes,BB McCullum,0,0,0,10,,5,5,1,-,2.0,0,,,1,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
9,HD Rutherford,CR Woakes,BB McCullum,6,0,6,16,,11,6,1,-,3.0,0,,,1,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
10,HD Rutherford,CR Woakes,BB McCullum,4,0,4,20,,15,7,1,-,4.0,0,,,1,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
11,HD Rutherford,CR Woakes,BB McCullum,1,0,1,21,,16,8,1,-,5.0,0,,,1,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
12,BB McCullum,CR Woakes,HD Rutherford,4,0,4,25,,8,4,1,-,6.0,0,,,1,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
13,HD Rutherford,WB Rankin,BB McCullum,0,0,0,25,,16,9,1,-,1.0,0,,,2,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
14,HD Rutherford,WB Rankin,BB McCullum,4,0,4,29,,20,10,1,-,2.0,0,,,2,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
15,HD Rutherford,WB Rankin,BB McCullum,0,0,0,29,,20,11,1,-,3.0,0,,,2,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
16,HD Rutherford,WB Rankin,BB McCullum,4,0,4,33,,24,12,1,-,4.0,0,,,2,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
17,HD Rutherford,WB Rankin,BB McCullum,1,0,1,34,,25,13,1,-,5.0,0,,,2,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
18,BB McCullum,WB Rankin,HD Rutherford,0,0,0,34,,8,5,1,-,6.0,0,,,2,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
19,HD Rutherford,JW Dernbach,BB McCullum,1,0,1,35,,26,14,1,-,1.0,0,,,3,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
20,BB McCullum,JW Dernbach,HD Rutherford,2,0,2,37,,10,6,1,-,2.0,0,,,3,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
21,BB McCullum,JW Dernbach,HD Rutherford,0,0,0,37,,10,7,1,-,3.0,0,,,3,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
22,BB McCullum,JW Dernbach,HD Rutherford,0,0,0,37,,10,8,1,-,4.0,0,,,3,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
23,BB McCullum,JW Dernbach,HD Rutherford,1,0,1,38,,11,9,1,-,5.0,0,,,3,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
24,HD Rutherford,JW Dernbach,BB McCullum,4,0,4,42,,30,15,1,-,6.0,0,,,3,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
25,BB McCullum,WB Rankin,HD Rutherford,0,0,0,42,,11,10,1,-,1.0,0,,,4,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
26,BB McCullum,WB Rankin,HD Rutherford,6,0,6,48,,17,11,1,-,2.0,0,,,4,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
27,BB McCullum,WB Rankin,HD Rutherford,0,0,0,48,,17,12,1,-,3.0,0,,,4,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
28,BB McCullum,WB Rankin,HD Rutherford,1,0,1,49,,18,13,1,-,4.0,0,,,4,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
29,HD Rutherford,WB Rankin,BB McCullum,0,0,0,49,,30,16,1,-,5.0,0,,,4,field,England,1,Kennington Oval,2013,06,England_New Zealand_2013-06-25,New Zealand,New Zealand,England,True,201
