,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,MDKJ Perera,Usman Shinwari,TM Dilshan,,0,0,0,0,0,1,1,-,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
1,MDKJ Perera,Usman Shinwari,TM Dilshan,,0,0,0,0,0,2,2,-,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
2,MDKJ Perera,Usman Shinwari,TM Dilshan,,6,0,6,6,6,3,3,-,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
3,MDKJ Perera,Usman Shinwari,TM Dilshan,,4,0,4,10,10,4,4,-,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
4,MDKJ Perera,Usman Shinwari,TM Dilshan,{'wides': 1},0,1,1,11,10,5,5,wides,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
5,MDKJ Perera,Usman Shinwari,TM Dilshan,,0,0,0,11,10,6,6,-,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
6,MDKJ Perera,Usman Shinwari,TM Dilshan,,2,0,2,13,12,7,7,-,1,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
7,TM Dilshan,Sohail Tanvir,MDKJ Perera,,1,0,1,14,1,1,1,-,2,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
8,MDKJ Perera,Sohail Tanvir,TM Dilshan,,0,0,0,14,12,8,2,-,2,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
9,MDKJ Perera,Sohail Tanvir,TM Dilshan,,0,0,0,14,12,9,3,-,2,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
10,MDKJ Perera,Sohail Tanvir,TM Dilshan,,0,0,0,14,12,10,4,-,2,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
11,MDKJ Perera,Sohail Tanvir,TM Dilshan,,1,0,1,15,13,11,5,-,2,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
12,TM Dilshan,Sohail Tanvir,MDKJ Perera,,1,0,1,16,2,2,6,-,2,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
13,TM Dilshan,Usman Shinwari,MDKJ Perera,{'wides': 1},0,1,1,17,2,3,1,wides,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
14,TM Dilshan,Usman Shinwari,MDKJ Perera,,4,0,4,21,6,4,2,-,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
15,TM Dilshan,Usman Shinwari,MDKJ Perera,,0,0,0,21,6,5,3,-,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
16,TM Dilshan,Usman Shinwari,MDKJ Perera,,0,0,0,21,6,6,4,-,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
17,TM Dilshan,Usman Shinwari,MDKJ Perera,,1,0,1,22,7,7,5,-,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
18,MDKJ Perera,Usman Shinwari,TM Dilshan,,1,0,1,23,14,12,6,-,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
19,TM Dilshan,Usman Shinwari,MDKJ Perera,,4,0,4,27,11,8,7,-,3,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
20,MDKJ Perera,Sohail Tanvir,TM Dilshan,,0,0,0,27,14,13,1,-,4,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
21,MDKJ Perera,Sohail Tanvir,TM Dilshan,,0,0,0,27,14,14,2,-,4,0,,,field,Pakistan,1,Dubai International Cricket Stadium,2013-12-13,Sri Lanka,Pakistan
