,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,RG Sharma,Mustafizur Rahman,S Dhawan,0,1,1,1,0,1,1,wides,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
1,RG Sharma,Mustafizur Rahman,S Dhawan,0,1,1,2,0,2,2,wides,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
2,RG Sharma,Mustafizur Rahman,S Dhawan,0,1,1,3,0,3,3,legbyes,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
3,S Dhawan,Mustafizur Rahman,RG Sharma,0,0,0,3,0,1,4,-,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
4,S Dhawan,Mustafizur Rahman,RG Sharma,0,0,0,3,0,2,5,-,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
5,S Dhawan,Mustafizur Rahman,RG Sharma,4,0,4,7,4,3,6,-,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
6,S Dhawan,Mustafizur Rahman,RG Sharma,4,0,4,11,8,4,7,-,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
7,S Dhawan,Mustafizur Rahman,RG Sharma,0,0,0,11,8,5,8,-,1,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
8,RG Sharma,Shafiul Islam,S Dhawan,4,0,4,15,4,4,1,-,2,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
9,RG Sharma,Shafiul Islam,S Dhawan,1,0,1,16,5,5,2,-,2,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
10,S Dhawan,Shafiul Islam,RG Sharma,1,0,1,17,9,6,3,-,2,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
11,RG Sharma,Shafiul Islam,S Dhawan,1,0,1,18,6,6,4,-,2,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
