,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
12,S Dhawan,Shafiul Islam,RG Sharma,1,0,1,19,10,7,5,-,2,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
13,RG Sharma,Shafiul Islam,S Dhawan,0,0,0,19,6,7,6,-,2,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
14,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,19,10,8,1,-,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
15,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,19,10,9,2,-,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
16,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,19,10,10,3,-,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
17,S Dhawan,Al-Amin Hossain,RG Sharma,0,1,1,20,10,11,4,wides,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
18,S Dhawan,Al-Amin Hossain,RG Sharma,1,0,1,21,11,12,5,-,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
19,RG Sharma,Al-Amin Hossain,S Dhawan,1,0,1,22,7,8,6,-,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
20,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,22,11,13,7,-,3,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
21,RG Sharma,Mustafizur Rahman,S Dhawan,4,0,4,26,11,9,1,-,4,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
22,RG Sharma,Mustafizur Rahman,S Dhawan,4,0,4,30,15,10,2,-,4,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
23,RG Sharma,Mustafizur Rahman,S Dhawan,0,0,0,30,15,11,3,-,4,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
24,RG Sharma,Mustafizur Rahman,S Dhawan,6,0,6,36,21,12,4,-,4,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
25,RG Sharma,Mustafizur Rahman,S Dhawan,0,0,0,36,21,13,5,-,4,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
26,RG Sharma,Mustafizur Rahman,S Dhawan,1,0,1,37,22,14,6,-,4,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
27,RG Sharma,Al-Amin Hossain,S Dhawan,4,0,4,41,26,15,1,-,5,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
28,RG Sharma,Al-Amin Hossain,S Dhawan,4,0,4,45,30,16,2,-,5,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
29,RG Sharma,Al-Amin Hossain,S Dhawan,1,0,1,46,31,17,3,-,5,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
30,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,46,11,14,4,-,5,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
31,S Dhawan,Al-Amin Hossain,RG Sharma,1,0,1,47,12,15,5,-,5,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
32,RG Sharma,Al-Amin Hossain,S Dhawan,1,0,1,48,32,18,6,-,5,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
33,RG Sharma,Shafiul Islam,S Dhawan,0,0,0,48,32,19,1,-,6,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
34,RG Sharma,Shafiul Islam,S Dhawan,4,0,4,52,36,20,2,-,6,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
35,RG Sharma,Shafiul Islam,S Dhawan,1,0,1,53,37,21,3,-,6,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
36,S Dhawan,Shafiul Islam,RG Sharma,1,0,1,54,13,16,4,-,6,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
37,RG Sharma,Shafiul Islam,S Dhawan,6,0,6,60,43,22,5,-,6,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
38,RG Sharma,Shafiul Islam,S Dhawan,3,0,3,63,46,23,6,-,6,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
39,RG Sharma,Aminul Islam,S Dhawan,1,0,1,64,47,24,1,-,7,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
40,S Dhawan,Aminul Islam,RG Sharma,4,0,4,68,17,17,2,-,7,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
41,S Dhawan,Aminul Islam,RG Sharma,0,0,0,68,17,18,3,-,7,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
42,S Dhawan,Aminul Islam,RG Sharma,2,0,2,70,19,19,4,-,7,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
43,S Dhawan,Aminul Islam,RG Sharma,4,0,4,74,23,20,5,-,7,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
44,S Dhawan,Aminul Islam,RG Sharma,2,0,2,76,25,21,6,-,7,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
45,RG Sharma,Afif Hossain,S Dhawan,6,0,6,82,53,25,1,-,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
46,RG Sharma,Afif Hossain,S Dhawan,1,0,1,83,54,26,2,-,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
47,S Dhawan,Afif Hossain,RG Sharma,1,0,1,84,26,22,3,-,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
48,RG Sharma,Afif Hossain,S Dhawan,1,0,1,85,55,27,4,-,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
49,S Dhawan,Afif Hossain,RG Sharma,0,1,1,86,26,23,5,wides,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
50,S Dhawan,Afif Hossain,RG Sharma,0,1,1,87,26,24,6,wides,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
51,S Dhawan,Afif Hossain,RG Sharma,1,0,1,88,27,25,7,-,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
52,RG Sharma,Afif Hossain,S Dhawan,1,0,1,89,56,28,8,-,8,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
53,RG Sharma,Aminul Islam,S Dhawan,1,0,1,90,57,29,1,-,9,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
54,S Dhawan,Aminul Islam,RG Sharma,1,0,1,91,28,26,2,-,9,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
55,RG Sharma,Aminul Islam,S Dhawan,0,0,0,91,57,30,3,-,9,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
56,RG Sharma,Aminul Islam,S Dhawan,0,0,0,91,57,31,4,-,9,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
57,RG Sharma,Aminul Islam,S Dhawan,1,0,1,92,58,32,5,-,9,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
58,S Dhawan,Aminul Islam,RG Sharma,0,0,0,92,28,27,6,-,9,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
59,RG Sharma,Mosaddek Hossain,S Dhawan,6,0,6,98,64,33,1,-,10,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
60,RG Sharma,Mosaddek Hossain,S Dhawan,6,0,6,104,70,34,2,-,10,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
61,RG Sharma,Mosaddek Hossain,S Dhawan,6,0,6,110,76,35,3,-,10,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
62,RG Sharma,Mosaddek Hossain,S Dhawan,0,0,0,110,76,36,4,-,10,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
63,RG Sharma,Mosaddek Hossain,S Dhawan,2,0,2,112,78,37,5,-,10,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
64,RG Sharma,Mosaddek Hossain,S Dhawan,1,0,1,113,79,38,6,-,10,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
65,RG Sharma,Aminul Islam,S Dhawan,1,0,1,114,80,39,1,-,11,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
66,S Dhawan,Aminul Islam,RG Sharma,2,0,2,116,30,28,2,-,11,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
67,S Dhawan,Aminul Islam,RG Sharma,1,0,1,117,31,29,3,-,11,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
68,RG Sharma,Aminul Islam,S Dhawan,1,0,1,118,81,40,4,-,11,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
69,S Dhawan,Aminul Islam,RG Sharma,0,0,0,118,31,30,5,-,11,bowled,S Dhawan,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
70,KL Rahul,Aminul Islam,RG Sharma,1,0,1,119,1,1,6,-,11,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
71,KL Rahul,Al-Amin Hossain,RG Sharma,1,0,1,120,2,2,1,-,12,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
72,RG Sharma,Al-Amin Hossain,KL Rahul,1,0,1,121,82,41,2,-,12,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
73,KL Rahul,Al-Amin Hossain,RG Sharma,0,0,0,121,2,3,3,-,12,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
74,KL Rahul,Al-Amin Hossain,RG Sharma,1,0,1,122,3,4,4,-,12,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
75,RG Sharma,Al-Amin Hossain,KL Rahul,2,0,2,124,84,42,5,-,12,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
76,RG Sharma,Al-Amin Hossain,KL Rahul,1,0,1,125,85,43,6,-,12,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
77,RG Sharma,Aminul Islam,KL Rahul,0,0,0,125,85,44,1,-,13,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
78,RG Sharma,Aminul Islam,KL Rahul,0,0,0,125,85,45,2,-,13,caught,RG Sharma,Mohammad Mithun,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
79,KL Rahul,Aminul Islam,SS Iyer,0,0,0,125,3,5,3,-,13,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
80,KL Rahul,Aminul Islam,SS Iyer,1,0,1,126,4,6,4,-,13,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
81,SS Iyer,Aminul Islam,KL Rahul,0,0,0,126,0,1,5,-,13,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
82,SS Iyer,Aminul Islam,KL Rahul,6,0,6,132,6,2,6,-,13,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
83,KL Rahul,Mustafizur Rahman,SS Iyer,1,0,1,133,5,7,1,-,14,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
84,SS Iyer,Mustafizur Rahman,KL Rahul,0,0,0,133,6,3,2,-,14,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
85,SS Iyer,Mustafizur Rahman,KL Rahul,4,0,4,137,10,4,3,-,14,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
86,SS Iyer,Mustafizur Rahman,KL Rahul,0,0,0,137,10,5,4,-,14,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
87,SS Iyer,Mustafizur Rahman,KL Rahul,1,0,1,138,11,6,5,-,14,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
88,KL Rahul,Mustafizur Rahman,SS Iyer,1,0,1,139,6,8,6,-,14,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
89,KL Rahul,Al-Amin Hossain,SS Iyer,1,0,1,140,7,9,1,-,15,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
90,SS Iyer,Al-Amin Hossain,KL Rahul,4,0,4,144,15,7,2,-,15,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
91,SS Iyer,Al-Amin Hossain,KL Rahul,0,0,0,144,15,8,3,-,15,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
92,SS Iyer,Al-Amin Hossain,KL Rahul,2,0,2,146,17,9,4,-,15,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
93,SS Iyer,Al-Amin Hossain,KL Rahul,4,0,4,150,21,10,5,-,15,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
94,SS Iyer,Al-Amin Hossain,KL Rahul,1,0,1,151,22,11,6,-,15,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
95,SS Iyer,Mustafizur Rahman,KL Rahul,1,0,1,152,23,12,1,-,16,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
96,KL Rahul,Mustafizur Rahman,SS Iyer,0,0,0,152,7,10,2,-,16,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
97,KL Rahul,Mustafizur Rahman,SS Iyer,1,0,1,153,8,11,3,-,16,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
98,SS Iyer,Mustafizur Rahman,KL Rahul,1,0,1,154,24,13,4,-,16,0,,,field,India,2,Saurashtra Cricket Association Stadium,2019-11-07,India,India,Bangladesh
