,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
15,Munim Shahriar,Fazalhaq Farooqi,Liton Das,1,0,1,12,,8,10,1,3,-,2,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
16,Liton Das,Fazalhaq Farooqi,Munim Shahriar,0,0,0,12,,1,2,1,4,-,2,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
17,Liton Das,Fazalhaq Farooqi,Munim Shahriar,1,0,1,13,,2,3,1,5,-,2,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
18,Munim Shahriar,Fazalhaq Farooqi,Liton Das,0,1,1,14,,8,11,1,6,legbyes,2,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
19,Munim Shahriar,Mujeeb Ur Rahman,Liton Das,4,0,4,18,,12,12,1,1,-,3,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
20,Munim Shahriar,Mujeeb Ur Rahman,Liton Das,4,0,4,22,,16,13,1,2,-,3,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
21,Munim Shahriar,Mujeeb Ur Rahman,Liton Das,0,0,0,22,,16,14,1,3,-,3,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
22,Munim Shahriar,Mujeeb Ur Rahman,Liton Das,0,0,0,22,,16,15,1,4,-,3,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
23,Munim Shahriar,Mujeeb Ur Rahman,Liton Das,0,0,0,22,,16,16,1,5,-,3,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
24,Munim Shahriar,Mujeeb Ur Rahman,Liton Das,0,0,0,22,,16,17,1,6,-,3,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
25,Liton Das,Rashid Khan,Munim Shahriar,0,0,0,22,,2,4,1,1,-,4,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
26,Liton Das,Rashid Khan,Munim Shahriar,0,0,0,22,,2,5,1,2,-,4,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
27,Liton Das,Rashid Khan,Munim Shahriar,1,0,1,23,,3,6,1,3,-,4,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
28,Munim Shahriar,Rashid Khan,Liton Das,1,0,1,24,,17,18,1,4,-,4,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
29,Liton Das,Rashid Khan,Munim Shahriar,0,1,1,25,,3,7,1,5,legbyes,4,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
30,Munim Shahriar,Rashid Khan,Liton Das,0,0,0,25,,17,19,2,6,-,4,"{'by': 'Bangladesh', 'umpire': 'Masudur Rahman', 'batter': 'Munim Shahriar', 'decision': 'struck down'}",lbw,Munim Shahriar,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
31,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,4,0,4,29,,7,8,2,1,-,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
32,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,29,,7,9,2,2,-,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
33,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,2,0,2,31,,9,10,2,3,-,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
34,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,0,1,1,32,,9,11,2,4,wides,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
35,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,4,0,4,36,,13,12,2,5,-,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
36,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,1,0,1,37,,14,13,2,6,-,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
37,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,0,0,0,37,,0,1,2,7,-,5,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
38,Liton Das,Mohammad Nabi,Shakib Al Hasan,1,0,1,38,,15,14,2,1,-,6,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
39,Shakib Al Hasan,Mohammad Nabi,Liton Das,0,0,0,38,,0,2,2,2,-,6,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
40,Shakib Al Hasan,Mohammad Nabi,Liton Das,1,0,1,39,,1,3,2,3,-,6,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
41,Liton Das,Mohammad Nabi,Shakib Al Hasan,1,0,1,40,,16,15,2,4,-,6,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
42,Shakib Al Hasan,Mohammad Nabi,Liton Das,3,0,3,43,,4,4,2,5,-,6,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
43,Liton Das,Mohammad Nabi,Shakib Al Hasan,2,0,2,45,,18,16,2,6,-,6,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
44,Shakib Al Hasan,Qais Ahmad,Liton Das,1,0,1,46,,5,5,2,1,-,7,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
45,Liton Das,Qais Ahmad,Shakib Al Hasan,0,0,0,46,,18,17,2,2,-,7,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
46,Liton Das,Qais Ahmad,Shakib Al Hasan,1,0,1,47,,19,18,2,3,-,7,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
47,Shakib Al Hasan,Qais Ahmad,Liton Das,0,0,0,47,,5,6,3,4,-,7,,caught,Shakib Al Hasan,Mujeeb Ur Rahman,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
48,Mahmudullah,Qais Ahmad,Liton Das,1,0,1,48,,1,1,3,5,-,7,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
49,Liton Das,Qais Ahmad,Mahmudullah,1,0,1,49,,20,19,3,6,-,7,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
50,Liton Das,Rashid Khan,Mahmudullah,1,0,1,50,,21,20,3,1,-,8,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
51,Mahmudullah,Rashid Khan,Liton Das,1,0,1,51,,2,2,3,2,-,8,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
52,Liton Das,Rashid Khan,Mahmudullah,1,0,1,52,,22,21,3,3,-,8,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
53,Mahmudullah,Rashid Khan,Liton Das,0,0,0,52,,2,3,3,4,-,8,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
54,Mahmudullah,Rashid Khan,Liton Das,1,0,1,53,,3,4,3,5,-,8,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
55,Liton Das,Rashid Khan,Mahmudullah,1,0,1,54,,23,22,3,6,-,8,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
56,Liton Das,Qais Ahmad,Mahmudullah,0,0,0,54,,23,23,3,1,-,9,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
57,Liton Das,Qais Ahmad,Mahmudullah,6,0,6,60,,29,24,3,2,-,9,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
58,Liton Das,Qais Ahmad,Mahmudullah,2,0,2,62,,31,25,3,3,-,9,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
59,Liton Das,Qais Ahmad,Mahmudullah,2,0,2,64,,33,26,3,4,-,9,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
60,Liton Das,Qais Ahmad,Mahmudullah,1,0,1,65,,34,27,3,5,-,9,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
61,Mahmudullah,Qais Ahmad,Liton Das,6,0,6,71,,9,5,3,6,-,9,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
62,Liton Das,Azmatullah Omarzai,Mahmudullah,1,0,1,72,,35,28,3,1,-,10,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
63,Mahmudullah,Azmatullah Omarzai,Liton Das,1,0,1,73,,10,6,3,2,-,10,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
64,Liton Das,Azmatullah Omarzai,Mahmudullah,6,0,6,79,,41,29,3,3,-,10,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
65,Liton Das,Azmatullah Omarzai,Mahmudullah,1,0,1,80,,42,30,3,4,-,10,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
66,Mahmudullah,Azmatullah Omarzai,Liton Das,0,0,0,80,,10,7,4,5,-,10,,lbw,Mahmudullah,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
67,Afif Hossain,Azmatullah Omarzai,Liton Das,1,0,1,81,,1,1,4,6,-,10,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
68,Afif Hossain,Karim Janat,Liton Das,1,0,1,82,,2,2,4,1,-,11,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
69,Liton Das,Karim Janat,Afif Hossain,1,0,1,83,,43,31,4,2,-,11,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
70,Afif Hossain,Karim Janat,Liton Das,0,0,0,83,,2,3,4,3,-,11,"{'by': 'Afghanistan', 'umpire': 'Tanvir Ahmed', 'batter': 'Afif Hossain', 'decision': 'struck down', 'umpires_call': True}",0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
71,Afif Hossain,Karim Janat,Liton Das,1,0,1,84,,3,4,4,4,-,11,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
72,Liton Das,Karim Janat,Afif Hossain,1,0,1,85,,44,32,4,5,-,11,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
73,Afif Hossain,Karim Janat,Liton Das,1,0,1,86,,4,5,4,6,-,11,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
74,Afif Hossain,Mohammad Nabi,Liton Das,4,0,4,90,,8,6,4,1,-,12,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
75,Afif Hossain,Mohammad Nabi,Liton Das,2,0,2,92,,10,7,4,2,-,12,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
76,Afif Hossain,Mohammad Nabi,Liton Das,0,0,0,92,,10,8,4,3,-,12,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
77,Afif Hossain,Mohammad Nabi,Liton Das,0,0,0,92,,10,9,4,4,-,12,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
78,Afif Hossain,Mohammad Nabi,Liton Das,1,0,1,93,,11,10,4,5,-,12,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
79,Liton Das,Mohammad Nabi,Afif Hossain,4,0,4,97,,48,33,4,6,-,12,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
80,Afif Hossain,Rashid Khan,Liton Das,1,0,1,98,,12,11,4,1,-,13,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
81,Liton Das,Rashid Khan,Afif Hossain,1,0,1,99,,49,34,4,2,-,13,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
82,Afif Hossain,Rashid Khan,Liton Das,0,1,1,100,,12,12,4,3,legbyes,13,"{'by': 'Afghanistan', 'umpire': 'Tanvir Ahmed', 'batter': 'Afif Hossain', 'decision': 'struck down'}",0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
83,Liton Das,Rashid Khan,Afif Hossain,1,0,1,101,,50,35,4,4,-,13,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
84,Afif Hossain,Rashid Khan,Liton Das,0,0,0,101,,12,13,4,5,-,13,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
85,Afif Hossain,Rashid Khan,Liton Das,1,0,1,102,,13,14,4,6,-,13,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
86,Afif Hossain,Azmatullah Omarzai,Liton Das,2,0,2,104,,15,15,4,1,-,14,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
87,Afif Hossain,Azmatullah Omarzai,Liton Das,4,0,4,108,,19,16,4,2,-,14,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
88,Afif Hossain,Azmatullah Omarzai,Liton Das,1,0,1,109,,20,17,4,3,-,14,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
89,Liton Das,Azmatullah Omarzai,Afif Hossain,0,0,0,109,,50,36,4,4,-,14,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
90,Liton Das,Azmatullah Omarzai,Afif Hossain,1,0,1,110,,51,37,4,5,-,14,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
91,Afif Hossain,Azmatullah Omarzai,Liton Das,0,0,0,110,,20,18,4,6,-,14,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
92,Liton Das,Rashid Khan,Afif Hossain,1,0,1,111,,52,38,4,1,-,15,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
93,Afif Hossain,Rashid Khan,Liton Das,0,0,0,111,,20,19,4,2,-,15,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
94,Afif Hossain,Rashid Khan,Liton Das,2,0,2,113,,22,20,4,3,-,15,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
95,Afif Hossain,Rashid Khan,Liton Das,1,0,1,114,,23,21,4,4,-,15,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
96,Liton Das,Rashid Khan,Afif Hossain,0,0,0,114,,52,39,4,5,-,15,,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2022,03,Bangladesh_Afghanistan_2022-03-03,Bangladesh,Bangladesh,Afghanistan,True,155
