,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,JN Malan,Shaheen Shah Afridi,RR Hendricks,4,0,4,4,140,4,1,0,-,1.0,0,,,0,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
1,JN Malan,Shaheen Shah Afridi,RR Hendricks,0,0,0,4,140,4,2,1,-,2.0,bowled,JN Malan,,0,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
2,JT Smuts,Shaheen Shah Afridi,RR Hendricks,2,0,2,6,138,2,1,1,-,3.0,0,,,0,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
3,JT Smuts,Shaheen Shah Afridi,RR Hendricks,0,0,0,6,138,2,2,1,-,4.0,0,,,0,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
4,JT Smuts,Shaheen Shah Afridi,RR Hendricks,0,0,0,6,138,2,3,1,-,5.0,0,,,0,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
5,JT Smuts,Shaheen Shah Afridi,RR Hendricks,0,0,0,6,138,2,4,1,-,6.0,0,,,0,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
6,RR Hendricks,Haris Rauf,JT Smuts,0,5,5,11,133,0,0,1,wides,0.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
7,RR Hendricks,Haris Rauf,JT Smuts,1,0,1,12,132,1,1,1,-,1.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
8,JT Smuts,Haris Rauf,RR Hendricks,4,0,4,16,128,6,5,1,-,2.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
9,JT Smuts,Haris Rauf,RR Hendricks,1,0,1,17,127,7,6,1,-,3.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
10,RR Hendricks,Haris Rauf,JT Smuts,4,0,4,21,123,5,2,1,-,4.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
11,RR Hendricks,Haris Rauf,JT Smuts,0,0,0,21,123,5,3,1,-,5.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
12,RR Hendricks,Haris Rauf,JT Smuts,0,0,0,21,123,5,4,1,-,6.0,0,,,1,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Fast
13,JT Smuts,Shaheen Shah Afridi,RR Hendricks,0,0,0,21,123,7,7,1,-,1.0,0,,,2,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
14,JT Smuts,Shaheen Shah Afridi,RR Hendricks,0,0,0,21,123,7,8,2,-,2.0,caught,JT Smuts,Babar Azam,2,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
15,PJ van Biljon,Shaheen Shah Afridi,RR Hendricks,0,0,0,21,123,0,1,2,-,3.0,0,,,2,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
16,PJ van Biljon,Shaheen Shah Afridi,RR Hendricks,0,0,0,21,123,0,2,2,-,4.0,0,,,2,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
17,PJ van Biljon,Shaheen Shah Afridi,RR Hendricks,0,0,0,21,123,0,3,2,-,5.0,0,,,2,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
18,PJ van Biljon,Shaheen Shah Afridi,RR Hendricks,0,0,0,21,123,0,4,2,-,6.0,0,,,2,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Fast
19,RR Hendricks,Mohammad Nawaz (3),PJ van Biljon,6,0,6,27,117,11,5,2,-,1.0,0,,,3,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Orthodox
20,RR Hendricks,Mohammad Nawaz (3),PJ van Biljon,0,0,0,27,117,11,6,2,-,2.0,0,,,3,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Orthodox
21,RR Hendricks,Mohammad Nawaz (3),PJ van Biljon,0,0,0,27,117,11,7,2,-,3.0,0,,,3,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Orthodox
22,RR Hendricks,Mohammad Nawaz (3),PJ van Biljon,0,0,0,27,117,11,8,2,-,4.0,0,,,3,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Orthodox
23,RR Hendricks,Mohammad Nawaz (3),PJ van Biljon,1,0,1,28,116,12,9,2,-,5.0,0,,,3,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Orthodox
24,PJ van Biljon,Mohammad Nawaz (3),RR Hendricks,0,0,0,28,116,0,5,2,-,6.0,0,,,3,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Left arm Orthodox
25,RR Hendricks,Faheem Ashraf,PJ van Biljon,1,0,1,29,115,13,10,2,-,1.0,0,,,4,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Medium
26,PJ van Biljon,Faheem Ashraf,RR Hendricks,6,0,6,35,109,6,6,2,-,2.0,0,,,4,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Medium
27,PJ van Biljon,Faheem Ashraf,RR Hendricks,0,0,0,35,109,6,7,2,-,3.0,0,,,4,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Medium
28,PJ van Biljon,Faheem Ashraf,RR Hendricks,0,0,0,35,109,6,8,2,-,4.0,0,,,4,field,South Africa,2,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,South Africa,Pakistan,True,145,Right hand Bat,Right hand Bat,Right arm Medium
