,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MJ Guptill,DR Sams,TL Seifert,4,0,4,4,,4,1,0,-,1.0,0,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
1,MJ Guptill,DR Sams,TL Seifert,0,0,0,4,,4,2,0,-,2.0,0,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
2,MJ Guptill,DR Sams,TL Seifert,0,0,0,4,,4,3,0,-,3.0,0,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
3,MJ Guptill,DR Sams,TL Seifert,0,0,0,4,,4,4,0,-,4.0,0,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
4,MJ Guptill,DR Sams,TL Seifert,1,0,1,5,,5,5,0,-,5.0,0,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
5,TL Seifert,DR Sams,MJ Guptill,1,0,1,6,,1,1,0,-,6.0,0,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
6,TL Seifert,AC Agar,MJ Guptill,1,0,1,7,,2,2,0,-,1.0,1,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
7,MJ Guptill,AC Agar,TL Seifert,0,0,0,7,,5,6,0,-,2.0,1,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
8,MJ Guptill,AC Agar,TL Seifert,0,0,0,7,,5,7,0,-,3.0,1,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
9,MJ Guptill,AC Agar,TL Seifert,1,0,1,8,,6,8,0,-,4.0,1,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
10,TL Seifert,AC Agar,MJ Guptill,0,0,0,8,,2,3,0,-,5.0,1,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
11,TL Seifert,AC Agar,MJ Guptill,0,0,0,8,,2,4,0,-,6.0,1,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
12,MJ Guptill,JA Richardson,TL Seifert,6,0,6,14,,12,9,0,-,1.0,2,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
13,MJ Guptill,JA Richardson,TL Seifert,1,0,1,15,,13,10,0,-,2.0,2,0,,,field,Australia,1,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,New Zealand,Australia,True,219
