,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,Mohammad Rizwan,BC Fortuin,Babar Azam,0,0,0,0,144,0,1,0,1,-,0,,,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
1,Mohammad Rizwan,BC Fortuin,Babar Azam,0,0,0,0,144,0,2,0,2,-,0,,,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
2,Mohammad Rizwan,BC Fortuin,Babar Azam,0,1,1,1,143,0,3,1,3,wides,stumped,Mohammad Rizwan,H Klaasen,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
3,Fakhar Zaman,BC Fortuin,Babar Azam,1,0,1,2,142,1,1,1,4,-,0,,,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
4,Babar Azam,BC Fortuin,Fakhar Zaman,1,0,1,3,141,1,1,1,5,-,0,,,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
5,Fakhar Zaman,BC Fortuin,Babar Azam,0,0,0,3,141,1,2,1,6,-,0,,,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
6,Fakhar Zaman,BC Fortuin,Babar Azam,1,0,1,4,140,2,3,1,7,-,0,,,1,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
7,Fakhar Zaman,PWA Mulder,Babar Azam,0,0,0,4,140,2,4,1,1,-,0,,,2,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
8,Fakhar Zaman,PWA Mulder,Babar Azam,4,0,4,8,136,6,5,1,2,-,0,,,2,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
9,Fakhar Zaman,PWA Mulder,Babar Azam,0,0,0,8,136,6,6,1,3,-,0,,,2,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
10,Fakhar Zaman,PWA Mulder,Babar Azam,1,0,1,9,135,7,7,1,4,-,0,,,2,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
11,Babar Azam,PWA Mulder,Fakhar Zaman,4,0,4,13,131,5,2,1,5,-,0,,,2,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
12,Babar Azam,PWA Mulder,Fakhar Zaman,0,0,0,13,131,5,3,1,6,-,0,,,2,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
13,Fakhar Zaman,BC Fortuin,Babar Azam,4,0,4,17,127,11,8,1,1,-,0,,,3,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
14,Fakhar Zaman,BC Fortuin,Babar Azam,1,0,1,18,126,12,9,1,2,-,0,,,3,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
15,Babar Azam,BC Fortuin,Fakhar Zaman,0,0,0,18,126,5,4,1,3,-,0,,,3,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
16,Babar Azam,BC Fortuin,Fakhar Zaman,0,0,0,18,126,5,5,1,4,-,0,,,3,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
17,Babar Azam,BC Fortuin,Fakhar Zaman,0,0,0,18,126,5,6,1,5,-,0,,,3,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
18,Babar Azam,BC Fortuin,Fakhar Zaman,1,0,1,19,125,6,7,1,6,-,0,,,3,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
19,Babar Azam,LB Williams,Fakhar Zaman,2,0,2,21,123,8,8,1,1,-,0,,,4,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
20,Babar Azam,LB Williams,Fakhar Zaman,1,0,1,22,122,9,9,1,2,-,0,,,4,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
21,Fakhar Zaman,LB Williams,Babar Azam,1,0,1,23,121,13,10,1,3,-,0,,,4,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
22,Babar Azam,LB Williams,Fakhar Zaman,1,0,1,24,120,10,10,1,4,-,0,,,4,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
23,Fakhar Zaman,LB Williams,Babar Azam,0,1,1,25,119,13,11,1,5,noballs,0,,,4,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
24,Fakhar Zaman,LB Williams,Babar Azam,0,1,1,26,118,13,12,1,6,wides,0,,,4,field,Pakistan,2,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,Pakistan,South Africa
