,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,Anamul Haque,KAJ Roach,Tamim Iqbal,0,0,0,22,175,12,4,0,5,1,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
11,Anamul Haque,KAJ Roach,Tamim Iqbal,4,0,4,26,171,16,5,0,6,1,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
12,Tamim Iqbal,AD Russell,Anamul Haque,0,0,0,26,171,10,8,0,1,2,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
13,Tamim Iqbal,AD Russell,Anamul Haque,4,0,4,30,167,14,9,0,2,2,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
14,Tamim Iqbal,AD Russell,Anamul Haque,4,0,4,34,163,18,10,0,3,2,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
15,Tamim Iqbal,AD Russell,Anamul Haque,4,0,4,38,159,22,11,0,4,2,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
16,Tamim Iqbal,AD Russell,Anamul Haque,1,0,1,39,158,23,12,0,5,2,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
17,Anamul Haque,AD Russell,Tamim Iqbal,4,0,4,43,154,20,6,0,6,2,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
18,Tamim Iqbal,MN Samuels,Anamul Haque,1,0,1,44,153,24,13,0,1,3,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
19,Anamul Haque,MN Samuels,Tamim Iqbal,0,0,0,44,153,20,7,0,2,3,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
20,Anamul Haque,MN Samuels,Tamim Iqbal,1,0,1,45,152,21,8,0,3,3,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
21,Tamim Iqbal,MN Samuels,Anamul Haque,1,0,1,46,151,25,14,0,4,3,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
22,Anamul Haque,MN Samuels,Tamim Iqbal,0,0,0,46,151,21,9,0,5,3,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
23,Anamul Haque,MN Samuels,Tamim Iqbal,1,0,1,47,150,22,10,0,6,3,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
24,Anamul Haque,KAJ Roach,Tamim Iqbal,0,0,0,47,150,22,11,0,1,4,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
25,Anamul Haque,KAJ Roach,Tamim Iqbal,0,0,0,47,150,22,12,1,2,4,caught,Anamul Haque,DJG Sammy,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
26,Tamim Iqbal,KAJ Roach,Mahmudullah,0,0,0,47,150,25,15,1,3,4,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
27,Tamim Iqbal,KAJ Roach,Mahmudullah,0,0,0,47,150,25,16,1,4,4,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
28,Tamim Iqbal,KAJ Roach,Mahmudullah,2,0,2,49,148,27,17,1,5,4,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
29,Tamim Iqbal,KAJ Roach,Mahmudullah,0,0,0,49,148,27,18,1,6,4,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
30,Mahmudullah,MN Samuels,Tamim Iqbal,1,0,1,50,147,1,1,1,1,5,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
31,Tamim Iqbal,MN Samuels,Mahmudullah,1,0,1,51,146,28,19,1,2,5,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
32,Mahmudullah,MN Samuels,Tamim Iqbal,6,0,6,57,140,7,2,1,3,5,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
33,Mahmudullah,MN Samuels,Tamim Iqbal,0,0,0,57,140,7,3,1,4,5,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
34,Mahmudullah,MN Samuels,Tamim Iqbal,0,0,0,57,140,7,4,1,5,5,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
35,Mahmudullah,MN Samuels,Tamim Iqbal,1,0,1,58,139,8,5,1,6,5,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
36,Mahmudullah,SP Narine,Tamim Iqbal,1,0,1,59,138,9,6,1,1,6,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
37,Tamim Iqbal,SP Narine,Mahmudullah,0,0,0,59,138,28,20,1,2,6,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
38,Tamim Iqbal,SP Narine,Mahmudullah,1,0,1,60,137,29,21,1,3,6,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
39,Mahmudullah,SP Narine,Tamim Iqbal,1,0,1,61,136,10,7,1,4,6,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
40,Tamim Iqbal,SP Narine,Mahmudullah,1,0,1,62,135,30,22,1,5,6,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
41,Mahmudullah,SP Narine,Tamim Iqbal,0,0,0,62,135,10,8,1,6,6,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
42,Tamim Iqbal,MN Samuels,Mahmudullah,4,0,4,66,131,34,23,1,1,7,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
43,Tamim Iqbal,MN Samuels,Mahmudullah,0,0,0,66,131,34,24,1,2,7,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
44,Tamim Iqbal,MN Samuels,Mahmudullah,0,0,0,66,131,34,25,1,3,7,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
45,Tamim Iqbal,MN Samuels,Mahmudullah,1,0,1,67,130,35,26,1,4,7,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
46,Mahmudullah,MN Samuels,Tamim Iqbal,1,0,1,68,129,11,9,1,5,7,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
47,Tamim Iqbal,MN Samuels,Mahmudullah,1,0,1,69,128,36,27,1,6,7,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
48,Tamim Iqbal,SP Narine,Mahmudullah,0,0,0,69,128,36,28,1,1,8,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
49,Tamim Iqbal,SP Narine,Mahmudullah,0,0,0,69,128,36,29,1,2,8,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
50,Tamim Iqbal,SP Narine,Mahmudullah,1,0,1,70,127,37,30,1,3,8,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
51,Mahmudullah,SP Narine,Tamim Iqbal,0,0,0,70,127,11,10,1,4,8,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
52,Mahmudullah,SP Narine,Tamim Iqbal,1,0,1,71,126,12,11,1,5,8,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
53,Tamim Iqbal,SP Narine,Mahmudullah,0,1,1,72,125,37,31,1,6,8,0,,,wides,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
54,Tamim Iqbal,SP Narine,Mahmudullah,1,0,1,73,124,38,32,1,7,8,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
55,Tamim Iqbal,DJG Sammy,Mahmudullah,1,0,1,74,123,39,33,1,1,9,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
56,Mahmudullah,DJG Sammy,Tamim Iqbal,6,0,6,80,117,18,12,1,2,9,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
57,Mahmudullah,DJG Sammy,Tamim Iqbal,0,1,1,81,116,18,13,1,3,9,0,,,legbyes,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
58,Tamim Iqbal,DJG Sammy,Mahmudullah,4,0,4,85,112,43,34,1,4,9,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
59,Tamim Iqbal,DJG Sammy,Mahmudullah,1,0,1,86,111,44,35,1,5,9,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
60,Mahmudullah,DJG Sammy,Tamim Iqbal,1,0,1,87,110,19,14,1,6,9,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
61,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,88,109,20,15,1,1,10,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
62,Tamim Iqbal,CH Gayle,Mahmudullah,2,0,2,90,107,46,36,1,2,10,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
63,Tamim Iqbal,CH Gayle,Mahmudullah,0,0,0,90,107,46,37,1,3,10,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
64,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,91,106,47,38,1,4,10,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
65,Mahmudullah,CH Gayle,Tamim Iqbal,0,0,0,91,106,20,16,1,5,10,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
66,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,92,105,21,17,1,6,10,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
67,Mahmudullah,DR Smith,Tamim Iqbal,1,0,1,93,104,22,18,1,1,11,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
68,Tamim Iqbal,DR Smith,Mahmudullah,1,0,1,94,103,48,39,1,2,11,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
69,Mahmudullah,DR Smith,Tamim Iqbal,0,0,0,94,103,22,19,1,3,11,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
70,Mahmudullah,DR Smith,Tamim Iqbal,4,0,4,98,99,26,20,1,4,11,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
71,Mahmudullah,DR Smith,Tamim Iqbal,1,0,1,99,98,27,21,1,5,11,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
72,Tamim Iqbal,DR Smith,Mahmudullah,1,0,1,100,97,49,40,1,6,11,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
73,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,101,96,50,41,1,1,12,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
74,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,102,95,28,22,1,2,12,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
75,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,103,94,51,42,1,3,12,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
76,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,104,93,29,23,1,4,12,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
77,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,105,92,52,43,1,5,12,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
78,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,106,91,30,24,1,6,12,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
79,Mahmudullah,DR Smith,Tamim Iqbal,1,0,1,107,90,31,25,1,1,13,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
80,Tamim Iqbal,DR Smith,Mahmudullah,1,0,1,108,89,53,44,1,2,13,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
81,Mahmudullah,DR Smith,Tamim Iqbal,4,0,4,112,85,35,26,1,3,13,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
82,Mahmudullah,DR Smith,Tamim Iqbal,1,0,1,113,84,36,27,1,4,13,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
83,Tamim Iqbal,DR Smith,Mahmudullah,1,0,1,114,83,54,45,1,5,13,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
84,Mahmudullah,DR Smith,Tamim Iqbal,0,0,0,114,83,36,28,1,6,13,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
85,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,115,82,55,46,1,1,14,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
86,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,116,81,37,29,1,2,14,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
87,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,117,80,56,47,1,3,14,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
88,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,118,79,38,30,1,4,14,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
89,Tamim Iqbal,CH Gayle,Mahmudullah,0,1,1,119,78,56,48,1,5,14,0,,,byes,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
90,Mahmudullah,CH Gayle,Tamim Iqbal,0,1,1,120,77,38,31,1,6,14,0,,,legbyes,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
91,Mahmudullah,SP Narine,Tamim Iqbal,1,0,1,121,76,39,32,1,1,15,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
92,Tamim Iqbal,SP Narine,Mahmudullah,6,0,6,127,70,62,49,1,2,15,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
93,Tamim Iqbal,SP Narine,Mahmudullah,6,0,6,133,64,68,50,1,3,15,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
94,Tamim Iqbal,SP Narine,Mahmudullah,4,0,4,137,60,72,51,1,4,15,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
95,Tamim Iqbal,SP Narine,Mahmudullah,1,0,1,138,59,73,52,1,5,15,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
96,Mahmudullah,SP Narine,Tamim Iqbal,1,0,1,139,58,40,33,1,6,15,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
97,Mahmudullah,CH Gayle,Tamim Iqbal,0,0,0,139,58,40,34,1,1,16,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
98,Mahmudullah,CH Gayle,Tamim Iqbal,0,0,0,139,58,40,35,1,2,16,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
99,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,140,57,41,36,1,3,16,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
100,Tamim Iqbal,CH Gayle,Mahmudullah,0,0,0,140,57,73,53,1,4,16,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
101,Tamim Iqbal,CH Gayle,Mahmudullah,1,0,1,141,56,74,54,1,5,16,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
102,Mahmudullah,CH Gayle,Tamim Iqbal,1,0,1,142,55,42,37,1,6,16,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
103,Mahmudullah,KAJ Roach,Tamim Iqbal,0,1,1,143,54,42,38,1,1,17,0,,,noballs,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
104,Mahmudullah,KAJ Roach,Tamim Iqbal,1,0,1,144,53,43,39,1,2,17,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
105,Tamim Iqbal,KAJ Roach,Mahmudullah,0,0,0,144,53,74,55,1,3,17,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
106,Tamim Iqbal,KAJ Roach,Mahmudullah,2,0,2,146,51,76,56,1,4,17,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
107,Tamim Iqbal,KAJ Roach,Mahmudullah,1,0,1,147,50,77,57,1,5,17,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
108,Mahmudullah,KAJ Roach,Tamim Iqbal,1,0,1,148,49,44,40,1,6,17,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
109,Tamim Iqbal,KAJ Roach,Mahmudullah,1,0,1,149,48,78,58,1,7,17,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
110,Tamim Iqbal,MN Samuels,Mahmudullah,4,0,4,153,44,82,59,1,1,18,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
111,Tamim Iqbal,MN Samuels,Mahmudullah,4,0,4,157,40,86,60,1,2,18,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
112,Tamim Iqbal,MN Samuels,Mahmudullah,1,0,1,158,39,87,61,1,3,18,0,,,-,bat,West Indies,2,Shere Bangla National Stadium,2012,12,Bangladesh_West Indies_2012-12-10,West Indies,Bangladesh,West Indies,False,179
