,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,HM Amla,SW Tait,HH Gibbs,2,0,2,2,180,2,1,0,1,1,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
1,HM Amla,SW Tait,HH Gibbs,0,0,0,2,180,2,2,0,2,1,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
2,HM Amla,SW Tait,HH Gibbs,0,0,0,2,180,2,3,0,3,1,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
3,HM Amla,SW Tait,HH Gibbs,0,0,0,2,180,2,4,0,4,1,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
4,HM Amla,SW Tait,HH Gibbs,2,0,2,4,178,4,5,0,5,1,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
5,HM Amla,SW Tait,HH Gibbs,0,0,0,4,178,4,6,0,6,1,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
6,HH Gibbs,NW Bracken,HM Amla,0,1,1,5,177,0,1,0,1,2,wides,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
7,HH Gibbs,NW Bracken,HM Amla,0,0,0,5,177,0,2,0,2,2,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
8,HH Gibbs,NW Bracken,HM Amla,0,0,0,5,177,0,3,0,3,2,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
9,HH Gibbs,NW Bracken,HM Amla,0,0,0,5,177,0,4,0,4,2,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
10,HH Gibbs,NW Bracken,HM Amla,1,0,1,6,176,1,5,0,5,2,-,0,,,bat,South Africa,1,"Brisbane Cricket Ground, Woolloongabba",2009,01,Australia_South Africa_2009-01-13,Australia,South Africa,Australia,157
