,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,W Madhevere,Taskin Ahmed,CR Ervine,0,0,0,0,150,0,1,0,1,-,0,,,1,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
1,W Madhevere,Taskin Ahmed,CR Ervine,4,0,4,4,146,4,2,0,2,-,0,,,1,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
2,W Madhevere,Taskin Ahmed,CR Ervine,0,0,0,4,146,4,3,1,3,-,caught,W Madhevere,Mustafizur Rahman,1,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
3,M Shumba,Taskin Ahmed,CR Ervine,0,0,0,4,146,0,1,1,4,-,0,,,1,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
4,M Shumba,Taskin Ahmed,CR Ervine,0,0,0,4,146,0,2,1,5,-,0,,,1,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
5,M Shumba,Taskin Ahmed,CR Ervine,0,1,1,5,145,0,3,1,6,legbyes,0,,,1,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
6,M Shumba,Hasan Mahmud,CR Ervine,0,0,0,5,145,0,4,1,1,-,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
7,M Shumba,Hasan Mahmud,CR Ervine,1,0,1,6,144,1,5,1,2,-,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
8,CR Ervine,Hasan Mahmud,M Shumba,0,1,1,7,143,0,1,1,3,wides,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
9,CR Ervine,Hasan Mahmud,M Shumba,4,0,4,11,139,4,2,1,4,-,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
10,CR Ervine,Hasan Mahmud,M Shumba,0,0,0,11,139,4,3,1,5,-,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
11,CR Ervine,Hasan Mahmud,M Shumba,0,1,1,12,138,4,4,1,6,wides,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
12,CR Ervine,Hasan Mahmud,M Shumba,0,0,0,12,138,4,5,1,7,-,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
13,CR Ervine,Hasan Mahmud,M Shumba,0,0,0,12,138,4,6,1,8,-,0,,,2,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
14,M Shumba,Taskin Ahmed,CR Ervine,1,0,1,13,137,2,6,1,1,-,0,,,3,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
15,CR Ervine,Taskin Ahmed,M Shumba,0,0,0,13,137,4,7,1,2,-,0,,,3,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
16,CR Ervine,Taskin Ahmed,M Shumba,4,0,4,17,133,8,8,1,3,-,0,,,3,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
17,CR Ervine,Taskin Ahmed,M Shumba,0,0,0,17,133,8,9,2,4,-,caught,CR Ervine,Nurul Hasan,3,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
18,SC Williams,Taskin Ahmed,M Shumba,0,0,0,17,133,0,1,2,5,-,0,,,3,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
19,SC Williams,Taskin Ahmed,M Shumba,0,0,0,17,133,0,2,2,6,-,0,,,3,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
20,M Shumba,Hasan Mahmud,SC Williams,0,0,0,17,133,2,7,2,1,-,0,,,4,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
21,M Shumba,Hasan Mahmud,SC Williams,0,1,1,18,132,2,8,2,2,legbyes,0,,,4,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
22,SC Williams,Hasan Mahmud,M Shumba,0,0,0,18,132,0,3,2,3,-,0,,,4,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
23,SC Williams,Hasan Mahmud,M Shumba,1,0,1,19,131,1,4,2,4,-,0,,,4,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
24,M Shumba,Hasan Mahmud,SC Williams,4,0,4,23,127,6,9,2,5,-,0,,,4,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
25,M Shumba,Hasan Mahmud,SC Williams,1,0,1,24,126,7,10,2,6,-,0,,,4,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
26,M Shumba,Mosaddek Hossain,SC Williams,0,0,0,24,126,7,11,2,1,-,0,,,5,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
27,M Shumba,Mosaddek Hossain,SC Williams,0,0,0,24,126,7,12,2,2,-,0,,,5,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
28,M Shumba,Mosaddek Hossain,SC Williams,1,0,1,25,125,8,13,2,3,-,0,,,5,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
29,SC Williams,Mosaddek Hossain,M Shumba,2,0,2,27,123,3,5,2,4,-,0,,,5,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
30,SC Williams,Mosaddek Hossain,M Shumba,4,0,4,31,119,7,6,2,5,-,0,,,5,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
31,SC Williams,Mosaddek Hossain,M Shumba,4,0,4,35,115,11,7,2,6,-,0,,,5,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
32,M Shumba,Mustafizur Rahman,SC Williams,0,0,0,35,115,8,14,2,1,-,0,,,6,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
33,M Shumba,Mustafizur Rahman,SC Williams,0,0,0,35,115,8,15,3,2,-,caught,M Shumba,Shakib Al Hasan,6,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
34,Sikandar Raza,Mustafizur Rahman,SC Williams,0,0,0,35,115,0,1,3,3,-,0,,,6,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
35,Sikandar Raza,Mustafizur Rahman,SC Williams,0,0,0,35,115,0,2,3,4,-,0,,,6,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
36,Sikandar Raza,Mustafizur Rahman,SC Williams,0,0,0,35,115,0,3,4,5,-,caught,Sikandar Raza,Afif Hossain,6,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
37,RW Chakabva,Mustafizur Rahman,SC Williams,1,0,1,36,114,1,1,4,6,-,0,,,6,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
38,RW Chakabva,Shakib Al Hasan,SC Williams,0,0,0,36,114,1,2,4,1,-,0,,,7,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
39,RW Chakabva,Shakib Al Hasan,SC Williams,1,0,1,37,113,2,3,4,2,-,0,,,7,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
40,SC Williams,Shakib Al Hasan,RW Chakabva,2,0,2,39,111,13,8,4,3,-,0,,,7,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
41,SC Williams,Shakib Al Hasan,RW Chakabva,1,0,1,40,110,14,9,4,4,-,0,,,7,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
42,RW Chakabva,Shakib Al Hasan,SC Williams,1,0,1,41,109,3,4,4,5,-,0,,,7,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
43,SC Williams,Shakib Al Hasan,RW Chakabva,1,0,1,42,108,15,10,4,6,-,0,,,7,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
44,SC Williams,Mustafizur Rahman,RW Chakabva,0,0,0,42,108,15,11,4,1,-,0,,,8,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
45,SC Williams,Mustafizur Rahman,RW Chakabva,1,0,1,43,107,16,12,4,2,-,0,,,8,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
46,RW Chakabva,Mustafizur Rahman,SC Williams,0,0,0,43,107,3,5,4,3,-,0,,,8,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
47,RW Chakabva,Mustafizur Rahman,SC Williams,2,0,2,45,105,5,6,4,4,-,0,,,8,bat,Bangladesh,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Bangladesh_Zimbabwe_2022-10-30,Bangladesh,Zimbabwe,Bangladesh,147
