,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
22,JJ Roy,JO Holder,JM Vince,,0,0,0,15,,11,17,1,-,5.0,3,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
23,JJ Roy,JO Holder,JM Vince,,0,0,0,15,,11,18,1,-,6.0,3,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
24,JM Vince,SS Cottrell,JJ Roy,,4,0,4,19,,4,3,1,-,1.0,4,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Fast
25,JM Vince,SS Cottrell,JJ Roy,,1,0,1,20,,5,4,1,-,2.0,4,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Fast
26,JJ Roy,SS Cottrell,JM Vince,,0,0,0,20,,11,19,1,-,3.0,4,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Fast
27,JJ Roy,SS Cottrell,JM Vince,,4,0,4,24,,15,20,1,-,4.0,4,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Fast
28,JJ Roy,SS Cottrell,JM Vince,,2,0,2,26,,17,21,1,-,5.0,4,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Fast
29,JJ Roy,SS Cottrell,JM Vince,,6,0,6,32,,23,22,1,-,6.0,4,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Fast
30,JM Vince,R Shepherd,JJ Roy,,1,0,1,33,,6,5,1,-,1.0,5,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
31,JJ Roy,R Shepherd,JM Vince,,4,0,4,37,,27,23,1,-,2.0,5,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
32,JJ Roy,R Shepherd,JM Vince,,0,0,0,37,,27,24,1,-,3.0,5,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
33,JJ Roy,R Shepherd,JM Vince,,1,0,1,38,,28,25,1,-,4.0,5,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
34,JM Vince,R Shepherd,JJ Roy,,1,0,1,39,,7,6,1,-,5.0,5,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
35,JJ Roy,R Shepherd,JM Vince,,6,0,6,45,,34,26,1,-,6.0,5,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
36,JM Vince,DC Drakes,JJ Roy,,1,0,1,46,,8,7,1,-,1.0,6,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
37,JJ Roy,DC Drakes,JM Vince,,4,0,4,50,,38,27,1,-,2.0,6,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
38,JJ Roy,DC Drakes,JM Vince,,1,0,1,51,,39,28,1,-,3.0,6,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
39,JM Vince,DC Drakes,JJ Roy,,0,0,0,51,,8,8,1,-,4.0,6,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
40,JM Vince,DC Drakes,JJ Roy,,6,0,6,57,,14,9,1,-,5.0,6,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
41,JM Vince,DC Drakes,JJ Roy,,0,0,0,57,,14,10,1,-,6.0,6,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
42,JJ Roy,AJ Hosein,JM Vince,,0,0,0,57,,39,29,1,-,1.0,7,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Orthodox
43,JJ Roy,AJ Hosein,JM Vince,,1,0,1,58,,40,30,1,-,2.0,7,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Orthodox
44,JM Vince,AJ Hosein,JJ Roy,,2,0,2,60,,16,11,1,-,3.0,7,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Orthodox
45,JM Vince,AJ Hosein,JJ Roy,,1,0,1,61,,17,12,1,-,4.0,7,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Orthodox
46,JJ Roy,AJ Hosein,JM Vince,,0,0,0,61,,40,31,1,-,5.0,7,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Orthodox
47,JJ Roy,AJ Hosein,JM Vince,,4,0,4,65,,44,32,1,-,6.0,7,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Orthodox
48,JM Vince,DC Drakes,JJ Roy,,6,0,6,71,,23,13,1,-,1.0,8,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
49,JM Vince,DC Drakes,JJ Roy,,0,0,0,71,,23,14,1,-,2.0,8,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
50,JM Vince,DC Drakes,JJ Roy,,1,0,1,72,,24,15,1,-,3.0,8,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
51,JJ Roy,DC Drakes,JM Vince,,0,1,1,73,,44,33,1,legbyes,4.0,8,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
52,JM Vince,DC Drakes,JJ Roy,,1,0,1,74,,25,16,1,-,5.0,8,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
53,JJ Roy,DC Drakes,JM Vince,,6,0,6,80,,50,34,1,-,6.0,8,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Left arm Medium
54,JM Vince,KA Pollard,JJ Roy,,1,0,1,81,,26,17,1,-,1.0,9,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
55,JJ Roy,KA Pollard,JM Vince,,0,0,0,81,,50,35,1,-,2.0,9,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
56,JJ Roy,KA Pollard,JM Vince,,0,0,0,81,,50,36,1,-,3.0,9,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
57,JJ Roy,KA Pollard,JM Vince,,0,1,1,82,,50,37,1,legbyes,4.0,9,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
58,JM Vince,KA Pollard,JJ Roy,,1,0,1,83,,27,18,1,-,5.0,9,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
59,JJ Roy,KA Pollard,JM Vince,,1,0,1,84,,51,38,1,-,6.0,9,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
60,JJ Roy,R Shepherd,JM Vince,,0,1,1,85,,51,38,1,wides,0.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
61,JJ Roy,R Shepherd,JM Vince,,0,1,1,86,,51,38,1,wides,0.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
62,JJ Roy,R Shepherd,JM Vince,,1,0,1,87,,52,39,1,-,1.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
63,JM Vince,R Shepherd,JJ Roy,,4,0,4,91,,31,19,1,-,2.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
64,JM Vince,R Shepherd,JJ Roy,,0,0,0,91,,31,20,1,-,3.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
65,JM Vince,R Shepherd,JJ Roy,,0,0,0,91,,31,21,1,-,4.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
66,JM Vince,R Shepherd,JJ Roy,,0,0,0,91,,31,22,1,-,5.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
67,JM Vince,R Shepherd,JJ Roy,,2,0,2,93,,33,23,1,-,6.0,10,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Fast
68,JJ Roy,KA Pollard,JM Vince,,0,0,0,93,,52,40,1,-,1.0,11,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
69,JJ Roy,KA Pollard,JM Vince,,0,0,0,93,,52,41,1,-,2.0,11,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
70,JJ Roy,KA Pollard,JM Vince,,0,0,0,93,,52,42,2,-,3.0,11,caught,JJ Roy,N Pooran,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Right hand Bat,Right arm Medium
71,MM Ali,KA Pollard,JM Vince,,1,0,1,94,,1,1,2,-,4.0,11,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
72,JM Vince,KA Pollard,MM Ali,,1,0,1,95,,34,24,2,-,5.0,11,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
73,MM Ali,KA Pollard,JM Vince,,1,0,1,96,,2,2,2,-,6.0,11,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
74,MM Ali,AJ Hosein,JM Vince,,1,0,1,97,,3,3,2,-,1.0,12,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Left arm Orthodox
75,JM Vince,AJ Hosein,MM Ali,,0,0,0,97,,34,25,2,-,2.0,12,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
76,JM Vince,AJ Hosein,MM Ali,,0,0,0,97,,34,26,3,-,3.0,12,caught,JM Vince,KR Mayers,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
77,LS Livingstone,AJ Hosein,MM Ali,,1,0,1,98,,1,1,3,-,4.0,12,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
78,MM Ali,AJ Hosein,LS Livingstone,,0,1,1,99,,3,3,3,wides,4.0,12,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Left arm Orthodox
79,MM Ali,AJ Hosein,LS Livingstone,,4,0,4,103,,7,4,3,-,5.0,12,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Left arm Orthodox
80,MM Ali,AJ Hosein,LS Livingstone,,0,0,0,103,,7,5,3,-,6.0,12,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Left arm Orthodox
81,LS Livingstone,KA Pollard,MM Ali,,1,0,1,104,,2,2,3,-,1.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
82,MM Ali,KA Pollard,LS Livingstone,,1,0,1,105,,8,6,3,-,2.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
83,LS Livingstone,KA Pollard,MM Ali,,1,0,1,106,,3,3,3,-,3.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
84,MM Ali,KA Pollard,LS Livingstone,,0,1,1,107,,8,6,3,wides,3.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
85,MM Ali,KA Pollard,LS Livingstone,,0,0,0,107,,8,7,3,-,4.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
86,MM Ali,KA Pollard,LS Livingstone,,1,0,1,108,,9,8,3,-,5.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
87,LS Livingstone,KA Pollard,MM Ali,,1,0,1,109,,4,4,3,-,6.0,13,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
88,LS Livingstone,AJ Hosein,MM Ali,,0,0,0,109,,4,5,3,-,1.0,14,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
89,LS Livingstone,AJ Hosein,MM Ali,,0,0,0,109,,4,6,3,-,2.0,14,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
90,LS Livingstone,AJ Hosein,MM Ali,,1,0,1,110,,5,7,3,-,3.0,14,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
91,MM Ali,AJ Hosein,LS Livingstone,,1,0,1,111,,10,9,3,-,4.0,14,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Left arm Orthodox
92,LS Livingstone,AJ Hosein,MM Ali,,0,1,1,112,,5,8,3,byes,5.0,14,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Left arm Orthodox
93,MM Ali,AJ Hosein,LS Livingstone,,6,0,6,118,,16,10,3,-,6.0,14,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Left arm Orthodox
94,LS Livingstone,KA Pollard,MM Ali,,0,0,0,118,,5,9,3,-,1.0,15,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
95,LS Livingstone,KA Pollard,MM Ali,,6,0,6,124,,11,10,3,-,2.0,15,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
96,LS Livingstone,KA Pollard,MM Ali,,2,0,2,126,,13,11,3,-,3.0,15,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
97,LS Livingstone,KA Pollard,MM Ali,,1,0,1,127,,14,12,3,-,4.0,15,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Right hand Bat,Left hand Bat,Right arm Medium
98,MM Ali,KA Pollard,LS Livingstone,,2,0,2,129,,18,11,3,-,5.0,15,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2022,01,England_West Indies_2022-01-29,England,England,West Indies,True,193,Left hand Bat,Right hand Bat,Right arm Medium
