,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
72,GD Phillips,LS Livingstone,MJ Santner,0,0,0,80,147,22,20,5,6,12,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
73,MJ Santner,SM Curran,GD Phillips,1,0,1,81,146,6,3,5,1,13,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
74,GD Phillips,SM Curran,MJ Santner,4,0,4,85,142,26,21,5,2,13,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
75,GD Phillips,SM Curran,MJ Santner,1,0,1,86,141,27,22,5,3,13,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
76,MJ Santner,SM Curran,GD Phillips,1,0,1,87,140,7,4,5,4,13,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
77,GD Phillips,SM Curran,MJ Santner,2,0,2,89,138,29,23,5,5,13,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
78,GD Phillips,SM Curran,MJ Santner,0,0,0,89,138,29,24,5,6,13,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
79,MJ Santner,LS Livingstone,GD Phillips,0,0,0,89,138,7,5,5,1,14,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
80,MJ Santner,LS Livingstone,GD Phillips,1,0,1,90,137,8,6,5,2,14,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
81,GD Phillips,LS Livingstone,MJ Santner,2,0,2,92,135,31,25,5,3,14,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
82,GD Phillips,LS Livingstone,MJ Santner,0,0,0,92,135,31,26,5,4,14,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
83,GD Phillips,LS Livingstone,MJ Santner,0,0,0,92,135,31,27,5,5,14,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
84,GD Phillips,LS Livingstone,MJ Santner,1,0,1,93,134,32,28,5,6,14,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
85,GD Phillips,AU Rashid,MJ Santner,0,0,0,93,134,32,29,5,1,15,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
86,GD Phillips,AU Rashid,MJ Santner,2,0,2,95,132,34,30,5,2,15,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
87,GD Phillips,AU Rashid,MJ Santner,1,0,1,96,131,35,31,5,3,15,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
88,MJ Santner,AU Rashid,GD Phillips,0,0,0,96,131,8,7,6,4,15,-,caught,MJ Santner,L Wood,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
89,AF Milne,AU Rashid,GD Phillips,0,0,0,96,131,0,1,6,5,15,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
90,AF Milne,AU Rashid,GD Phillips,0,0,0,96,131,0,2,6,6,15,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
91,GD Phillips,LS Livingstone,AF Milne,1,0,1,97,130,36,32,6,1,16,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
92,AF Milne,LS Livingstone,GD Phillips,1,0,1,98,129,1,3,6,2,16,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
93,GD Phillips,LS Livingstone,AF Milne,0,0,0,98,129,36,33,6,3,16,-,0,,,"{'by': 'England', 'umpire': 'MJ Saggers', 'batter': 'GD Phillips', 'decision': 'struck down', 'type': 'wicket'}",field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
94,GD Phillips,LS Livingstone,AF Milne,0,0,0,98,129,36,34,6,4,16,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
95,GD Phillips,LS Livingstone,AF Milne,1,0,1,99,128,37,35,6,5,16,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
96,AF Milne,LS Livingstone,GD Phillips,0,0,0,99,128,1,4,6,6,16,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
97,GD Phillips,L Wood,AF Milne,0,0,0,99,128,37,36,6,1,17,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
98,GD Phillips,L Wood,AF Milne,4,0,4,103,124,41,37,6,2,17,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
99,GD Phillips,L Wood,AF Milne,0,0,0,103,124,41,38,7,3,17,-,caught,GD Phillips,SM Curran,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
100,IS Sodhi,L Wood,AF Milne,0,0,0,103,124,0,1,7,4,17,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
101,IS Sodhi,L Wood,AF Milne,4,0,4,107,120,4,2,7,5,17,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
102,IS Sodhi,L Wood,AF Milne,0,0,0,107,120,4,3,7,6,17,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
103,AF Milne,LS Livingstone,IS Sodhi,1,0,1,108,119,2,5,7,1,18,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
104,IS Sodhi,LS Livingstone,AF Milne,1,0,1,109,118,5,4,7,2,18,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
105,AF Milne,LS Livingstone,IS Sodhi,1,0,1,110,117,3,6,7,3,18,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
106,IS Sodhi,LS Livingstone,AF Milne,2,0,2,112,115,7,5,7,4,18,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
107,IS Sodhi,LS Livingstone,AF Milne,1,0,1,113,114,8,6,7,5,18,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
108,AF Milne,LS Livingstone,IS Sodhi,6,0,6,119,108,9,7,7,6,18,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
109,IS Sodhi,SM Curran,AF Milne,6,0,6,125,102,14,7,7,1,19,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
110,IS Sodhi,SM Curran,AF Milne,0,1,1,126,101,14,8,7,2,19,legbyes,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
111,AF Milne,SM Curran,IS Sodhi,1,0,1,127,100,10,8,7,3,19,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
112,IS Sodhi,SM Curran,AF Milne,0,0,0,127,100,14,9,7,4,19,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
113,IS Sodhi,SM Curran,AF Milne,0,0,0,127,100,14,10,7,5,19,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
114,IS Sodhi,SM Curran,AF Milne,2,0,2,129,98,16,11,7,6,19,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
115,AF Milne,BA Carse,IS Sodhi,0,0,0,129,98,10,9,8,1,20,-,bowled,AF Milne,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
116,TG Southee,BA Carse,IS Sodhi,0,1,1,130,97,0,1,8,2,20,wides,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
117,TG Southee,BA Carse,IS Sodhi,4,0,4,134,93,4,2,8,3,20,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
118,TG Southee,BA Carse,IS Sodhi,2,0,2,136,91,6,3,8,4,20,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
119,TG Southee,BA Carse,IS Sodhi,1,0,1,137,90,7,4,8,5,20,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
120,IS Sodhi,BA Carse,TG Southee,0,0,0,137,90,16,12,9,6,20,-,caught,IS Sodhi,SM Curran,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
121,LH Ferguson,BA Carse,TG Southee,2,0,2,139,88,2,1,9,7,20,-,0,,,,field,England,1,"Riverside Ground, Chester-le-Street",2023,08,New Zealand_England_2023-08-30,England,New Zealand,England,139
