,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Rahmanullah Gurbaz,Naseem Shah,Usman Ghani,0,0,0,0,130,0,1,0,-,1.0,0,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
1,Rahmanullah Gurbaz,Naseem Shah,Usman Ghani,2,0,2,2,128,2,2,0,-,2.0,0,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
2,Rahmanullah Gurbaz,Naseem Shah,Usman Ghani,6,0,6,8,122,8,3,0,-,3.0,0,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
3,Rahmanullah Gurbaz,Naseem Shah,Usman Ghani,0,0,0,8,122,8,4,0,-,4.0,0,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
4,Rahmanullah Gurbaz,Naseem Shah,Usman Ghani,0,0,0,8,122,8,5,0,-,5.0,0,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
5,Rahmanullah Gurbaz,Naseem Shah,Usman Ghani,4,0,4,12,118,12,6,0,-,6.0,0,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
6,Usman Ghani,Zaman Khan,Rahmanullah Gurbaz,1,0,1,13,117,1,1,0,-,1.0,1,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
7,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,0,0,0,13,117,12,7,0,-,2.0,1,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
8,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,4,0,4,17,113,16,8,0,-,3.0,1,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
9,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,0,0,0,17,113,16,9,0,-,4.0,1,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
10,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,0,0,0,17,113,16,10,0,-,5.0,1,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
11,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,1,0,1,18,112,17,11,0,-,6.0,1,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
12,Rahmanullah Gurbaz,Ihsanullah,Usman Ghani,1,0,1,19,111,18,12,0,-,1.0,2,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
13,Usman Ghani,Ihsanullah,Rahmanullah Gurbaz,4,0,4,23,107,5,2,0,-,2.0,2,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
14,Usman Ghani,Ihsanullah,Rahmanullah Gurbaz,1,0,1,24,106,6,3,0,-,3.0,2,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
15,Rahmanullah Gurbaz,Ihsanullah,Usman Ghani,1,0,1,25,105,19,13,0,-,4.0,2,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
16,Usman Ghani,Ihsanullah,Rahmanullah Gurbaz,0,0,0,25,105,6,4,0,-,5.0,2,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
17,Usman Ghani,Ihsanullah,Rahmanullah Gurbaz,0,1,1,26,104,6,5,0,legbyes,6.0,2,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
18,Usman Ghani,Zaman Khan,Rahmanullah Gurbaz,1,0,1,27,103,7,6,0,-,1.0,3,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
19,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,1,0,1,28,102,20,14,0,-,2.0,3,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
20,Usman Ghani,Zaman Khan,Rahmanullah Gurbaz,0,0,0,28,102,7,7,0,-,3.0,3,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
21,Usman Ghani,Zaman Khan,Rahmanullah Gurbaz,0,1,1,29,101,7,8,0,legbyes,4.0,3,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
22,Rahmanullah Gurbaz,Zaman Khan,Usman Ghani,1,0,1,30,100,21,15,0,-,5.0,3,0,,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
23,Usman Ghani,Zaman Khan,Rahmanullah Gurbaz,0,0,0,30,100,7,9,1,-,6.0,3,bowled,Usman Ghani,,,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-26,Afghanistan,Afghanistan,Pakistan,True,133
