,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
29,Imam-ul-Haq,JC Archer,Babar Azam,0,0,0,31,129,7,10,2,5,-,5,caught,Imam-ul-Haq,BT Foakes,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
30,Haris Sohail,JC Archer,Babar Azam,0,0,0,31,129,0,1,2,6,-,5,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
31,Babar Azam,CJ Jordan,Haris Sohail,0,1,1,32,128,16,15,2,1,legbyes,6,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
32,Haris Sohail,CJ Jordan,Babar Azam,4,0,4,36,124,4,2,2,2,-,6,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
33,Haris Sohail,CJ Jordan,Babar Azam,0,0,0,36,124,4,3,2,3,-,6,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
34,Haris Sohail,CJ Jordan,Babar Azam,0,0,0,36,124,4,4,2,4,-,6,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
35,Haris Sohail,CJ Jordan,Babar Azam,0,0,0,36,124,4,5,2,5,-,6,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
36,Haris Sohail,CJ Jordan,Babar Azam,2,0,2,38,122,6,6,2,6,-,6,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
37,Babar Azam,AU Rashid,Haris Sohail,0,0,0,38,122,16,16,2,1,-,7,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
38,Babar Azam,AU Rashid,Haris Sohail,1,0,1,39,121,17,17,2,2,-,7,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
39,Haris Sohail,AU Rashid,Babar Azam,1,0,1,40,120,7,7,2,3,-,7,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
40,Babar Azam,AU Rashid,Haris Sohail,0,0,0,40,120,17,18,2,4,-,7,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
41,Babar Azam,AU Rashid,Haris Sohail,1,0,1,41,119,18,19,2,5,-,7,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
42,Haris Sohail,AU Rashid,Babar Azam,1,0,1,42,118,8,8,2,6,-,7,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
43,Haris Sohail,CJ Jordan,Babar Azam,0,0,0,42,118,8,9,2,1,-,8,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
44,Haris Sohail,CJ Jordan,Babar Azam,6,0,6,48,112,14,10,2,2,-,8,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
45,Haris Sohail,CJ Jordan,Babar Azam,0,0,0,48,112,14,11,2,3,-,8,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
46,Haris Sohail,CJ Jordan,Babar Azam,4,0,4,52,108,18,12,2,4,-,8,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
47,Haris Sohail,CJ Jordan,Babar Azam,1,0,1,53,107,19,13,2,5,-,8,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
48,Babar Azam,CJ Jordan,Haris Sohail,4,0,4,57,103,22,20,2,6,-,8,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
49,Haris Sohail,AU Rashid,Babar Azam,1,0,1,58,102,20,14,2,1,-,9,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
50,Babar Azam,AU Rashid,Haris Sohail,6,0,6,64,96,28,21,2,2,-,9,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
51,Babar Azam,AU Rashid,Haris Sohail,1,0,1,65,95,29,22,2,3,-,9,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
52,Haris Sohail,AU Rashid,Babar Azam,1,0,1,66,94,21,15,2,4,-,9,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
53,Babar Azam,AU Rashid,Haris Sohail,1,0,1,67,93,30,23,2,5,-,9,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
54,Haris Sohail,AU Rashid,Babar Azam,1,0,1,68,92,22,16,2,6,-,9,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
55,Haris Sohail,JC Archer,Babar Azam,2,0,2,70,90,24,17,2,1,-,10,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
56,Haris Sohail,JC Archer,Babar Azam,4,0,4,74,86,28,18,2,2,-,10,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
57,Haris Sohail,JC Archer,Babar Azam,0,0,0,74,86,28,19,2,3,-,10,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
58,Haris Sohail,JC Archer,Babar Azam,2,0,2,76,84,30,20,2,4,-,10,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
59,Haris Sohail,JC Archer,Babar Azam,4,0,4,80,80,34,21,2,5,-,10,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
60,Haris Sohail,JC Archer,Babar Azam,1,0,1,81,79,35,22,2,6,-,10,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
61,Haris Sohail,AU Rashid,Babar Azam,1,0,1,82,78,36,23,2,1,-,11,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
62,Babar Azam,AU Rashid,Haris Sohail,0,0,0,82,78,30,24,2,2,-,11,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
63,Babar Azam,AU Rashid,Haris Sohail,0,1,1,83,77,30,25,2,3,legbyes,11,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
64,Haris Sohail,AU Rashid,Babar Azam,1,0,1,84,76,37,24,2,4,-,11,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
65,Babar Azam,AU Rashid,Haris Sohail,4,0,4,88,72,34,26,2,5,-,11,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
66,Babar Azam,AU Rashid,Haris Sohail,2,0,2,90,70,36,27,2,6,-,11,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
67,Haris Sohail,TK Curran,Babar Azam,2,0,2,92,68,39,25,2,1,-,12,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
68,Haris Sohail,TK Curran,Babar Azam,1,0,1,93,67,40,26,2,2,-,12,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
69,Babar Azam,TK Curran,Haris Sohail,0,0,0,93,67,36,28,2,3,-,12,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
70,Babar Azam,TK Curran,Haris Sohail,1,0,1,94,66,37,29,2,4,-,12,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
71,Haris Sohail,TK Curran,Babar Azam,2,0,2,96,64,42,27,2,5,-,12,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
72,Haris Sohail,TK Curran,Babar Azam,0,0,0,96,64,42,28,2,6,-,12,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
73,Babar Azam,JL Denly,Haris Sohail,6,0,6,102,58,43,30,2,1,-,13,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
74,Babar Azam,JL Denly,Haris Sohail,6,0,6,108,52,49,31,2,2,-,13,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
75,Babar Azam,JL Denly,Haris Sohail,1,0,1,109,51,50,32,2,3,-,13,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
76,Haris Sohail,JL Denly,Babar Azam,1,0,1,110,50,43,29,2,4,-,13,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
77,Babar Azam,JL Denly,Haris Sohail,0,0,0,110,50,50,33,2,5,-,13,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
78,Babar Azam,JL Denly,Haris Sohail,1,0,1,111,49,51,34,2,6,-,13,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
79,Babar Azam,DJ Willey,Haris Sohail,2,0,2,113,47,53,35,2,1,-,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
80,Babar Azam,DJ Willey,Haris Sohail,1,0,1,114,46,54,36,2,2,-,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
81,Haris Sohail,DJ Willey,Babar Azam,0,1,1,115,45,43,30,2,3,wides,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
82,Haris Sohail,DJ Willey,Babar Azam,0,0,0,115,45,43,31,2,4,-,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
83,Haris Sohail,DJ Willey,Babar Azam,2,0,2,117,43,45,32,2,5,-,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
84,Haris Sohail,DJ Willey,Babar Azam,0,1,1,118,42,45,33,2,6,wides,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
85,Haris Sohail,DJ Willey,Babar Azam,0,0,0,118,42,45,34,2,7,-,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
86,Haris Sohail,DJ Willey,Babar Azam,4,0,4,122,38,49,35,2,8,-,14,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
87,Babar Azam,TK Curran,Haris Sohail,1,0,1,123,37,55,37,2,1,-,15,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
88,Haris Sohail,TK Curran,Babar Azam,1,0,1,124,36,50,36,2,2,-,15,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
89,Babar Azam,TK Curran,Haris Sohail,4,0,4,128,32,59,38,2,3,-,15,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
90,Babar Azam,TK Curran,Haris Sohail,2,0,2,130,30,61,39,2,4,-,15,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
91,Babar Azam,TK Curran,Haris Sohail,2,0,2,132,28,63,40,2,5,-,15,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
92,Babar Azam,TK Curran,Haris Sohail,1,0,1,133,27,64,41,2,6,-,15,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
93,Babar Azam,JC Archer,Haris Sohail,1,0,1,134,26,65,42,2,1,-,16,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
94,Haris Sohail,JC Archer,Babar Azam,0,0,0,134,26,50,37,2,2,-,16,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
95,Haris Sohail,JC Archer,Babar Azam,0,0,0,134,26,50,38,3,3,-,16,caught,Haris Sohail,DJ Willey,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
96,Asif Ali,JC Archer,Babar Azam,0,1,1,135,25,0,1,3,4,legbyes,16,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
97,Babar Azam,JC Archer,Asif Ali,0,0,0,135,25,65,43,4,5,-,16,run out,Babar Azam,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
98,Asif Ali,JC Archer,Imad Wasim,2,0,2,137,23,2,2,4,6,-,16,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
99,Imad Wasim,CJ Jordan,Asif Ali,1,0,1,138,22,1,1,4,1,-,17,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
100,Asif Ali,CJ Jordan,Imad Wasim,1,0,1,139,21,3,3,4,2,-,17,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
101,Imad Wasim,CJ Jordan,Asif Ali,0,0,0,139,21,1,2,4,3,-,17,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
102,Imad Wasim,CJ Jordan,Asif Ali,0,0,0,139,21,1,3,5,4,-,17,run out,Asif Ali,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
103,Imad Wasim,CJ Jordan,Faheem Ashraf,1,0,1,140,20,2,4,5,5,-,17,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
104,Faheem Ashraf,CJ Jordan,Imad Wasim,1,0,1,141,19,1,1,5,6,-,17,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
105,Faheem Ashraf,JC Archer,Imad Wasim,1,0,1,142,18,2,2,5,1,-,18,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
106,Imad Wasim,JC Archer,Faheem Ashraf,0,0,0,142,18,2,5,5,2,-,18,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
107,Imad Wasim,JC Archer,Faheem Ashraf,1,0,1,143,17,3,6,5,3,-,18,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
108,Faheem Ashraf,JC Archer,Imad Wasim,4,0,4,147,13,6,3,5,4,-,18,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
109,Faheem Ashraf,JC Archer,Imad Wasim,1,0,1,148,12,7,4,5,5,-,18,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
110,Imad Wasim,JC Archer,Faheem Ashraf,0,0,0,148,12,3,7,5,6,-,18,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
111,Faheem Ashraf,AU Rashid,Imad Wasim,1,0,1,149,11,8,5,5,1,-,19,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
112,Imad Wasim,AU Rashid,Faheem Ashraf,4,0,4,153,7,7,8,5,2,-,19,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
113,Imad Wasim,AU Rashid,Faheem Ashraf,1,0,1,154,6,8,9,5,3,-,19,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
114,Faheem Ashraf,AU Rashid,Imad Wasim,1,0,1,155,5,9,6,5,4,-,19,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
115,Imad Wasim,AU Rashid,Faheem Ashraf,1,0,1,156,4,9,10,5,5,-,19,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
116,Faheem Ashraf,AU Rashid,Imad Wasim,1,0,1,157,3,10,7,5,6,-,19,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
117,Faheem Ashraf,CJ Jordan,Imad Wasim,1,0,1,158,2,11,8,5,1,-,20,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
118,Imad Wasim,CJ Jordan,Faheem Ashraf,1,0,1,159,1,10,11,5,2,-,20,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
119,Faheem Ashraf,CJ Jordan,Imad Wasim,6,0,6,165,-5,17,9,5,3,-,20,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
120,Faheem Ashraf,CJ Jordan,Imad Wasim,0,0,0,165,-5,17,10,6,4,-,20,caught,Faheem Ashraf,JL Denly,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
121,Imad Wasim,CJ Jordan,Hasan Ali,4,0,4,169,-9,14,12,6,5,-,20,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
122,Imad Wasim,CJ Jordan,Hasan Ali,4,0,4,173,-13,18,13,6,6,-,20,0,,,bat,Pakistan,1,Sophia Gardens,2019,05,England_Pakistan_2019-05-05,England,Pakistan,England,173
