,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,DJM Short,Imad Wasim,AJ Finch,0,0,0,0,147,0,1,0,-,1.0,0,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Left arm Orthodox
1,DJM Short,Imad Wasim,AJ Finch,0,0,0,0,147,0,2,0,-,2.0,0,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Left arm Orthodox
2,DJM Short,Imad Wasim,AJ Finch,0,0,0,0,147,0,3,0,-,3.0,0,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Left arm Orthodox
3,DJM Short,Imad Wasim,AJ Finch,0,1,1,1,146,0,4,0,legbyes,4.0,0,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Left arm Orthodox
4,AJ Finch,Imad Wasim,DJM Short,1,0,1,2,145,1,1,0,-,5.0,0,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Right hand Bat,Left hand Bat,Left arm Orthodox
5,DJM Short,Imad Wasim,AJ Finch,1,0,1,3,144,1,5,0,-,6.0,0,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Left arm Orthodox
6,DJM Short,Faheem Ashraf,AJ Finch,0,0,0,3,144,1,6,0,-,1.0,1,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Right arm Medium
7,DJM Short,Faheem Ashraf,AJ Finch,0,0,0,3,144,1,7,0,-,2.0,1,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Right arm Medium
8,DJM Short,Faheem Ashraf,AJ Finch,1,0,1,4,143,2,8,0,-,3.0,1,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Left hand Bat,Right hand Bat,Right arm Medium
9,AJ Finch,Faheem Ashraf,DJM Short,1,0,1,5,142,2,2,0,-,4.0,1,0,,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Australia,Pakistan,False,136,Right hand Bat,Left hand Bat,Right arm Medium
