,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,AJ Finch,K Rabada,SR Watson,0,0,0,0,204,0,1,0,1,0,,,0,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
1,AJ Finch,K Rabada,SR Watson,2,0,2,2,202,2,2,0,2,0,,,0,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
2,AJ Finch,K Rabada,SR Watson,0,0,0,2,202,2,3,0,3,0,,,0,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
3,AJ Finch,K Rabada,SR Watson,0,0,0,2,202,2,4,1,4,bowled,AJ Finch,,0,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
4,SPD Smith,K Rabada,SR Watson,1,0,1,3,201,1,1,1,5,0,,,0,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
5,SR Watson,K Rabada,SPD Smith,0,0,0,3,201,0,1,1,6,0,,,0,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
6,SPD Smith,CH Morris,SR Watson,0,0,0,3,201,1,2,1,1,0,,,1,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
7,SPD Smith,CH Morris,SR Watson,4,0,4,7,197,5,3,1,2,0,,,1,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
8,SPD Smith,CH Morris,SR Watson,0,0,0,7,197,5,4,1,3,0,,,1,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
9,SPD Smith,CH Morris,SR Watson,0,0,0,7,197,5,5,1,4,0,,,1,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
10,SPD Smith,CH Morris,SR Watson,4,0,4,11,193,9,6,1,5,0,,,1,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
11,SPD Smith,CH Morris,SR Watson,1,0,1,12,192,10,7,1,6,0,,,1,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
12,SPD Smith,K Rabada,SR Watson,1,0,1,13,191,11,8,1,1,0,,,2,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
13,SR Watson,K Rabada,SPD Smith,0,0,0,13,191,0,2,1,2,0,,,2,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
14,SR Watson,K Rabada,SPD Smith,1,0,1,14,190,1,3,1,3,0,,,2,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
15,SPD Smith,K Rabada,SR Watson,0,0,0,14,190,11,9,1,4,0,,,2,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
16,SPD Smith,K Rabada,SR Watson,1,0,1,15,189,12,10,1,5,0,,,2,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
17,SR Watson,K Rabada,SPD Smith,0,0,0,15,189,1,4,1,6,0,,,2,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
18,SPD Smith,DW Steyn,SR Watson,0,1,1,16,188,12,11,1,1,0,,,3,legbyes,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
19,SR Watson,DW Steyn,SPD Smith,0,0,0,16,188,1,5,1,2,0,,,3,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
20,SR Watson,DW Steyn,SPD Smith,0,0,0,16,188,1,6,1,3,0,,,3,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
21,SR Watson,DW Steyn,SPD Smith,0,0,0,16,188,1,7,1,4,0,,,3,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
22,SR Watson,DW Steyn,SPD Smith,4,0,4,20,184,5,8,1,5,0,,,3,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
23,SR Watson,DW Steyn,SPD Smith,0,0,0,20,184,5,9,1,6,0,,,3,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
24,SPD Smith,K Rabada,SR Watson,0,1,1,21,183,12,12,1,1,0,,,4,wides,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
25,SPD Smith,K Rabada,SR Watson,0,0,0,21,183,12,13,1,2,0,,,4,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
26,SPD Smith,K Rabada,SR Watson,6,0,6,27,177,18,14,1,3,0,,,4,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
27,SPD Smith,K Rabada,SR Watson,1,0,1,28,176,19,15,1,4,0,,,4,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
28,SR Watson,K Rabada,SPD Smith,0,0,0,28,176,5,10,1,5,0,,,4,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
29,SR Watson,K Rabada,SPD Smith,0,0,0,28,176,5,11,1,6,0,,,4,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
30,SR Watson,K Rabada,SPD Smith,0,0,0,28,176,5,12,1,7,0,,,4,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
31,SPD Smith,DW Steyn,SR Watson,0,0,0,28,176,19,16,2,1,caught,SPD Smith,K Rabada,5,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
32,SR Watson,DW Steyn,DA Warner,0,0,0,28,176,5,13,2,2,0,,,5,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
33,SR Watson,DW Steyn,DA Warner,4,0,4,32,172,9,14,2,3,0,,,5,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
34,SR Watson,DW Steyn,DA Warner,0,0,0,32,172,9,15,3,4,caught,SR Watson,JP Duminy,5,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
35,DA Warner,DW Steyn,GJ Maxwell,0,0,0,32,172,0,1,3,5,0,,,5,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
36,DA Warner,DW Steyn,GJ Maxwell,4,0,4,36,168,4,2,3,6,0,,,5,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
37,GJ Maxwell,CH Morris,DA Warner,0,1,1,37,167,0,1,3,1,0,,,6,wides,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
38,GJ Maxwell,CH Morris,DA Warner,1,0,1,38,166,1,2,3,2,0,,,6,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
39,DA Warner,CH Morris,GJ Maxwell,1,0,1,39,165,5,3,3,3,0,,,6,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
40,GJ Maxwell,CH Morris,DA Warner,1,0,1,40,164,2,3,3,4,0,,,6,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
41,DA Warner,CH Morris,GJ Maxwell,4,0,4,44,160,9,4,3,5,0,,,6,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
42,DA Warner,CH Morris,GJ Maxwell,0,0,0,44,160,9,5,3,6,0,,,6,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
43,DA Warner,CH Morris,GJ Maxwell,1,0,1,45,159,10,6,3,7,0,,,6,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
44,DA Warner,D Wiese,GJ Maxwell,1,0,1,46,158,11,7,3,1,0,,,7,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
45,GJ Maxwell,D Wiese,DA Warner,4,0,4,50,154,6,4,3,2,0,,,7,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
46,GJ Maxwell,D Wiese,DA Warner,2,0,2,52,152,8,5,3,3,0,,,7,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
47,GJ Maxwell,D Wiese,DA Warner,2,0,2,54,150,10,6,3,4,0,,,7,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
48,GJ Maxwell,D Wiese,DA Warner,6,0,6,60,144,16,7,3,5,0,,,7,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
49,GJ Maxwell,D Wiese,DA Warner,0,0,0,60,144,16,8,3,6,0,,,7,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
50,DA Warner,Imran Tahir,GJ Maxwell,1,0,1,61,143,12,8,3,1,0,,,8,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
51,GJ Maxwell,Imran Tahir,DA Warner,2,0,2,63,141,18,9,3,2,0,,,8,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
52,GJ Maxwell,Imran Tahir,DA Warner,0,0,0,63,141,18,10,3,3,0,,,8,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
53,GJ Maxwell,Imran Tahir,DA Warner,1,0,1,64,140,19,11,3,4,0,,,8,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
54,DA Warner,Imran Tahir,GJ Maxwell,6,0,6,70,134,18,9,3,5,0,,,8,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
55,DA Warner,Imran Tahir,GJ Maxwell,1,0,1,71,133,19,10,3,6,0,,,8,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
56,DA Warner,D Wiese,GJ Maxwell,1,0,1,72,132,20,11,3,1,0,,,9,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
57,GJ Maxwell,D Wiese,DA Warner,4,0,4,76,128,23,12,3,2,0,,,9,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
58,GJ Maxwell,D Wiese,DA Warner,4,0,4,80,124,27,13,3,3,0,,,9,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
59,GJ Maxwell,D Wiese,DA Warner,1,0,1,81,123,28,14,3,4,0,,,9,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
60,DA Warner,D Wiese,GJ Maxwell,6,0,6,87,117,26,12,3,5,0,,,9,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
61,DA Warner,D Wiese,GJ Maxwell,1,0,1,88,116,27,13,3,6,0,,,9,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
62,DA Warner,Imran Tahir,GJ Maxwell,4,0,4,92,112,31,14,3,1,0,,,10,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
63,DA Warner,Imran Tahir,GJ Maxwell,0,0,0,92,112,31,15,3,2,0,,,10,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
64,DA Warner,Imran Tahir,GJ Maxwell,1,0,1,93,111,32,16,3,3,0,,,10,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
65,GJ Maxwell,Imran Tahir,DA Warner,2,0,2,95,109,30,15,3,4,0,,,10,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
66,GJ Maxwell,Imran Tahir,DA Warner,0,0,0,95,109,30,16,3,5,0,,,10,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
67,GJ Maxwell,Imran Tahir,DA Warner,1,0,1,96,108,31,17,3,6,0,,,10,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
68,GJ Maxwell,D Wiese,DA Warner,0,0,0,96,108,31,18,3,1,0,,,11,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
69,GJ Maxwell,D Wiese,DA Warner,1,0,1,97,107,32,19,3,2,0,,,11,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
70,DA Warner,D Wiese,GJ Maxwell,2,0,2,99,105,34,17,3,3,0,,,11,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
71,DA Warner,D Wiese,GJ Maxwell,1,0,1,100,104,35,18,3,4,0,,,11,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
72,GJ Maxwell,D Wiese,DA Warner,0,0,0,100,104,32,20,3,5,0,,,11,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
73,GJ Maxwell,D Wiese,DA Warner,4,0,4,104,100,36,21,3,6,0,,,11,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
74,DA Warner,Imran Tahir,GJ Maxwell,1,0,1,105,99,36,19,3,1,0,,,12,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
75,GJ Maxwell,Imran Tahir,DA Warner,0,1,1,106,98,36,22,3,2,0,,,12,wides,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
76,GJ Maxwell,Imran Tahir,DA Warner,0,0,0,106,98,36,23,3,3,0,,,12,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
77,GJ Maxwell,Imran Tahir,DA Warner,1,0,1,107,97,37,24,3,4,0,,,12,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
78,DA Warner,Imran Tahir,GJ Maxwell,0,0,0,107,97,36,20,3,5,0,,,12,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
79,DA Warner,Imran Tahir,GJ Maxwell,4,0,4,111,93,40,21,3,6,0,,,12,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
80,DA Warner,Imran Tahir,GJ Maxwell,2,0,2,113,91,42,22,3,7,0,,,12,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
81,GJ Maxwell,D Wiese,DA Warner,6,0,6,119,85,43,25,3,1,0,,,13,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
82,GJ Maxwell,D Wiese,DA Warner,4,0,4,123,81,47,26,3,2,0,,,13,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
83,GJ Maxwell,D Wiese,DA Warner,0,0,0,123,81,47,27,3,3,0,,,13,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
84,GJ Maxwell,D Wiese,DA Warner,6,0,6,129,75,53,28,3,4,0,,,13,-,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
85,GJ Maxwell,D Wiese,DA Warner,0,1,1,130,74,53,29,3,5,0,,,13,wides,field,Australia,2,New Wanderers Stadium,2016,03,South Africa_Australia_2016-03-06,Australia,Australia,South Africa,True,205
