,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,AC Gilchrist,DR Tuffey,MJ Clarke,0,1,1,1,,0,1,0,1,wides,0,,,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
1,AC Gilchrist,DR Tuffey,MJ Clarke,0,1,1,2,,0,2,0,2,legbyes,0,,,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
2,MJ Clarke,DR Tuffey,AC Gilchrist,0,0,0,2,,0,1,0,3,-,0,,,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
3,MJ Clarke,DR Tuffey,AC Gilchrist,1,0,1,3,,1,2,0,4,-,0,,,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
4,AC Gilchrist,DR Tuffey,MJ Clarke,1,0,1,4,,1,3,0,5,-,0,,,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
5,MJ Clarke,DR Tuffey,AC Gilchrist,6,0,6,10,,7,3,0,6,-,0,,,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
6,MJ Clarke,DR Tuffey,AC Gilchrist,0,0,0,10,,7,4,1,7,-,caught,MJ Clarke,CD McMillan,0,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
7,A Symonds,KD Mills,AC Gilchrist,0,0,0,10,,0,1,1,1,-,0,,,1,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
8,A Symonds,KD Mills,AC Gilchrist,4,0,4,14,,4,2,1,2,-,0,,,1,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
9,A Symonds,KD Mills,AC Gilchrist,6,0,6,20,,10,3,1,3,-,0,,,1,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
10,A Symonds,KD Mills,AC Gilchrist,1,0,1,21,,11,4,1,4,-,0,,,1,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
11,AC Gilchrist,KD Mills,A Symonds,0,0,0,21,,1,4,2,5,-,caught,AC Gilchrist,CD McMillan,1,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
12,RT Ponting,KD Mills,A Symonds,1,0,1,22,,1,1,2,6,-,0,,,1,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
13,RT Ponting,DR Tuffey,A Symonds,0,0,0,22,,1,2,2,1,-,0,,,2,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
14,RT Ponting,DR Tuffey,A Symonds,0,0,0,22,,1,3,2,2,-,0,,,2,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
15,RT Ponting,DR Tuffey,A Symonds,0,1,1,23,,1,4,2,3,legbyes,0,,,2,bat,Australia,1,Eden Park,2005,02,New Zealand_Australia_2005-02-17,Australia,Australia,New Zealand,True,214
