,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,C Munro,Imad Wasim,GD Phillips,6,0,6,6,142,6,1,0,1,1,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
1,C Munro,Imad Wasim,GD Phillips,3,0,3,9,139,9,2,0,2,1,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
2,GD Phillips,Imad Wasim,C Munro,1,0,1,10,138,1,1,0,3,1,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
3,C Munro,Imad Wasim,GD Phillips,1,0,1,11,137,10,3,0,4,1,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
4,GD Phillips,Imad Wasim,C Munro,1,0,1,12,136,2,2,0,5,1,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
5,C Munro,Imad Wasim,GD Phillips,1,0,1,13,135,11,4,0,6,1,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
6,C Munro,Faheem Ashraf,GD Phillips,0,0,0,13,135,11,5,0,1,2,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
7,C Munro,Faheem Ashraf,GD Phillips,4,0,4,17,131,15,6,0,2,2,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
8,C Munro,Faheem Ashraf,GD Phillips,4,0,4,21,127,19,7,0,3,2,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
9,C Munro,Faheem Ashraf,GD Phillips,0,0,0,21,127,19,8,0,4,2,-,0,,,bat,New Zealand,1,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,New Zealand,Pakistan
