,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
11,SSJ Brooks,Mahedi Hasan,BA King,0,0,0,18,107,0,1,1,6,2,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
12,BA King,Mustafizur Rahman,SSJ Brooks,0,0,0,18,107,1,3,1,1,3,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
13,BA King,Mustafizur Rahman,SSJ Brooks,0,0,0,18,107,1,4,1,2,3,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
14,BA King,Mustafizur Rahman,SSJ Brooks,0,0,0,18,107,1,5,1,3,3,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
15,BA King,Mustafizur Rahman,SSJ Brooks,0,0,0,18,107,1,6,1,4,3,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
16,BA King,Mustafizur Rahman,SSJ Brooks,4,0,4,22,103,5,7,1,5,3,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
17,BA King,Mustafizur Rahman,SSJ Brooks,4,0,4,26,99,9,8,1,6,3,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
18,SSJ Brooks,Shakib Al Hasan,BA King,0,0,0,26,99,0,2,1,1,4,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
19,SSJ Brooks,Shakib Al Hasan,BA King,0,0,0,26,99,0,3,2,2,4,caught,SSJ Brooks,Mahmudullah,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
20,BA King,Shakib Al Hasan,N Pooran,0,0,0,26,99,9,9,2,3,4,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
21,BA King,Shakib Al Hasan,N Pooran,0,0,0,26,99,9,10,2,4,4,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
22,BA King,Shakib Al Hasan,N Pooran,1,0,1,27,98,10,11,2,5,4,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
23,N Pooran,Shakib Al Hasan,BA King,0,0,0,27,98,0,1,2,6,4,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
24,BA King,Shoriful Islam,N Pooran,0,0,0,27,98,10,12,2,1,5,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
25,BA King,Shoriful Islam,N Pooran,4,0,4,31,94,14,13,2,2,5,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
26,BA King,Shoriful Islam,N Pooran,4,0,4,35,90,18,14,2,3,5,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
27,BA King,Shoriful Islam,N Pooran,1,0,1,36,89,19,15,2,4,5,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
28,N Pooran,Shoriful Islam,BA King,2,0,2,38,87,2,2,2,5,5,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
29,N Pooran,Shoriful Islam,BA King,0,0,0,38,87,2,3,2,6,5,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
30,BA King,Mahedi Hasan,N Pooran,1,0,1,39,86,20,16,2,1,6,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
31,N Pooran,Mahedi Hasan,BA King,0,0,0,39,86,2,4,2,2,6,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
32,N Pooran,Mahedi Hasan,BA King,0,0,0,39,86,2,5,2,3,6,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
33,N Pooran,Mahedi Hasan,BA King,0,1,1,40,85,2,6,2,4,6,0,,,wides,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
34,N Pooran,Mahedi Hasan,BA King,4,0,4,44,81,6,7,2,5,6,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
35,N Pooran,Mahedi Hasan,BA King,0,0,0,44,81,6,8,2,6,6,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
36,N Pooran,Mahedi Hasan,BA King,2,0,2,46,79,8,9,2,7,6,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
37,BA King,Taskin Ahmed,N Pooran,1,0,1,47,78,21,17,2,1,7,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
38,N Pooran,Taskin Ahmed,BA King,6,0,6,53,72,14,10,2,2,7,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
39,N Pooran,Taskin Ahmed,BA King,2,0,2,55,70,16,11,2,3,7,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
40,N Pooran,Taskin Ahmed,BA King,1,0,1,56,69,17,12,2,4,7,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
41,BA King,Taskin Ahmed,N Pooran,0,0,0,56,69,21,18,2,5,7,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
42,BA King,Taskin Ahmed,N Pooran,1,0,1,57,68,22,19,2,6,7,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
43,BA King,Mahedi Hasan,N Pooran,1,0,1,58,67,23,20,2,1,8,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
44,N Pooran,Mahedi Hasan,BA King,4,0,4,62,63,21,13,2,2,8,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
45,N Pooran,Mahedi Hasan,BA King,0,0,0,62,63,21,14,2,3,8,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
46,N Pooran,Mahedi Hasan,BA King,1,0,1,63,62,22,15,2,4,8,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
47,BA King,Mahedi Hasan,N Pooran,3,0,3,66,59,26,21,2,5,8,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
48,N Pooran,Mahedi Hasan,BA King,0,0,0,66,59,22,16,2,6,8,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
49,BA King,Mustafizur Rahman,N Pooran,1,0,1,67,58,27,22,2,1,9,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
50,N Pooran,Mustafizur Rahman,BA King,1,0,1,68,57,23,17,2,2,9,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
51,BA King,Mustafizur Rahman,N Pooran,2,0,2,70,55,29,23,2,3,9,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
52,BA King,Mustafizur Rahman,N Pooran,4,0,4,74,51,33,24,2,4,9,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
53,BA King,Mustafizur Rahman,N Pooran,0,0,0,74,51,33,25,2,5,9,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
54,BA King,Mustafizur Rahman,N Pooran,1,0,1,75,50,34,26,2,6,9,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
55,BA King,Mahedi Hasan,N Pooran,0,0,0,75,50,34,27,2,1,10,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
56,BA King,Mahedi Hasan,N Pooran,1,0,1,76,49,35,28,2,2,10,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
57,N Pooran,Mahedi Hasan,BA King,1,0,1,77,48,24,18,2,3,10,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
58,BA King,Mahedi Hasan,N Pooran,6,0,6,83,42,41,29,2,4,10,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
59,BA King,Mahedi Hasan,N Pooran,1,0,1,84,41,42,30,2,5,10,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
60,N Pooran,Mahedi Hasan,BA King,1,0,1,85,40,25,19,2,6,10,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
61,N Pooran,Shoriful Islam,BA King,4,0,4,89,36,29,20,2,1,11,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
62,N Pooran,Shoriful Islam,BA King,0,1,1,90,35,29,21,2,2,11,0,,,wides,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
63,N Pooran,Shoriful Islam,BA King,0,1,1,91,34,29,22,2,3,11,0,,,wides,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
64,N Pooran,Shoriful Islam,BA King,0,0,0,91,34,29,23,2,4,11,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
65,N Pooran,Shoriful Islam,BA King,1,0,1,92,33,30,24,2,5,11,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
66,BA King,Shoriful Islam,N Pooran,0,0,0,92,33,42,31,2,6,11,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
67,BA King,Shoriful Islam,N Pooran,1,0,1,93,32,43,32,2,7,11,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
68,N Pooran,Shoriful Islam,BA King,1,0,1,94,31,31,25,2,8,11,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
69,N Pooran,Shakib Al Hasan,BA King,0,0,0,94,31,31,26,2,1,12,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
70,N Pooran,Shakib Al Hasan,BA King,0,0,0,94,31,31,27,2,2,12,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
71,N Pooran,Shakib Al Hasan,BA King,1,1,2,96,29,32,28,2,3,12,0,,,noballs,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
72,BA King,Shakib Al Hasan,N Pooran,1,0,1,97,28,44,33,2,4,12,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
73,N Pooran,Shakib Al Hasan,BA King,1,0,1,98,27,33,29,2,5,12,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
74,BA King,Shakib Al Hasan,N Pooran,1,0,1,99,26,45,34,2,6,12,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
75,N Pooran,Shakib Al Hasan,BA King,1,0,1,100,25,34,30,2,7,12,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
76,N Pooran,Mosaddek Hossain,BA King,0,0,0,100,25,34,31,2,1,13,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
77,N Pooran,Mosaddek Hossain,BA King,0,0,0,100,25,34,32,2,2,13,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
78,N Pooran,Mosaddek Hossain,BA King,0,0,0,100,25,34,33,3,3,13,lbw,N Pooran,,-,"{'by': 'West Indies', 'umpire': 'LS Reifer', 'batter': 'N Pooran', 'decision': 'struck down'}",bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
79,R Powell,Mosaddek Hossain,BA King,0,0,0,100,25,0,1,3,4,13,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
80,R Powell,Mosaddek Hossain,BA King,0,0,0,100,25,0,2,3,5,13,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
81,R Powell,Mosaddek Hossain,BA King,0,0,0,100,25,0,3,3,6,13,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
82,BA King,Shakib Al Hasan,R Powell,1,0,1,101,24,46,35,3,1,14,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
83,R Powell,Shakib Al Hasan,BA King,0,0,0,101,24,0,4,3,2,14,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
84,R Powell,Shakib Al Hasan,BA King,1,0,1,102,23,1,5,3,3,14,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
85,BA King,Shakib Al Hasan,R Powell,4,0,4,106,19,50,36,3,4,14,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
86,BA King,Shakib Al Hasan,R Powell,1,0,1,107,18,51,37,3,5,14,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
87,R Powell,Shakib Al Hasan,BA King,1,0,1,108,17,2,6,3,6,14,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
88,R Powell,Mustafizur Rahman,BA King,3,0,3,111,14,5,7,3,1,15,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
89,BA King,Mustafizur Rahman,R Powell,0,1,1,112,13,51,38,3,2,15,0,,,legbyes,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
90,R Powell,Mustafizur Rahman,BA King,1,0,1,113,12,6,8,3,3,15,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
91,BA King,Mustafizur Rahman,R Powell,4,0,4,117,8,55,39,3,4,15,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
92,BA King,Mustafizur Rahman,R Powell,1,0,1,118,7,56,40,3,5,15,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
93,R Powell,Mustafizur Rahman,BA King,1,0,1,119,6,7,9,3,6,15,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
94,R Powell,Shakib Al Hasan,BA King,6,0,6,125,0,13,10,3,1,16,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
95,R Powell,Shakib Al Hasan,BA King,4,0,4,129,-4,17,11,3,2,16,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
96,R Powell,Shakib Al Hasan,BA King,6,0,6,135,-10,23,12,3,3,16,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
97,R Powell,Shakib Al Hasan,BA King,6,0,6,141,-16,29,13,3,4,16,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
98,R Powell,Shakib Al Hasan,BA King,1,0,1,142,-17,30,14,3,5,16,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
99,BA King,Shakib Al Hasan,R Powell,0,0,0,142,-17,56,41,3,6,16,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
100,R Powell,Taskin Ahmed,BA King,6,0,6,148,-23,36,15,3,1,17,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
101,R Powell,Taskin Ahmed,BA King,6,0,6,154,-29,42,16,3,2,17,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
102,R Powell,Taskin Ahmed,BA King,0,1,1,155,-30,42,17,3,3,17,0,,,wides,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
103,R Powell,Taskin Ahmed,BA King,1,0,1,156,-31,43,18,3,4,17,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
104,BA King,Taskin Ahmed,R Powell,1,0,1,157,-32,57,42,3,5,17,0,,,-,"{'by': 'Bangladesh', 'umpire': 'LS Reifer', 'batter': 'BA King', 'decision': 'struck down'}",bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
105,R Powell,Taskin Ahmed,BA King,2,0,2,159,-34,45,19,3,6,17,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
106,R Powell,Taskin Ahmed,BA King,4,0,4,163,-38,49,20,3,7,17,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
107,BA King,Shoriful Islam,R Powell,0,0,0,163,-38,57,43,4,1,18,caught,BA King,Shakib Al Hasan,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
108,R Powell,Shoriful Islam,R Shepherd,1,0,1,164,-39,50,21,4,2,18,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
109,R Shepherd,Shoriful Islam,R Powell,0,0,0,164,-39,0,1,4,3,18,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
110,R Shepherd,Shoriful Islam,R Powell,1,0,1,165,-40,1,2,4,4,18,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
111,R Powell,Shoriful Islam,R Shepherd,0,0,0,165,-40,50,22,4,5,18,0,,,-,,bat,West Indies,1,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,West Indies,Bangladesh,193
