,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
42,AJ Finch,AU Rashid,DA Warner,0,0,0,60,26,21,6,7,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
43,DA Warner,TK Curran,AJ Finch,2,0,2,62,34,23,1,8,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
44,DA Warner,TK Curran,AJ Finch,0,0,0,62,34,24,2,8,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
45,DA Warner,TK Curran,AJ Finch,2,0,2,64,36,25,3,8,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
46,DA Warner,TK Curran,AJ Finch,0,1,1,65,36,26,4,8,wides,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
47,DA Warner,TK Curran,AJ Finch,3,0,3,68,39,27,5,8,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
48,AJ Finch,TK Curran,DA Warner,1,0,1,69,27,22,6,8,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
49,DA Warner,TK Curran,AJ Finch,1,0,1,70,40,28,7,8,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
50,DA Warner,AU Rashid,AJ Finch,2,0,2,72,42,29,1,9,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
51,DA Warner,AU Rashid,AJ Finch,1,0,1,73,43,30,2,9,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
52,AJ Finch,AU Rashid,DA Warner,6,0,6,79,33,23,3,9,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
53,AJ Finch,AU Rashid,DA Warner,4,0,4,83,37,24,4,9,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
54,AJ Finch,AU Rashid,DA Warner,4,0,4,87,41,25,5,9,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
55,AJ Finch,AU Rashid,DA Warner,0,0,0,87,41,26,6,9,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
56,DA Warner,MA Wood,AJ Finch,0,1,1,88,43,31,1,10,wides,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
57,DA Warner,MA Wood,AJ Finch,0,0,0,88,43,32,2,10,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
58,DA Warner,MA Wood,AJ Finch,1,0,1,89,44,33,3,10,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
59,AJ Finch,MA Wood,DA Warner,0,0,0,89,41,27,4,10,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
60,AJ Finch,MA Wood,DA Warner,0,0,0,89,41,28,5,10,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
61,AJ Finch,MA Wood,DA Warner,0,1,1,90,41,29,6,10,wides,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
62,AJ Finch,MA Wood,DA Warner,1,0,1,91,42,30,7,10,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
63,DA Warner,MA Wood,AJ Finch,0,0,0,91,44,34,8,10,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
64,AJ Finch,JC Archer,DA Warner,1,0,1,92,43,31,1,11,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
65,DA Warner,JC Archer,AJ Finch,0,1,1,93,44,35,2,11,wides,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
66,DA Warner,JC Archer,AJ Finch,1,0,1,94,45,36,3,11,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
67,AJ Finch,JC Archer,DA Warner,2,0,2,96,45,32,4,11,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
68,AJ Finch,JC Archer,DA Warner,1,0,1,97,46,33,5,11,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
69,DA Warner,JC Archer,AJ Finch,1,0,1,98,46,37,6,11,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
70,AJ Finch,JC Archer,DA Warner,0,0,0,98,46,34,7,11,-,caught,AJ Finch,CJ Jordan,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
71,DA Warner,MA Wood,SPD Smith,1,0,1,99,47,38,1,12,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
72,SPD Smith,MA Wood,DA Warner,4,0,4,103,4,1,2,12,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
73,SPD Smith,MA Wood,DA Warner,4,0,4,107,8,2,3,12,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
74,SPD Smith,MA Wood,DA Warner,1,0,1,108,9,3,4,12,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
75,DA Warner,MA Wood,SPD Smith,2,0,2,110,49,39,5,12,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
76,DA Warner,MA Wood,SPD Smith,1,0,1,111,50,40,6,12,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
77,DA Warner,AU Rashid,SPD Smith,1,0,1,112,51,41,1,13,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
78,SPD Smith,AU Rashid,DA Warner,0,0,0,112,9,4,2,13,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
79,SPD Smith,AU Rashid,DA Warner,0,0,0,112,9,5,3,13,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
80,SPD Smith,AU Rashid,DA Warner,1,0,1,113,10,6,4,13,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
81,DA Warner,AU Rashid,SPD Smith,2,0,2,115,53,42,5,13,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
82,DA Warner,AU Rashid,SPD Smith,0,0,0,115,53,43,6,13,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
83,SPD Smith,MM Ali,DA Warner,1,0,1,116,11,7,1,14,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
84,DA Warner,MM Ali,SPD Smith,1,0,1,117,54,44,2,14,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
85,SPD Smith,MM Ali,DA Warner,6,0,6,123,17,8,3,14,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
86,SPD Smith,MM Ali,DA Warner,1,0,1,124,18,9,4,14,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
87,DA Warner,MM Ali,SPD Smith,0,0,0,124,54,45,5,14,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
88,DA Warner,MM Ali,SPD Smith,0,0,0,124,54,46,6,14,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
89,SPD Smith,AU Rashid,DA Warner,0,0,0,124,18,10,1,15,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
90,SPD Smith,AU Rashid,DA Warner,0,0,0,124,18,11,2,15,-,caught,SPD Smith,JM Bairstow,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
91,DA Warner,AU Rashid,GJ Maxwell,1,0,1,125,55,47,3,15,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
92,GJ Maxwell,AU Rashid,DA Warner,1,0,1,126,1,1,4,15,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
93,DA Warner,AU Rashid,GJ Maxwell,1,0,1,127,56,48,5,15,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
94,GJ Maxwell,AU Rashid,DA Warner,0,0,0,127,1,2,6,15,-,caught,GJ Maxwell,EJG Morgan,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
95,DA Warner,JC Archer,MP Stoinis,2,0,2,129,58,49,1,16,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
96,DA Warner,JC Archer,MP Stoinis,0,0,0,129,58,50,2,16,-,bowled,DA Warner,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
97,AT Carey,JC Archer,MP Stoinis,0,2,2,131,0,1,3,16,wides,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
98,MP Stoinis,JC Archer,AT Carey,0,0,0,131,0,1,4,16,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
99,MP Stoinis,JC Archer,AT Carey,1,0,1,132,1,2,5,16,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
100,AT Carey,JC Archer,MP Stoinis,0,0,0,132,0,2,6,16,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
101,AT Carey,JC Archer,MP Stoinis,1,0,1,133,1,3,7,16,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
102,AT Carey,MA Wood,MP Stoinis,0,0,0,133,1,4,1,17,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
103,AT Carey,MA Wood,MP Stoinis,0,0,0,133,1,5,2,17,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
104,AT Carey,MA Wood,MP Stoinis,0,0,0,133,1,6,3,17,-,bowled,AT Carey,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
105,AC Agar,MA Wood,MP Stoinis,0,1,1,134,0,1,4,17,legbyes,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
106,MP Stoinis,MA Wood,AC Agar,2,0,2,136,3,3,5,17,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
107,MP Stoinis,MA Wood,AC Agar,1,0,1,137,4,4,6,17,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
108,MP Stoinis,TK Curran,AC Agar,1,0,1,138,5,5,1,18,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
109,AC Agar,TK Curran,MP Stoinis,1,0,1,139,1,2,2,18,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
110,MP Stoinis,TK Curran,AC Agar,1,0,1,140,6,6,3,18,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
111,AC Agar,TK Curran,MP Stoinis,1,0,1,141,2,3,4,18,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
112,MP Stoinis,TK Curran,AC Agar,2,0,2,143,8,7,5,18,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
113,MP Stoinis,TK Curran,AC Agar,1,0,1,144,9,8,6,18,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
114,MP Stoinis,CJ Jordan,AC Agar,1,0,1,145,10,9,1,19,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
115,AC Agar,CJ Jordan,MP Stoinis,1,0,1,146,3,4,2,19,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
116,MP Stoinis,CJ Jordan,AC Agar,1,0,1,147,11,10,3,19,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
117,AC Agar,CJ Jordan,MP Stoinis,1,0,1,148,4,5,4,19,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
118,MP Stoinis,CJ Jordan,AC Agar,0,0,0,148,11,11,5,19,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
119,MP Stoinis,CJ Jordan,AC Agar,0,0,0,148,11,12,6,19,-,run out,AC Agar,,"{'by': 'England', 'umpire': 'AG Wharf', 'batter': 'MP Stoinis', 'decision': 'struck down'}",field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
120,MP Stoinis,TK Curran,PJ Cummins,0,0,0,148,11,13,1,20,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
121,MP Stoinis,TK Curran,PJ Cummins,6,0,6,154,17,14,2,20,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
122,MP Stoinis,TK Curran,PJ Cummins,0,0,0,154,17,15,3,20,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
123,MP Stoinis,TK Curran,PJ Cummins,2,0,2,156,19,16,4,20,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
124,MP Stoinis,TK Curran,PJ Cummins,2,0,2,158,21,17,5,20,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
125,MP Stoinis,TK Curran,PJ Cummins,2,0,2,160,23,18,6,20,-,0,,,,field,Australia,2,The Rose Bowl,2020-09-04,England,Australia,England
