,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
16,JJ Roy,KA Maharaj,JC Buttler,1,0,1,21,168,15,13,0,5,-,3,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
17,JC Buttler,KA Maharaj,JJ Roy,1,0,1,22,167,6,5,0,6,-,3,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
18,JC Buttler,K Rabada,JJ Roy,4,0,4,26,163,10,6,0,1,-,4,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
19,JC Buttler,K Rabada,JJ Roy,4,0,4,30,159,14,7,0,2,-,4,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
20,JC Buttler,K Rabada,JJ Roy,1,0,1,31,158,15,8,0,3,-,4,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
21,JJ Roy,K Rabada,JC Buttler,4,0,4,35,154,19,14,0,4,-,4,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
22,JJ Roy,K Rabada,JC Buttler,1,0,1,36,153,20,15,0,5,-,4,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
23,JC Buttler,K Rabada,JJ Roy,1,0,1,37,152,16,9,0,6,-,4,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
24,JC Buttler,KA Maharaj,JJ Roy,1,0,1,38,151,17,10,1,1,-,5,,retired hurt,JJ Roy,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
25,MM Ali,KA Maharaj,JC Buttler,1,0,1,39,150,1,1,1,2,-,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
26,JC Buttler,KA Maharaj,MM Ali,0,1,1,40,149,17,11,1,3,legbyes,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
27,MM Ali,KA Maharaj,JC Buttler,0,1,1,41,148,1,2,1,4,wides,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
28,MM Ali,KA Maharaj,JC Buttler,1,0,1,42,147,2,3,1,5,-,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
29,JC Buttler,KA Maharaj,MM Ali,1,0,1,43,146,18,12,1,6,-,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
30,MM Ali,KA Maharaj,JC Buttler,4,1,5,48,141,6,4,1,7,noballs,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
31,MM Ali,KA Maharaj,JC Buttler,2,0,2,50,139,8,5,1,8,-,5,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
32,JC Buttler,A Nortje,MM Ali,6,0,6,56,133,24,13,1,1,-,6,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
33,JC Buttler,A Nortje,MM Ali,2,0,2,58,131,26,14,1,2,-,6,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
34,JC Buttler,A Nortje,MM Ali,0,0,0,58,131,26,15,2,3,-,6,,caught,JC Buttler,T Bavuma,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
35,JM Bairstow,A Nortje,MM Ali,1,0,1,59,130,1,1,2,4,-,6,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
36,MM Ali,A Nortje,JM Bairstow,0,0,0,59,130,8,6,2,5,-,6,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
37,MM Ali,A Nortje,JM Bairstow,0,0,0,59,130,8,7,2,6,-,6,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
38,JM Bairstow,T Shamsi,MM Ali,0,0,0,59,130,1,2,2,1,-,7,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
39,JM Bairstow,T Shamsi,MM Ali,0,0,0,59,130,1,3,3,2,-,7,"{'by': 'England', 'umpire': 'CM Brown', 'batter': 'JM Bairstow', 'decision': 'struck down'}",lbw,JM Bairstow,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
40,DJ Malan,T Shamsi,MM Ali,1,0,1,60,129,1,1,3,3,-,7,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
41,MM Ali,T Shamsi,DJ Malan,0,0,0,60,129,8,8,3,4,-,7,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
42,MM Ali,T Shamsi,DJ Malan,1,0,1,61,128,9,9,3,5,-,7,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
43,DJ Malan,T Shamsi,MM Ali,0,0,0,61,128,1,2,3,6,-,7,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
44,MM Ali,AK Markram,DJ Malan,0,0,0,61,128,9,10,3,1,-,8,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
45,MM Ali,AK Markram,DJ Malan,1,0,1,62,127,10,11,3,2,-,8,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
46,DJ Malan,AK Markram,MM Ali,0,0,0,62,127,1,3,3,3,-,8,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
47,DJ Malan,AK Markram,MM Ali,1,0,1,63,126,2,4,3,4,-,8,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
48,MM Ali,AK Markram,DJ Malan,1,0,1,64,125,11,12,3,5,-,8,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
49,DJ Malan,AK Markram,MM Ali,0,0,0,64,125,2,5,3,6,-,8,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
50,MM Ali,T Shamsi,DJ Malan,0,0,0,64,125,11,13,3,1,-,9,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
51,MM Ali,T Shamsi,DJ Malan,4,0,4,68,121,15,14,3,2,-,9,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
52,MM Ali,T Shamsi,DJ Malan,0,0,0,68,121,15,15,3,3,-,9,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
53,MM Ali,T Shamsi,DJ Malan,2,0,2,70,119,17,16,3,4,-,9,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
54,MM Ali,T Shamsi,DJ Malan,0,0,0,70,119,17,17,3,5,-,9,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
55,MM Ali,T Shamsi,DJ Malan,0,0,0,70,119,17,18,3,6,-,9,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
56,DJ Malan,K Rabada,MM Ali,1,0,1,71,118,3,6,3,1,-,10,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
57,MM Ali,K Rabada,DJ Malan,1,0,1,72,117,18,19,3,2,-,10,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
58,DJ Malan,K Rabada,MM Ali,4,0,4,76,113,7,7,3,3,-,10,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
59,DJ Malan,K Rabada,MM Ali,4,0,4,80,109,11,8,3,4,-,10,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
60,DJ Malan,K Rabada,MM Ali,0,0,0,80,109,11,9,3,5,-,10,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
61,DJ Malan,K Rabada,MM Ali,1,0,1,81,108,12,10,3,6,-,10,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
62,DJ Malan,T Shamsi,MM Ali,2,0,2,83,106,14,11,3,1,-,11,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
63,DJ Malan,T Shamsi,MM Ali,3,0,3,86,103,17,12,3,2,-,11,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
64,MM Ali,T Shamsi,DJ Malan,0,0,0,86,103,18,20,3,3,-,11,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
65,MM Ali,T Shamsi,DJ Malan,1,0,1,87,102,19,21,3,4,-,11,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
66,DJ Malan,T Shamsi,MM Ali,0,0,0,87,102,17,13,3,5,-,11,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
67,DJ Malan,T Shamsi,MM Ali,2,0,2,89,100,19,14,3,6,-,11,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
68,MM Ali,AK Markram,DJ Malan,0,0,0,89,100,19,22,3,1,-,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
69,MM Ali,AK Markram,DJ Malan,6,0,6,95,94,25,23,3,2,-,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
70,MM Ali,AK Markram,DJ Malan,4,0,4,99,90,29,24,3,3,-,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
71,MM Ali,AK Markram,DJ Malan,0,1,1,100,89,29,25,3,4,wides,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
72,MM Ali,AK Markram,DJ Malan,0,1,1,101,88,29,26,3,5,wides,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
73,MM Ali,AK Markram,DJ Malan,1,0,1,102,87,30,27,3,6,-,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
74,DJ Malan,AK Markram,MM Ali,1,0,1,103,86,20,15,3,7,-,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
75,MM Ali,AK Markram,DJ Malan,1,0,1,104,85,31,28,3,8,-,12,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
76,MM Ali,T Shamsi,DJ Malan,6,0,6,110,79,37,29,3,1,-,13,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
77,MM Ali,T Shamsi,DJ Malan,0,0,0,110,79,37,30,4,2,-,13,,caught,MM Ali,DA Miller,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
78,LS Livingstone,T Shamsi,DJ Malan,0,0,0,110,79,0,1,4,3,-,13,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
79,LS Livingstone,T Shamsi,DJ Malan,0,0,0,110,79,0,2,4,4,-,13,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
80,LS Livingstone,T Shamsi,DJ Malan,1,0,1,111,78,1,3,4,5,-,13,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
81,DJ Malan,T Shamsi,LS Livingstone,1,0,1,112,77,21,16,4,6,-,13,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
82,DJ Malan,A Nortje,LS Livingstone,0,0,0,112,77,21,17,4,1,-,14,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
83,DJ Malan,A Nortje,LS Livingstone,0,0,0,112,77,21,18,4,2,-,14,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
84,DJ Malan,A Nortje,LS Livingstone,4,0,4,116,73,25,19,4,3,-,14,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
85,DJ Malan,A Nortje,LS Livingstone,0,0,0,116,73,25,20,4,4,-,14,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
86,DJ Malan,A Nortje,LS Livingstone,1,0,1,117,72,26,21,4,5,-,14,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
87,LS Livingstone,A Nortje,DJ Malan,0,0,0,117,72,1,4,4,6,-,14,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
88,DJ Malan,D Pretorius,LS Livingstone,0,0,0,117,72,26,22,4,1,-,15,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
89,DJ Malan,D Pretorius,LS Livingstone,0,0,0,117,72,26,23,4,2,-,15,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
90,DJ Malan,D Pretorius,LS Livingstone,1,0,1,118,71,27,24,4,3,-,15,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
91,LS Livingstone,D Pretorius,DJ Malan,0,0,0,118,71,1,5,4,4,-,15,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
92,LS Livingstone,D Pretorius,DJ Malan,1,0,1,119,70,2,6,4,5,-,15,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
93,DJ Malan,D Pretorius,LS Livingstone,6,0,6,125,64,33,25,4,6,-,15,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
94,LS Livingstone,K Rabada,DJ Malan,6,0,6,131,58,8,7,4,1,-,16,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
95,LS Livingstone,K Rabada,DJ Malan,6,0,6,137,52,14,8,4,2,-,16,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
96,LS Livingstone,K Rabada,DJ Malan,6,0,6,143,46,20,9,4,3,-,16,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
97,LS Livingstone,K Rabada,DJ Malan,0,0,0,143,46,20,10,4,4,-,16,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
98,LS Livingstone,K Rabada,DJ Malan,0,0,0,143,46,20,11,4,5,-,16,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
99,LS Livingstone,K Rabada,DJ Malan,1,0,1,144,45,21,12,4,6,-,16,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
100,LS Livingstone,D Pretorius,DJ Malan,1,0,1,145,44,22,13,4,1,-,17,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
101,DJ Malan,D Pretorius,LS Livingstone,0,0,0,145,44,33,26,5,2,-,17,,caught,DJ Malan,K Rabada,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
102,LS Livingstone,D Pretorius,EJG Morgan,1,0,1,146,43,23,14,5,3,-,17,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
103,EJG Morgan,D Pretorius,LS Livingstone,4,0,4,150,39,4,1,5,4,-,17,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
104,EJG Morgan,D Pretorius,LS Livingstone,1,0,1,151,38,5,2,5,5,-,17,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
105,LS Livingstone,D Pretorius,EJG Morgan,4,0,4,155,34,27,15,5,6,-,17,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
106,EJG Morgan,A Nortje,LS Livingstone,1,0,1,156,33,6,3,5,1,-,18,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
107,LS Livingstone,A Nortje,EJG Morgan,1,0,1,157,32,28,16,5,2,-,18,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
108,EJG Morgan,A Nortje,LS Livingstone,4,0,4,161,28,10,4,5,3,-,18,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
109,EJG Morgan,A Nortje,LS Livingstone,0,0,0,161,28,10,5,5,4,-,18,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
110,EJG Morgan,A Nortje,LS Livingstone,4,0,4,165,24,14,6,5,5,-,18,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
111,EJG Morgan,A Nortje,LS Livingstone,0,0,0,165,24,14,7,5,6,-,18,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
112,LS Livingstone,D Pretorius,EJG Morgan,0,0,0,165,24,28,17,6,1,-,19,,caught,LS Livingstone,DA Miller,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
113,EJG Morgan,D Pretorius,CR Woakes,0,0,0,165,24,14,8,6,2,-,19,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
114,EJG Morgan,D Pretorius,CR Woakes,1,1,2,167,22,15,9,6,3,noballs,19,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
115,CR Woakes,D Pretorius,EJG Morgan,6,0,6,173,16,6,1,6,4,-,19,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
116,CR Woakes,D Pretorius,EJG Morgan,1,0,1,174,15,7,2,6,5,-,19,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
117,EJG Morgan,D Pretorius,CR Woakes,0,0,0,174,15,15,10,6,6,-,19,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
118,EJG Morgan,D Pretorius,CR Woakes,2,0,2,176,13,17,11,6,7,-,19,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
119,CR Woakes,K Rabada,EJG Morgan,0,0,0,176,13,7,3,7,1,-,20,,caught,CR Woakes,A Nortje,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
120,EJG Morgan,K Rabada,CJ Jordan,0,0,0,176,13,17,12,8,2,-,20,,caught,EJG Morgan,KA Maharaj,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
121,CJ Jordan,K Rabada,AU Rashid,0,0,0,176,13,0,1,9,3,-,20,,caught,CJ Jordan,DA Miller,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
122,AU Rashid,K Rabada,MA Wood,1,0,1,177,12,1,1,9,4,-,20,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
123,MA Wood,K Rabada,AU Rashid,1,0,1,178,11,1,1,9,5,-,20,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
124,AU Rashid,K Rabada,MA Wood,1,0,1,179,10,2,2,9,6,-,20,,0,,,field,England,2,Sharjah Cricket Stadium,2021,11,South Africa_England_2021-11-06,South Africa,England,South Africa,179
