,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Liton Das,DL Chahar,Mohammad Naim,0,0,0,0,,0,1,0,1,0,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
1,Liton Das,DL Chahar,Mohammad Naim,1,0,1,1,,1,2,0,2,0,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
2,Mohammad Naim,DL Chahar,Liton Das,0,0,0,1,,0,1,0,3,0,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
3,Mohammad Naim,DL Chahar,Liton Das,1,0,1,2,,1,2,0,4,0,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
4,Liton Das,DL Chahar,Mohammad Naim,0,0,0,2,,1,3,0,5,0,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
5,Liton Das,DL Chahar,Mohammad Naim,4,0,4,6,,5,4,0,6,0,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
6,Mohammad Naim,KK Ahmed,Liton Das,4,0,4,10,,5,3,0,1,1,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
7,Mohammad Naim,KK Ahmed,Liton Das,4,0,4,14,,9,4,0,2,1,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
8,Mohammad Naim,KK Ahmed,Liton Das,4,0,4,18,,13,5,0,3,1,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
9,Mohammad Naim,KK Ahmed,Liton Das,0,0,0,18,,13,6,0,4,1,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
10,Mohammad Naim,KK Ahmed,Liton Das,1,0,1,19,,14,7,0,5,1,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
11,Liton Das,KK Ahmed,Mohammad Naim,1,0,1,20,,6,5,0,6,1,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
12,Liton Das,DL Chahar,Mohammad Naim,3,0,3,23,,9,6,0,1,2,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
13,Mohammad Naim,DL Chahar,Liton Das,0,0,0,23,,14,8,0,2,2,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
14,Mohammad Naim,DL Chahar,Liton Das,0,0,0,23,,14,9,0,3,2,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
15,Mohammad Naim,DL Chahar,Liton Das,0,0,0,23,,14,10,0,4,2,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
16,Mohammad Naim,DL Chahar,Liton Das,0,0,0,23,,14,11,0,5,2,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
17,Mohammad Naim,DL Chahar,Liton Das,1,0,1,24,,15,12,0,6,2,-,0,,,field,India,1,Saurashtra Cricket Association Stadium,2019,11,India_Bangladesh_2019-11-07,India,Bangladesh,India,False,153
