,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
12,Mohammad Rizwan,GA Stuurman,Haider Ali,0,0,0,12,157,6,7,1,1,2,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
13,Mohammad Rizwan,GA Stuurman,Haider Ali,4,0,4,16,153,10,8,1,2,2,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
14,Mohammad Rizwan,GA Stuurman,Haider Ali,0,0,0,16,153,10,9,1,3,2,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
15,Mohammad Rizwan,GA Stuurman,Haider Ali,2,0,2,18,151,12,10,1,4,2,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
16,Mohammad Rizwan,GA Stuurman,Haider Ali,4,0,4,22,147,16,11,1,5,2,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
17,Mohammad Rizwan,GA Stuurman,Haider Ali,0,1,1,23,146,16,12,1,6,2,,0,,,wides,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
18,Mohammad Rizwan,GA Stuurman,Haider Ali,4,0,4,27,142,20,13,1,7,2,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
19,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,27,142,1,3,1,1,3,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
20,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,27,142,1,4,1,2,3,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
21,Haider Ali,L Sipamla,Mohammad Rizwan,4,0,4,31,138,5,5,1,3,3,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
22,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,31,138,5,6,1,4,3,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
23,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,31,138,5,7,1,5,3,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
24,Haider Ali,L Sipamla,Mohammad Rizwan,1,0,1,32,137,6,8,1,6,3,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
25,Haider Ali,AL Phehlukwayo,Mohammad Rizwan,4,0,4,36,133,10,9,1,1,4,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
26,Haider Ali,AL Phehlukwayo,Mohammad Rizwan,0,0,0,36,133,10,10,1,2,4,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
27,Haider Ali,AL Phehlukwayo,Mohammad Rizwan,0,0,0,36,133,10,11,2,3,4,,caught,Haider Ali,L Sipamla,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
28,Hussain Talat,AL Phehlukwayo,Mohammad Rizwan,0,0,0,36,133,0,1,2,4,4,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
29,Hussain Talat,AL Phehlukwayo,Mohammad Rizwan,0,0,0,36,133,0,2,2,5,4,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
30,Hussain Talat,AL Phehlukwayo,Mohammad Rizwan,0,0,0,36,133,0,3,2,6,4,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
31,Mohammad Rizwan,L Sipamla,Hussain Talat,4,0,4,40,129,24,14,2,1,5,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
32,Mohammad Rizwan,L Sipamla,Hussain Talat,1,0,1,41,128,25,15,2,2,5,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
33,Hussain Talat,L Sipamla,Mohammad Rizwan,0,0,0,41,128,0,4,2,3,5,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
34,Hussain Talat,L Sipamla,Mohammad Rizwan,1,0,1,42,127,1,5,2,4,5,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
35,Mohammad Rizwan,L Sipamla,Hussain Talat,0,0,0,42,127,25,16,2,5,5,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
36,Mohammad Rizwan,L Sipamla,Hussain Talat,4,0,4,46,123,29,17,2,6,5,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
37,Hussain Talat,T Shamsi,Mohammad Rizwan,2,0,2,48,121,3,6,2,1,6,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
38,Hussain Talat,T Shamsi,Mohammad Rizwan,0,0,0,48,121,3,7,3,2,6,,caught,Hussain Talat,PJ van Biljon,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
39,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,49,120,1,1,3,3,6,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
40,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,50,119,30,18,3,4,6,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
41,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,51,118,2,2,3,5,6,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
42,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,0,0,0,51,118,30,19,3,6,6,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
43,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,0,0,0,51,118,2,3,3,1,7,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
44,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,1,0,1,52,117,3,4,3,2,7,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
45,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,1,0,1,53,116,31,20,3,3,7,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
46,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,1,0,1,54,115,4,5,3,4,7,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
47,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,0,0,0,54,115,31,21,3,5,7,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
48,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,1,0,1,55,114,32,22,3,6,7,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
49,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,56,113,33,23,3,1,8,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
50,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,0,0,56,113,4,6,3,2,8,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
51,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,0,0,56,113,4,7,3,3,8,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
52,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,1,1,57,112,4,8,3,4,8,,0,,,wides,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
53,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,58,111,5,9,3,5,8,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
54,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,59,110,34,24,3,6,8,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
55,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,60,109,6,10,3,7,8,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
56,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,4,0,4,64,105,10,11,3,1,9,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
57,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,1,0,1,65,104,11,12,3,2,9,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
58,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,0,0,0,65,104,34,25,3,3,9,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
59,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,0,1,1,66,103,34,26,3,4,9,,0,,,legbyes,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
60,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,1,0,1,67,102,12,13,3,5,9,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
61,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,1,0,1,68,101,35,27,3,6,9,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
62,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,69,100,36,28,3,1,10,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
63,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,70,99,13,14,3,2,10,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
64,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,71,98,37,29,3,3,10,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
65,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,72,97,14,15,3,4,10,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
66,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,73,96,38,30,3,5,10,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
67,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,0,0,73,96,14,16,3,6,10,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
68,Mohammad Rizwan,GA Stuurman,Iftikhar Ahmed,1,0,1,74,95,39,31,3,1,11,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
69,Iftikhar Ahmed,GA Stuurman,Mohammad Rizwan,4,0,4,78,91,18,17,3,2,11,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
70,Iftikhar Ahmed,GA Stuurman,Mohammad Rizwan,0,1,1,79,90,18,18,3,3,11,,0,,,legbyes,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
71,Mohammad Rizwan,GA Stuurman,Iftikhar Ahmed,0,1,1,80,89,39,32,3,4,11,,0,,,wides,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
72,Mohammad Rizwan,GA Stuurman,Iftikhar Ahmed,0,0,0,80,89,39,33,3,5,11,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
73,Mohammad Rizwan,GA Stuurman,Iftikhar Ahmed,6,0,6,86,83,45,34,3,6,11,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
74,Mohammad Rizwan,GA Stuurman,Iftikhar Ahmed,1,0,1,87,82,46,35,3,7,11,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
75,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,1,0,1,88,81,47,36,3,1,12,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
76,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,1,0,1,89,80,19,19,3,2,12,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
77,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,0,0,0,89,80,47,37,3,3,12,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
78,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,0,0,0,89,80,47,38,3,4,12,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
79,Mohammad Rizwan,JT Smuts,Iftikhar Ahmed,1,0,1,90,79,48,39,3,5,12,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
80,Iftikhar Ahmed,JT Smuts,Mohammad Rizwan,0,0,0,90,79,19,20,3,6,12,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
81,Mohammad Rizwan,D Pretorius,Iftikhar Ahmed,1,0,1,91,78,49,40,3,1,13,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
82,Iftikhar Ahmed,D Pretorius,Mohammad Rizwan,1,0,1,92,77,20,21,3,2,13,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
83,Mohammad Rizwan,D Pretorius,Iftikhar Ahmed,1,0,1,93,76,50,41,3,3,13,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
84,Iftikhar Ahmed,D Pretorius,Mohammad Rizwan,0,0,0,93,76,20,22,4,4,13,,caught,Iftikhar Ahmed,DA Miller,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
85,Mohammad Rizwan,D Pretorius,Khushdil Shah,1,0,1,94,75,51,42,4,5,13,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
86,Khushdil Shah,D Pretorius,Mohammad Rizwan,1,0,1,95,74,1,1,4,6,13,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
87,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,95,74,1,2,4,1,14,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
88,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,95,74,1,3,4,2,14,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
89,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,95,74,1,4,4,3,14,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
90,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,95,74,1,5,4,4,14,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
91,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,95,74,1,6,4,5,14,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
92,Khushdil Shah,T Shamsi,Mohammad Rizwan,1,0,1,96,73,2,7,4,6,14,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
93,Khushdil Shah,D Pretorius,Mohammad Rizwan,0,0,0,96,73,2,8,4,1,15,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
94,Khushdil Shah,D Pretorius,Mohammad Rizwan,0,0,0,96,73,2,9,4,2,15,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
95,Khushdil Shah,D Pretorius,Mohammad Rizwan,1,0,1,97,72,3,10,4,3,15,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
96,Mohammad Rizwan,D Pretorius,Khushdil Shah,0,0,0,97,72,51,43,5,4,15,,caught,Mohammad Rizwan,AL Phehlukwayo,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
97,Khushdil Shah,D Pretorius,Faheem Ashraf,1,0,1,98,71,4,11,5,5,15,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
98,Faheem Ashraf,D Pretorius,Khushdil Shah,1,0,1,99,70,1,1,5,6,15,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
99,Faheem Ashraf,AL Phehlukwayo,Khushdil Shah,2,0,2,101,68,3,2,5,1,16,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
100,Faheem Ashraf,AL Phehlukwayo,Khushdil Shah,1,0,1,102,67,4,3,5,2,16,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
101,Khushdil Shah,AL Phehlukwayo,Faheem Ashraf,1,0,1,103,66,5,12,5,3,16,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
102,Faheem Ashraf,AL Phehlukwayo,Khushdil Shah,1,0,1,104,65,5,4,5,4,16,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
103,Khushdil Shah,AL Phehlukwayo,Faheem Ashraf,1,0,1,105,64,6,13,5,5,16,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
104,Faheem Ashraf,AL Phehlukwayo,Khushdil Shah,6,0,6,111,58,11,5,5,6,16,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
105,Khushdil Shah,L Sipamla,Faheem Ashraf,0,1,1,112,57,6,14,5,1,17,,0,,,legbyes,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
106,Faheem Ashraf,L Sipamla,Khushdil Shah,4,0,4,116,53,15,6,5,2,17,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
107,Faheem Ashraf,L Sipamla,Khushdil Shah,1,0,1,117,52,16,7,5,3,17,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
108,Khushdil Shah,L Sipamla,Faheem Ashraf,4,0,4,121,48,10,15,5,4,17,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
109,Khushdil Shah,L Sipamla,Faheem Ashraf,4,0,4,125,44,14,16,5,5,17,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
110,Khushdil Shah,L Sipamla,Faheem Ashraf,1,0,1,126,43,15,17,5,6,17,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
111,Khushdil Shah,D Pretorius,Faheem Ashraf,0,0,0,126,43,15,18,6,1,18,,caught,Khushdil Shah,H Klaasen,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
112,Mohammad Nawaz (3),D Pretorius,Faheem Ashraf,0,0,0,126,43,0,1,6,2,18,,0,,,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
113,Mohammad Nawaz (3),D Pretorius,Faheem Ashraf,0,0,0,126,43,0,2,7,3,18,,bowled,Mohammad Nawaz (3),,-,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-13,South Africa,Pakistan,South Africa,144
