,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
30,Sahibzada Farhan,NM Lyon,Babar Azam,4,0,4,45,102,15,13,0,5,-,5,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
31,Sahibzada Farhan,NM Lyon,Babar Azam,0,0,0,45,102,15,14,0,6,-,5,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
32,Babar Azam,AJ Tye,Sahibzada Farhan,0,0,0,45,102,28,19,0,1,-,6,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
33,Babar Azam,AJ Tye,Sahibzada Farhan,0,0,0,45,102,28,20,0,2,-,6,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
34,Babar Azam,AJ Tye,Sahibzada Farhan,1,0,1,46,101,29,21,0,3,-,6,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
35,Sahibzada Farhan,AJ Tye,Babar Azam,1,0,1,47,100,16,15,0,4,-,6,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
36,Babar Azam,AJ Tye,Sahibzada Farhan,1,0,1,48,99,30,22,0,5,-,6,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
37,Sahibzada Farhan,AJ Tye,Babar Azam,6,0,6,54,93,22,16,0,6,-,6,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
38,Babar Azam,DJM Short,Sahibzada Farhan,4,0,4,58,89,34,23,0,1,-,7,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
39,Babar Azam,DJM Short,Sahibzada Farhan,1,0,1,59,88,35,24,0,2,-,7,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
40,Sahibzada Farhan,DJM Short,Babar Azam,0,0,0,59,88,22,17,0,3,-,7,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
41,Sahibzada Farhan,DJM Short,Babar Azam,0,0,0,59,88,22,18,0,4,-,7,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
42,Sahibzada Farhan,DJM Short,Babar Azam,1,0,1,60,87,23,19,0,5,-,7,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
43,Babar Azam,DJM Short,Sahibzada Farhan,1,0,1,61,86,36,25,0,6,-,7,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
44,Babar Azam,A Zampa,Sahibzada Farhan,1,0,1,62,85,37,26,0,1,-,8,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
45,Sahibzada Farhan,A Zampa,Babar Azam,1,0,1,63,84,24,20,0,2,-,8,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
46,Babar Azam,A Zampa,Sahibzada Farhan,1,0,1,64,83,38,27,0,3,-,8,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
47,Sahibzada Farhan,A Zampa,Babar Azam,0,0,0,64,83,24,21,0,4,-,8,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
48,Sahibzada Farhan,A Zampa,Babar Azam,1,0,1,65,82,25,22,0,5,-,8,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
49,Babar Azam,A Zampa,Sahibzada Farhan,1,0,1,66,81,39,28,0,6,-,8,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
50,Babar Azam,DJM Short,Sahibzada Farhan,0,0,0,66,81,39,29,0,1,-,9,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
51,Babar Azam,DJM Short,Sahibzada Farhan,2,0,2,68,79,41,30,0,2,-,9,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
52,Babar Azam,DJM Short,Sahibzada Farhan,0,0,0,68,79,41,31,0,3,-,9,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
53,Babar Azam,DJM Short,Sahibzada Farhan,1,0,1,69,78,42,32,0,4,-,9,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
54,Sahibzada Farhan,DJM Short,Babar Azam,0,0,0,69,78,25,23,0,5,-,9,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
55,Sahibzada Farhan,DJM Short,Babar Azam,0,0,0,69,78,25,24,0,6,-,9,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
56,Babar Azam,A Zampa,Sahibzada Farhan,0,0,0,69,78,42,33,0,1,-,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
57,Babar Azam,A Zampa,Sahibzada Farhan,1,0,1,70,77,43,34,0,2,-,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
58,Sahibzada Farhan,A Zampa,Babar Azam,0,1,1,71,76,25,25,0,3,wides,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
59,Sahibzada Farhan,A Zampa,Babar Azam,1,0,1,72,75,26,26,0,4,-,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
60,Babar Azam,A Zampa,Sahibzada Farhan,1,0,1,73,74,44,35,0,5,-,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
61,Sahibzada Farhan,A Zampa,Babar Azam,0,0,0,73,74,26,27,0,6,-,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
62,Sahibzada Farhan,A Zampa,Babar Azam,1,0,1,74,73,27,28,0,7,-,10,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
63,Sahibzada Farhan,DJM Short,Babar Azam,1,0,1,75,72,28,29,0,1,-,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
64,Babar Azam,DJM Short,Sahibzada Farhan,0,0,0,75,72,44,36,0,2,-,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
65,Babar Azam,DJM Short,Sahibzada Farhan,2,0,2,77,70,46,37,0,3,-,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
66,Babar Azam,DJM Short,Sahibzada Farhan,0,1,1,78,69,46,38,0,4,wides,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
67,Babar Azam,DJM Short,Sahibzada Farhan,1,0,1,79,68,47,39,0,5,-,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
68,Sahibzada Farhan,DJM Short,Babar Azam,0,0,0,79,68,28,30,0,6,-,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
69,Sahibzada Farhan,DJM Short,Babar Azam,1,0,1,80,67,29,31,0,7,-,11,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
70,Sahibzada Farhan,A Zampa,Babar Azam,0,0,0,80,67,29,32,0,1,-,12,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
71,Sahibzada Farhan,A Zampa,Babar Azam,6,0,6,86,61,35,33,0,2,-,12,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
72,Sahibzada Farhan,A Zampa,Babar Azam,0,0,0,86,61,35,34,0,3,-,12,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
73,Sahibzada Farhan,A Zampa,Babar Azam,1,0,1,87,60,36,35,0,4,-,12,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
74,Babar Azam,A Zampa,Sahibzada Farhan,1,0,1,88,59,48,40,0,5,-,12,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
75,Sahibzada Farhan,A Zampa,Babar Azam,2,0,2,90,57,38,36,0,6,-,12,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
76,Babar Azam,NM Lyon,Sahibzada Farhan,1,0,1,91,56,49,41,0,1,-,13,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
77,Sahibzada Farhan,NM Lyon,Babar Azam,0,0,0,91,56,38,37,0,2,-,13,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
78,Sahibzada Farhan,NM Lyon,Babar Azam,1,0,1,92,55,39,38,0,3,-,13,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
79,Babar Azam,NM Lyon,Sahibzada Farhan,1,0,1,93,54,50,42,0,4,-,13,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
80,Sahibzada Farhan,NM Lyon,Babar Azam,0,0,0,93,54,39,39,1,5,-,13,caught,Sahibzada Farhan,AJ Tye,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
81,Mohammad Hafeez,NM Lyon,Babar Azam,4,0,4,97,50,4,1,1,6,-,13,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
82,Babar Azam,AJ Tye,Mohammad Hafeez,0,0,0,97,50,50,43,2,1,-,14,bowled,Babar Azam,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
83,Shoaib Malik,AJ Tye,Mohammad Hafeez,0,0,0,97,50,0,1,2,2,-,14,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
84,Shoaib Malik,AJ Tye,Mohammad Hafeez,1,0,1,98,49,1,2,2,3,-,14,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
85,Mohammad Hafeez,AJ Tye,Shoaib Malik,0,0,0,98,49,4,2,2,4,-,14,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
86,Mohammad Hafeez,AJ Tye,Shoaib Malik,1,0,1,99,48,5,3,2,5,-,14,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
87,Shoaib Malik,AJ Tye,Mohammad Hafeez,1,0,1,100,47,2,3,2,6,-,14,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
88,Shoaib Malik,DJM Short,Mohammad Hafeez,1,0,1,101,46,3,4,2,1,-,15,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
89,Mohammad Hafeez,DJM Short,Shoaib Malik,1,0,1,102,45,6,4,2,2,-,15,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
90,Shoaib Malik,DJM Short,Mohammad Hafeez,1,0,1,103,44,4,5,2,3,-,15,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
91,Mohammad Hafeez,DJM Short,Shoaib Malik,6,0,6,109,38,12,5,2,4,-,15,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
92,Mohammad Hafeez,DJM Short,Shoaib Malik,1,0,1,110,37,13,6,2,5,-,15,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
93,Shoaib Malik,DJM Short,Mohammad Hafeez,1,0,1,111,36,5,6,2,6,-,15,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
94,Shoaib Malik,NM Coulter-Nile,Mohammad Hafeez,4,0,4,115,32,9,7,2,1,-,16,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
95,Shoaib Malik,NM Coulter-Nile,Mohammad Hafeez,1,0,1,116,31,10,8,2,2,-,16,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
96,Mohammad Hafeez,NM Coulter-Nile,Shoaib Malik,0,0,0,116,31,13,7,2,3,-,16,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
97,Mohammad Hafeez,NM Coulter-Nile,Shoaib Malik,1,0,1,117,30,14,8,2,4,-,16,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
98,Shoaib Malik,NM Coulter-Nile,Mohammad Hafeez,2,0,2,119,28,12,9,2,5,-,16,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
99,Shoaib Malik,NM Coulter-Nile,Mohammad Hafeez,2,0,2,121,26,14,10,2,6,-,16,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
100,Mohammad Hafeez,A Zampa,Shoaib Malik,0,0,0,121,26,14,9,2,1,-,17,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
101,Mohammad Hafeez,A Zampa,Shoaib Malik,1,0,1,122,25,15,10,2,2,-,17,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
102,Shoaib Malik,A Zampa,Mohammad Hafeez,4,0,4,126,21,18,11,2,3,-,17,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
103,Shoaib Malik,A Zampa,Mohammad Hafeez,0,0,0,126,21,18,12,3,4,-,17,caught,Shoaib Malik,AJ Finch,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
104,Asif Ali,A Zampa,Mohammad Hafeez,0,0,0,126,21,0,1,3,5,-,17,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
105,Asif Ali,A Zampa,Mohammad Hafeez,0,0,0,126,21,0,2,3,6,-,17,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
106,Mohammad Hafeez,AJ Tye,Asif Ali,4,0,4,130,17,19,11,3,1,-,18,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
107,Mohammad Hafeez,AJ Tye,Asif Ali,4,0,4,134,13,23,12,3,2,-,18,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
108,Mohammad Hafeez,AJ Tye,Asif Ali,0,0,0,134,13,23,13,3,3,-,18,0,,,"{'by': 'Pakistan', 'batter': 'Mohammad Hafeez', 'decision': 'upheld'}",bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
109,Mohammad Hafeez,AJ Tye,Asif Ali,1,0,1,135,12,24,14,3,4,-,18,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
110,Asif Ali,AJ Tye,Mohammad Hafeez,0,0,0,135,12,0,3,3,5,-,18,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
111,Asif Ali,AJ Tye,Mohammad Hafeez,4,0,4,139,8,4,4,3,6,-,18,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
112,Mohammad Hafeez,MR Marsh,Asif Ali,1,0,1,140,7,25,15,3,1,-,19,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
113,Asif Ali,MR Marsh,Mohammad Hafeez,0,0,0,140,7,4,5,4,2,-,19,caught,Asif Ali,NM Coulter-Nile,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
114,Mohammad Hafeez,MR Marsh,Faheem Ashraf,1,0,1,141,6,26,16,4,3,-,19,0,,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Pakistan,Australia
