,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Nazmul Hossain Shanto,TA Boult,Mehedi Hasan Miraz,1,0,1,1,146,1,1,0,1,0,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
1,Mehedi Hasan Miraz,TA Boult,Nazmul Hossain Shanto,0,0,0,1,146,0,1,0,2,0,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
2,Mehedi Hasan Miraz,TA Boult,Nazmul Hossain Shanto,1,0,1,2,145,1,2,0,3,0,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
3,Nazmul Hossain Shanto,TA Boult,Mehedi Hasan Miraz,0,0,0,2,145,1,2,0,4,0,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
4,Nazmul Hossain Shanto,TA Boult,Mehedi Hasan Miraz,0,0,0,2,145,1,3,0,5,0,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
5,Nazmul Hossain Shanto,TA Boult,Mehedi Hasan Miraz,3,0,3,5,142,4,4,0,6,0,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
6,Nazmul Hossain Shanto,TG Southee,Mehedi Hasan Miraz,3,0,3,8,139,7,5,0,1,1,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
7,Mehedi Hasan Miraz,TG Southee,Nazmul Hossain Shanto,4,0,4,12,135,5,3,0,2,1,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
8,Mehedi Hasan Miraz,TG Southee,Nazmul Hossain Shanto,0,0,0,12,135,5,4,0,3,1,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
9,Mehedi Hasan Miraz,TG Southee,Nazmul Hossain Shanto,0,0,0,12,135,5,5,1,4,1,-,caught,Mehedi Hasan Miraz,AF Milne,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
10,Liton Das,TG Southee,Nazmul Hossain Shanto,0,1,1,13,134,0,1,1,5,1,legbyes,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
11,Nazmul Hossain Shanto,TG Southee,Liton Das,1,0,1,14,133,8,6,1,6,1,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
12,Nazmul Hossain Shanto,TA Boult,Liton Das,0,0,0,14,133,8,7,1,1,2,-,0,,,field,New Zealand,1,"Hagley Oval, Christchurch",2022,10,Bangladesh_New Zealand_2022-10-09,New Zealand,Bangladesh,New Zealand,137
