,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,RD Gaikwad,M Jansen,Ishan Kishan,0,1,1,1,,0,1,0,wides,0.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,Right hand Bat,,Left arm Medium
1,RD Gaikwad,M Jansen,Ishan Kishan,1,0,1,2,,1,2,0,-,1.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,Right hand Bat,,Left arm Medium
2,Ishan Kishan,M Jansen,RD Gaikwad,0,0,0,2,,0,1,0,-,2.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,,Right hand Bat,Left arm Medium
3,Ishan Kishan,M Jansen,RD Gaikwad,4,0,4,6,,4,2,0,-,3.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,,Right hand Bat,Left arm Medium
4,Ishan Kishan,M Jansen,RD Gaikwad,2,0,2,8,,6,3,0,-,4.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,,Right hand Bat,Left arm Medium
5,Ishan Kishan,M Jansen,RD Gaikwad,0,0,0,8,,6,4,0,-,5.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,,Right hand Bat,Left arm Medium
6,Ishan Kishan,M Jansen,RD Gaikwad,0,0,0,8,,6,5,0,-,6.0,0,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,,Right hand Bat,Left arm Medium
7,RD Gaikwad,L Ngidi,Ishan Kishan,0,1,1,9,,1,3,0,wides,0.0,1,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,Right hand Bat,,Right arm Fast
8,RD Gaikwad,L Ngidi,Ishan Kishan,0,0,0,9,,1,4,0,-,1.0,1,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,Right hand Bat,,Right arm Fast
9,RD Gaikwad,L Ngidi,Ishan Kishan,0,0,0,9,,1,5,0,-,2.0,1,0,,,,field,South Africa,1,"Saurashtra Cricket Association Stadium, Rajkot",2022,06,India_South Africa_2022-06-17,India,India,South Africa,True,169,Right hand Bat,,Right arm Fast
