,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
11,L Tucker,Azmatullah Omarzai,PR Stirling,1,0,1,29,103,1,2,1,6,1,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
12,L Tucker,Mujeeb Ur Rahman,PR Stirling,0,0,0,29,103,1,3,1,1,2,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
13,L Tucker,Mujeeb Ur Rahman,PR Stirling,1,0,1,30,102,2,4,1,2,2,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
14,PR Stirling,Mujeeb Ur Rahman,L Tucker,6,0,6,36,96,19,6,1,3,2,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
15,PR Stirling,Mujeeb Ur Rahman,L Tucker,0,0,0,36,96,19,7,1,4,2,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
16,PR Stirling,Mujeeb Ur Rahman,L Tucker,1,0,1,37,95,20,8,1,5,2,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
17,L Tucker,Mujeeb Ur Rahman,PR Stirling,1,0,1,38,94,3,5,1,6,2,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
18,L Tucker,Fareed Ahmad,PR Stirling,0,0,0,38,94,3,6,1,1,3,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
19,L Tucker,Fareed Ahmad,PR Stirling,1,0,1,39,93,4,7,1,2,3,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
20,PR Stirling,Fareed Ahmad,L Tucker,0,0,0,39,93,20,9,2,3,3,caught,PR Stirling,Rashid Khan,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
21,HT Tector,Fareed Ahmad,L Tucker,1,0,1,40,92,1,1,2,4,3,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
22,L Tucker,Fareed Ahmad,HT Tector,0,0,0,40,92,4,8,3,5,3,caught,L Tucker,Najibullah Zadran,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
23,HT Tector,Fareed Ahmad,GH Dockrell,4,0,4,44,88,5,2,3,6,3,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
24,GH Dockrell,Rashid Khan,HT Tector,1,0,1,45,87,1,1,3,1,4,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
25,HT Tector,Rashid Khan,GH Dockrell,1,0,1,46,86,6,3,3,2,4,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
26,GH Dockrell,Rashid Khan,HT Tector,1,0,1,47,85,2,2,3,3,4,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
27,HT Tector,Rashid Khan,GH Dockrell,1,0,1,48,84,7,4,3,4,4,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
28,GH Dockrell,Rashid Khan,HT Tector,1,0,1,49,83,3,3,3,5,4,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
29,HT Tector,Rashid Khan,GH Dockrell,1,0,1,50,82,8,5,3,6,4,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
30,HT Tector,Fareed Ahmad,GH Dockrell,1,0,1,51,81,9,6,3,1,5,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
31,GH Dockrell,Fareed Ahmad,HT Tector,2,0,2,53,79,5,4,3,2,5,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
32,GH Dockrell,Fareed Ahmad,HT Tector,1,0,1,54,78,6,5,3,3,5,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
33,HT Tector,Fareed Ahmad,GH Dockrell,0,5,5,59,73,9,7,3,4,5,0,,,penalty,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
34,HT Tector,Fareed Ahmad,GH Dockrell,4,0,4,63,69,13,8,3,5,5,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
35,HT Tector,Fareed Ahmad,GH Dockrell,0,0,0,63,69,13,9,4,6,5,caught,HT Tector,Rahmanullah Gurbaz,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
36,GH Dockrell,Rashid Khan,GJ Delany,1,0,1,64,68,7,6,4,1,6,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
37,GJ Delany,Rashid Khan,GH Dockrell,1,0,1,65,67,1,1,4,2,6,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
38,GH Dockrell,Rashid Khan,GJ Delany,1,0,1,66,66,8,7,4,3,6,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
39,GJ Delany,Rashid Khan,GH Dockrell,0,0,0,66,66,1,2,4,4,6,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
40,GJ Delany,Rashid Khan,GH Dockrell,2,0,2,68,64,3,3,4,5,6,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
41,GJ Delany,Rashid Khan,GH Dockrell,0,0,0,68,64,3,4,5,6,6,lbw,GJ Delany,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
42,GH Dockrell,Naveen-ul-Haq,MR Adair,1,0,1,69,63,9,8,5,1,7,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
43,MR Adair,Naveen-ul-Haq,GH Dockrell,0,0,0,69,63,0,1,6,2,7,lbw,MR Adair,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
44,F Hand,Naveen-ul-Haq,GH Dockrell,0,0,0,69,63,0,1,7,3,7,caught,F Hand,Fareed Ahmad,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
45,BJ McCarthy,Naveen-ul-Haq,GH Dockrell,1,1,2,71,61,1,1,7,4,7,0,,,noballs,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
46,GH Dockrell,Naveen-ul-Haq,BJ McCarthy,4,0,4,75,57,13,9,7,5,7,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
47,GH Dockrell,Naveen-ul-Haq,BJ McCarthy,4,0,4,79,53,17,10,7,6,7,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
48,GH Dockrell,Naveen-ul-Haq,BJ McCarthy,0,1,1,80,52,17,11,7,7,7,0,,,legbyes,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
49,GH Dockrell,Rashid Khan,BJ McCarthy,0,0,0,80,52,17,12,7,1,8,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
50,GH Dockrell,Rashid Khan,BJ McCarthy,4,0,4,84,48,21,13,7,2,8,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
51,GH Dockrell,Rashid Khan,BJ McCarthy,6,0,6,90,42,27,14,7,3,8,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
52,GH Dockrell,Rashid Khan,BJ McCarthy,0,1,1,91,41,27,15,7,4,8,0,,,byes,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
53,BJ McCarthy,Rashid Khan,GH Dockrell,0,0,0,91,41,1,2,7,5,8,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
54,BJ McCarthy,Rashid Khan,GH Dockrell,0,0,0,91,41,1,3,8,6,8,caught,BJ McCarthy,Mohammad Nabi,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
55,GH Dockrell,Azmatullah Omarzai,Simi Singh,2,0,2,93,39,29,16,8,1,9,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
56,GH Dockrell,Azmatullah Omarzai,Simi Singh,1,0,1,94,38,30,17,9,2,9,run out,Simi Singh,Ibrahim Zadran;Azmatullah Omarzai,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
57,GH Dockrell,Azmatullah Omarzai,J Little,0,0,0,94,38,30,18,9,3,9,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
58,GH Dockrell,Azmatullah Omarzai,J Little,0,0,0,94,38,30,19,9,4,9,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
59,GH Dockrell,Azmatullah Omarzai,J Little,6,0,6,100,32,36,20,9,5,9,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
60,GH Dockrell,Azmatullah Omarzai,J Little,1,0,1,101,31,37,21,9,6,9,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
61,GH Dockrell,Mujeeb Ur Rahman,J Little,0,0,0,101,31,37,22,9,1,10,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
62,GH Dockrell,Mujeeb Ur Rahman,J Little,4,0,4,105,27,41,23,9,2,10,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
63,GH Dockrell,Mujeeb Ur Rahman,J Little,0,0,0,105,27,41,24,9,3,10,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
64,GH Dockrell,Mujeeb Ur Rahman,J Little,0,0,0,105,27,41,25,9,4,10,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
65,GH Dockrell,Mujeeb Ur Rahman,J Little,0,0,0,105,27,41,26,9,5,10,0,,,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
66,GH Dockrell,Mujeeb Ur Rahman,J Little,0,0,0,105,27,41,27,10,6,10,run out,J Little,Mohammad Nabi,-,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-15,Afghanistan,Ireland,Afghanistan,False,105
