,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
109,Faheem Ashraf,AJ Tye,Shoaib Malik,0,1,1,125,,1,2,4,5,wides,17,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
110,Faheem Ashraf,AJ Tye,Shoaib Malik,1,0,1,126,,2,3,4,6,-,17,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
111,Shoaib Malik,AJ Tye,Faheem Ashraf,2,0,2,128,,13,10,4,7,-,17,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
112,Faheem Ashraf,NM Coulter-Nile,Shoaib Malik,1,0,1,129,,3,4,4,1,-,18,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
113,Shoaib Malik,NM Coulter-Nile,Faheem Ashraf,1,0,1,130,,14,11,4,2,-,18,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
114,Faheem Ashraf,NM Coulter-Nile,Shoaib Malik,0,1,1,131,,3,5,4,3,legbyes,18,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
115,Shoaib Malik,NM Coulter-Nile,Faheem Ashraf,0,0,0,131,,14,12,5,4,-,18,,caught,Shoaib Malik,MR Marsh,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
116,Hasan Ali,NM Coulter-Nile,Faheem Ashraf,0,0,0,131,,0,1,6,5,-,18,,caught,Hasan Ali,MR Marsh,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
117,Faheem Ashraf,NM Coulter-Nile,Imad Wasim,1,0,1,132,,4,6,6,6,-,18,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
118,Faheem Ashraf,AJ Tye,Imad Wasim,4,0,4,136,,8,7,6,1,-,19,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
119,Faheem Ashraf,AJ Tye,Imad Wasim,2,0,2,138,,10,8,6,2,-,19,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
120,Faheem Ashraf,AJ Tye,Imad Wasim,1,0,1,139,,11,9,6,3,-,19,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
121,Imad Wasim,AJ Tye,Faheem Ashraf,1,0,1,140,,1,1,6,4,-,19,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
122,Faheem Ashraf,AJ Tye,Imad Wasim,6,0,6,146,,17,10,6,5,-,19,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
123,Faheem Ashraf,AJ Tye,Imad Wasim,0,1,1,147,,17,11,6,6,legbyes,19,,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-26,Pakistan,Pakistan,Australia,True,147
