,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,LMP Simmons,Abdur Razzak,AB Barath,0,0,0,0,,0,1,0,1,0,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
1,LMP Simmons,Abdur Razzak,AB Barath,1,0,1,1,,1,2,0,2,0,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
2,AB Barath,Abdur Razzak,LMP Simmons,0,0,0,1,,0,1,0,3,0,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
3,AB Barath,Abdur Razzak,LMP Simmons,0,0,0,1,,0,2,0,4,0,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
4,AB Barath,Abdur Razzak,LMP Simmons,1,0,1,2,,1,3,0,5,0,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
5,LMP Simmons,Abdur Razzak,AB Barath,0,0,0,2,,1,3,0,6,0,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
6,AB Barath,Shafiul Islam,LMP Simmons,4,0,4,6,,5,4,0,1,1,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
7,AB Barath,Shafiul Islam,LMP Simmons,0,0,0,6,,5,5,0,2,1,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
8,AB Barath,Shafiul Islam,LMP Simmons,0,0,0,6,,5,6,0,3,1,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
9,AB Barath,Shafiul Islam,LMP Simmons,0,4,4,10,,5,7,0,4,1,legbyes,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
10,AB Barath,Shafiul Islam,LMP Simmons,0,0,0,10,,5,8,0,5,1,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
11,AB Barath,Shafiul Islam,LMP Simmons,0,1,1,11,,5,9,0,6,1,wides,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
12,AB Barath,Shafiul Islam,LMP Simmons,0,0,0,11,,5,10,0,7,1,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
13,LMP Simmons,Abdur Razzak,AB Barath,1,0,1,12,,2,4,0,1,2,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
14,AB Barath,Abdur Razzak,LMP Simmons,2,0,2,14,,7,11,0,2,2,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
15,AB Barath,Abdur Razzak,LMP Simmons,0,1,1,15,,7,12,0,3,2,wides,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
16,AB Barath,Abdur Razzak,LMP Simmons,4,0,4,19,,11,13,0,4,2,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
17,AB Barath,Abdur Razzak,LMP Simmons,0,0,0,19,,11,14,0,5,2,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
18,AB Barath,Abdur Razzak,LMP Simmons,2,0,2,21,,13,15,0,6,2,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
19,AB Barath,Abdur Razzak,LMP Simmons,0,0,0,21,,13,16,0,7,2,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
20,LMP Simmons,Rubel Hossain,AB Barath,1,0,1,22,,3,5,0,1,3,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
21,AB Barath,Rubel Hossain,LMP Simmons,0,0,0,22,,13,17,0,2,3,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
22,AB Barath,Rubel Hossain,LMP Simmons,0,0,0,22,,13,18,0,3,3,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
23,AB Barath,Rubel Hossain,LMP Simmons,1,0,1,23,,14,19,0,4,3,-,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2011,10,Bangladesh_West Indies_2011-10-11,Bangladesh,West Indies,Bangladesh,False,132
