,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,SF Mire,Mujeeb Ur Rahman,H Masakadza,1,0,1,1,157,1,1,0,1,0,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
1,H Masakadza,Mujeeb Ur Rahman,SF Mire,0,0,0,1,157,0,1,0,2,0,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
2,H Masakadza,Mujeeb Ur Rahman,SF Mire,0,0,0,1,157,0,2,0,3,0,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
3,H Masakadza,Mujeeb Ur Rahman,SF Mire,0,0,0,1,157,0,3,0,4,0,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
4,H Masakadza,Mujeeb Ur Rahman,SF Mire,0,0,0,1,157,0,4,0,5,0,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
5,H Masakadza,Mujeeb Ur Rahman,SF Mire,0,0,0,1,157,0,5,0,6,0,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
6,SF Mire,Aftab Alam,H Masakadza,0,0,0,1,157,1,2,0,1,1,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
7,SF Mire,Aftab Alam,H Masakadza,0,0,0,1,157,1,3,0,2,1,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
8,SF Mire,Aftab Alam,H Masakadza,1,0,1,2,156,2,4,0,3,1,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
9,H Masakadza,Aftab Alam,SF Mire,0,0,0,2,156,0,6,0,4,1,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
10,H Masakadza,Aftab Alam,SF Mire,4,0,4,6,152,4,7,0,5,1,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
11,H Masakadza,Aftab Alam,SF Mire,0,0,0,6,152,4,8,0,6,1,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
12,SF Mire,Mujeeb Ur Rahman,H Masakadza,0,0,0,6,152,2,5,1,1,2,bowled,SF Mire,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
13,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,0,0,0,6,152,0,1,1,2,2,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
14,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,0,0,0,6,152,0,2,1,3,2,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
15,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,0,0,0,6,152,0,3,1,4,2,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
16,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,1,0,1,7,151,1,4,1,5,2,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
17,H Masakadza,Mujeeb Ur Rahman,BRM Taylor,1,0,1,8,150,5,9,1,6,2,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
18,H Masakadza,Aftab Alam,BRM Taylor,0,0,0,8,150,5,10,1,1,3,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
19,H Masakadza,Aftab Alam,BRM Taylor,4,0,4,12,146,9,11,1,2,3,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
20,H Masakadza,Aftab Alam,BRM Taylor,0,0,0,12,146,9,12,1,3,3,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
21,H Masakadza,Aftab Alam,BRM Taylor,0,0,0,12,146,9,13,1,4,3,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
22,H Masakadza,Aftab Alam,BRM Taylor,0,0,0,12,146,9,14,1,5,3,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
23,H Masakadza,Aftab Alam,BRM Taylor,1,0,1,13,145,10,15,1,6,3,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
24,H Masakadza,Mujeeb Ur Rahman,BRM Taylor,0,0,0,13,145,10,16,1,1,4,0,,,-,field,Zimbabwe,2,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Zimbabwe,Afghanistan,False,141
