,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,V Sehwag,JJ van der Wath,SR Tendulkar,0,0,0,0,126,0,1,0,1,1,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
1,V Sehwag,JJ van der Wath,SR Tendulkar,4,0,4,4,122,4,2,0,2,1,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
2,V Sehwag,JJ van der Wath,SR Tendulkar,0,0,0,4,122,4,3,0,3,1,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
3,V Sehwag,JJ van der Wath,SR Tendulkar,0,0,0,4,122,4,4,0,4,1,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
4,V Sehwag,JJ van der Wath,SR Tendulkar,0,0,0,4,122,4,5,0,5,1,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
5,V Sehwag,JJ van der Wath,SR Tendulkar,0,0,0,4,122,4,6,0,6,1,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
6,SR Tendulkar,CK Langeveldt,V Sehwag,0,1,1,5,121,0,1,0,1,2,wides,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
7,SR Tendulkar,CK Langeveldt,V Sehwag,0,0,0,5,121,0,2,0,2,2,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
8,SR Tendulkar,CK Langeveldt,V Sehwag,0,0,0,5,121,0,3,0,3,2,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
9,SR Tendulkar,CK Langeveldt,V Sehwag,0,0,0,5,121,0,4,0,4,2,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
10,SR Tendulkar,CK Langeveldt,V Sehwag,2,0,2,7,119,2,5,0,5,2,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
11,SR Tendulkar,CK Langeveldt,V Sehwag,0,0,0,7,119,2,6,0,6,2,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
12,SR Tendulkar,CK Langeveldt,V Sehwag,0,1,1,8,118,2,7,0,7,2,noballs,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
13,SR Tendulkar,CK Langeveldt,V Sehwag,0,0,0,8,118,2,8,0,8,2,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
14,V Sehwag,JJ van der Wath,SR Tendulkar,0,0,0,8,118,4,7,0,1,3,-,0,,,bat,South Africa,2,New Wanderers Stadium,2006,12,South Africa_India_2006-12-01,India,India,South Africa
