,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
14,AD Hales,AD Russell,C Kieswetter,0,0,0,18,107,5,6,0,-,1.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
15,AD Hales,AD Russell,C Kieswetter,0,1,1,19,106,5,6,0,wides,1.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
16,AD Hales,AD Russell,C Kieswetter,1,0,1,20,105,6,7,0,-,2.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
17,C Kieswetter,AD Russell,AD Hales,0,0,0,20,105,11,8,0,-,3.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
18,C Kieswetter,AD Russell,AD Hales,1,0,1,21,104,12,9,0,-,4.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
19,AD Hales,AD Russell,C Kieswetter,0,0,0,21,104,6,8,0,-,5.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
20,AD Hales,AD Russell,C Kieswetter,4,0,4,25,100,10,9,0,-,6.0,2,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
21,C Kieswetter,DJG Sammy,AD Hales,2,0,2,27,98,14,10,0,-,1.0,3,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
22,C Kieswetter,DJG Sammy,AD Hales,1,0,1,28,97,15,11,0,-,2.0,3,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
23,AD Hales,DJG Sammy,C Kieswetter,1,0,1,29,96,11,10,0,-,3.0,3,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
24,C Kieswetter,DJG Sammy,AD Hales,0,0,0,29,96,15,12,0,-,4.0,3,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
25,C Kieswetter,DJG Sammy,AD Hales,2,0,2,31,94,17,13,0,-,5.0,3,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
26,C Kieswetter,DJG Sammy,AD Hales,0,0,0,31,94,17,14,0,-,6.0,3,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
27,AD Hales,FH Edwards,C Kieswetter,4,0,4,35,90,15,11,0,-,1.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
28,AD Hales,FH Edwards,C Kieswetter,1,0,1,36,89,16,12,0,-,2.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
29,C Kieswetter,FH Edwards,AD Hales,0,0,0,36,89,17,15,0,-,3.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
30,C Kieswetter,FH Edwards,AD Hales,0,1,1,37,88,17,15,0,noballs,3.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
31,C Kieswetter,FH Edwards,AD Hales,3,0,3,40,85,20,16,0,-,4.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
32,AD Hales,FH Edwards,C Kieswetter,4,0,4,44,81,20,13,0,-,5.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
33,AD Hales,FH Edwards,C Kieswetter,0,0,0,44,81,20,14,0,-,6.0,4,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
34,C Kieswetter,DJG Sammy,AD Hales,0,0,0,44,81,20,17,0,-,1.0,5,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
35,C Kieswetter,DJG Sammy,AD Hales,1,0,1,45,80,21,18,0,-,2.0,5,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
36,AD Hales,DJG Sammy,C Kieswetter,0,0,0,45,80,20,15,0,-,3.0,5,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
37,AD Hales,DJG Sammy,C Kieswetter,1,0,1,46,79,21,16,0,-,4.0,5,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
38,C Kieswetter,DJG Sammy,AD Hales,4,0,4,50,75,25,19,0,-,5.0,5,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
39,C Kieswetter,DJG Sammy,AD Hales,2,0,2,52,73,27,20,0,-,6.0,5,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
40,AD Hales,AD Russell,C Kieswetter,2,0,2,54,71,23,17,0,-,1.0,6,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
41,AD Hales,AD Russell,C Kieswetter,2,0,2,56,69,25,18,0,-,2.0,6,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
42,AD Hales,AD Russell,C Kieswetter,6,0,6,62,63,31,19,0,-,3.0,6,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
43,AD Hales,AD Russell,C Kieswetter,0,0,0,62,63,31,20,0,-,4.0,6,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
44,AD Hales,AD Russell,C Kieswetter,4,0,4,66,59,35,21,0,-,5.0,6,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
45,AD Hales,AD Russell,C Kieswetter,0,0,0,66,59,35,22,0,-,6.0,6,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Fast
46,C Kieswetter,D Bishoo,AD Hales,1,0,1,67,58,28,21,0,-,1.0,7,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
47,AD Hales,D Bishoo,C Kieswetter,1,0,1,68,57,36,23,0,-,2.0,7,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
48,C Kieswetter,D Bishoo,AD Hales,2,0,2,70,55,30,22,0,-,3.0,7,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
49,C Kieswetter,D Bishoo,AD Hales,1,0,1,71,54,31,23,0,-,4.0,7,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
50,AD Hales,D Bishoo,C Kieswetter,1,0,1,72,53,37,24,0,-,5.0,7,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
51,C Kieswetter,D Bishoo,AD Hales,1,0,1,73,52,32,24,0,-,6.0,7,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
52,C Kieswetter,CD Barnwell,AD Hales,2,0,2,75,50,34,25,0,-,1.0,8,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
53,C Kieswetter,CD Barnwell,AD Hales,1,0,1,76,49,35,26,0,-,2.0,8,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
54,AD Hales,CD Barnwell,C Kieswetter,0,0,0,76,49,37,25,0,-,3.0,8,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
55,AD Hales,CD Barnwell,C Kieswetter,1,0,1,77,48,38,26,0,-,4.0,8,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
56,C Kieswetter,CD Barnwell,AD Hales,1,0,1,78,47,36,27,0,-,5.0,8,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
57,AD Hales,CD Barnwell,C Kieswetter,1,0,1,79,46,39,27,0,-,6.0,8,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
58,AD Hales,D Bishoo,C Kieswetter,0,0,0,79,46,39,28,0,-,1.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
59,AD Hales,D Bishoo,C Kieswetter,1,0,1,80,45,40,29,0,-,2.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
60,C Kieswetter,D Bishoo,AD Hales,2,0,2,82,43,38,28,0,-,3.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
61,C Kieswetter,D Bishoo,AD Hales,0,1,1,83,42,38,28,0,wides,3.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
62,C Kieswetter,D Bishoo,AD Hales,0,0,0,83,42,38,29,0,-,4.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
63,C Kieswetter,D Bishoo,AD Hales,1,0,1,84,41,39,30,0,-,5.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
64,AD Hales,D Bishoo,C Kieswetter,0,0,0,84,41,40,30,0,-,6.0,9,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
65,C Kieswetter,NE Bonner,AD Hales,1,1,2,86,39,40,30,0,noballs,0.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
66,AD Hales,NE Bonner,C Kieswetter,1,0,1,87,38,41,31,0,-,1.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
67,C Kieswetter,NE Bonner,AD Hales,1,0,1,88,37,41,31,0,-,2.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
68,AD Hales,NE Bonner,C Kieswetter,0,0,0,88,37,41,32,0,-,3.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
69,AD Hales,NE Bonner,C Kieswetter,2,0,2,90,35,43,33,0,-,4.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
70,AD Hales,NE Bonner,C Kieswetter,1,0,1,91,34,44,34,0,-,5.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
71,C Kieswetter,NE Bonner,AD Hales,1,0,1,92,33,42,32,0,-,6.0,10,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
72,C Kieswetter,D Bishoo,AD Hales,0,0,0,92,33,42,33,0,-,1.0,11,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
73,C Kieswetter,D Bishoo,AD Hales,0,0,0,92,33,42,34,0,-,2.0,11,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
74,C Kieswetter,D Bishoo,AD Hales,1,0,1,93,32,43,35,0,-,3.0,11,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
75,AD Hales,D Bishoo,C Kieswetter,4,0,4,97,28,48,35,0,-,4.0,11,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
76,AD Hales,D Bishoo,C Kieswetter,4,0,4,101,24,52,36,0,-,5.0,11,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
77,AD Hales,D Bishoo,C Kieswetter,2,0,2,103,22,54,37,0,-,6.0,11,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
78,C Kieswetter,NE Bonner,AD Hales,0,1,1,104,21,43,35,0,noballs,0.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
79,C Kieswetter,NE Bonner,AD Hales,6,0,6,110,15,49,36,0,-,1.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
80,C Kieswetter,NE Bonner,AD Hales,1,0,1,111,14,50,37,0,-,2.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
81,AD Hales,NE Bonner,C Kieswetter,1,0,1,112,13,55,38,0,-,3.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
82,C Kieswetter,NE Bonner,AD Hales,1,0,1,113,12,51,38,0,-,4.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
83,AD Hales,NE Bonner,C Kieswetter,0,0,0,113,12,55,39,0,-,5.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
84,AD Hales,NE Bonner,C Kieswetter,0,0,0,113,12,55,40,0,-,6.0,12,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
85,C Kieswetter,D Bishoo,AD Hales,1,0,1,114,11,52,39,0,-,1.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
86,AD Hales,D Bishoo,C Kieswetter,1,0,1,115,10,56,41,0,-,2.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
87,C Kieswetter,D Bishoo,AD Hales,0,0,0,115,10,52,40,0,-,3.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
88,C Kieswetter,D Bishoo,AD Hales,1,0,1,116,9,53,41,0,-,4.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
89,AD Hales,D Bishoo,C Kieswetter,0,1,1,117,8,56,41,0,noballs,4.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
90,AD Hales,D Bishoo,C Kieswetter,0,0,0,117,8,56,42,0,-,5.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
91,AD Hales,D Bishoo,C Kieswetter,1,0,1,118,7,57,43,0,-,6.0,13,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Legbreak
92,AD Hales,CD Barnwell,C Kieswetter,0,0,0,118,7,57,44,0,-,1.0,14,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
93,AD Hales,CD Barnwell,C Kieswetter,0,0,0,118,7,57,45,0,-,2.0,14,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
94,AD Hales,CD Barnwell,C Kieswetter,1,0,1,119,6,58,46,0,-,3.0,14,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
95,C Kieswetter,CD Barnwell,AD Hales,0,0,0,119,6,53,42,0,-,4.0,14,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
96,C Kieswetter,CD Barnwell,AD Hales,1,0,1,120,5,54,43,0,-,5.0,14,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
97,AD Hales,CD Barnwell,C Kieswetter,4,0,4,124,1,62,47,0,-,6.0,14,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
98,C Kieswetter,DR Smith,AD Hales,0,0,0,124,1,54,44,0,-,1.0,15,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
99,C Kieswetter,DR Smith,AD Hales,4,0,4,128,-3,58,45,0,-,2.0,15,0,field,England,2,Kennington Oval,2011,09,England_West Indies_2011-09-23,England,England,West Indies,True,128,Right hand Bat,Right hand Bat,Right arm Medium
