,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,A Balbirnie,TL Chatara,GR Adair,0,0,0,0,144,0,1,0,1,1,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
1,A Balbirnie,TL Chatara,GR Adair,0,0,0,0,144,0,2,0,2,1,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
2,A Balbirnie,TL Chatara,GR Adair,0,0,0,0,144,0,3,0,3,1,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
3,A Balbirnie,TL Chatara,GR Adair,0,0,0,0,144,0,4,0,4,1,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
4,A Balbirnie,TL Chatara,GR Adair,0,0,0,0,144,0,5,0,5,1,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
5,A Balbirnie,TL Chatara,GR Adair,4,0,4,4,140,4,6,0,6,1,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
6,GR Adair,R Ngarava,A Balbirnie,0,0,0,4,140,0,1,0,1,2,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
7,GR Adair,R Ngarava,A Balbirnie,1,0,1,5,139,1,2,0,2,2,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
8,A Balbirnie,R Ngarava,GR Adair,0,0,0,5,139,4,7,0,3,2,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
9,A Balbirnie,R Ngarava,GR Adair,0,0,0,5,139,4,8,0,4,2,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
10,A Balbirnie,R Ngarava,GR Adair,4,0,4,9,135,8,9,0,5,2,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
11,A Balbirnie,R Ngarava,GR Adair,6,0,6,15,129,14,10,0,6,2,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
12,GR Adair,B Evans,A Balbirnie,3,0,3,18,126,4,3,0,1,3,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
13,A Balbirnie,B Evans,GR Adair,1,0,1,19,125,15,11,0,2,3,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
14,GR Adair,B Evans,A Balbirnie,1,0,1,20,124,5,4,0,3,3,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
15,A Balbirnie,B Evans,GR Adair,0,0,0,20,124,15,12,0,4,3,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
16,A Balbirnie,B Evans,GR Adair,1,0,1,21,123,16,13,0,5,3,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
17,GR Adair,B Evans,A Balbirnie,0,0,0,21,123,5,5,0,6,3,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
18,A Balbirnie,WP Masakadza,GR Adair,1,0,1,22,122,17,14,0,1,4,0,,,-,field,Ireland,2,Harare Sports Club,2023,01,Zimbabwe_Ireland_2023-01-14,Ireland,Ireland,Zimbabwe
