,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,AJ Finch,CR Woakes,GJ Maxwell,0,0,0,0,112,0,1,1,-,1.0,caught,AJ Finch,HC Brook,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
1,MR Marsh,CR Woakes,GJ Maxwell,0,0,0,0,112,0,1,2,-,2.0,caught,MR Marsh,MA Wood,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
2,SPD Smith,CR Woakes,GJ Maxwell,0,0,0,0,112,0,1,2,-,3.0,0,,,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
3,SPD Smith,CR Woakes,GJ Maxwell,0,0,0,0,112,0,2,2,-,4.0,0,,,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
4,SPD Smith,CR Woakes,GJ Maxwell,1,0,1,1,111,1,3,2,-,5.0,0,,,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
5,GJ Maxwell,CR Woakes,SPD Smith,0,1,1,2,110,0,1,2,wides,5.0,0,,,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
6,GJ Maxwell,CR Woakes,SPD Smith,0,0,0,2,110,0,2,2,-,6.0,0,,,0,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
7,SPD Smith,RJW Topley,GJ Maxwell,0,0,0,2,110,1,4,2,-,1.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
8,SPD Smith,RJW Topley,GJ Maxwell,1,0,1,3,109,2,5,2,-,2.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
9,GJ Maxwell,RJW Topley,SPD Smith,0,0,0,3,109,0,3,2,-,3.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
10,GJ Maxwell,RJW Topley,SPD Smith,6,0,6,9,103,6,4,2,-,4.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
11,GJ Maxwell,RJW Topley,SPD Smith,0,1,1,10,102,6,5,2,wides,4.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
12,GJ Maxwell,RJW Topley,SPD Smith,0,0,0,10,102,6,6,2,-,5.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
13,GJ Maxwell,RJW Topley,SPD Smith,1,0,1,11,101,7,7,2,-,6.0,0,,,1,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
14,GJ Maxwell,CR Woakes,SPD Smith,0,4,4,15,97,7,8,2,legbyes,1.0,0,,,2,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
15,GJ Maxwell,CR Woakes,SPD Smith,1,0,1,16,96,8,9,2,-,2.0,0,,,2,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
16,SPD Smith,CR Woakes,GJ Maxwell,0,1,1,17,95,2,6,2,legbyes,3.0,0,,,2,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
17,GJ Maxwell,CR Woakes,SPD Smith,0,0,0,17,95,8,10,2,-,4.0,0,,,2,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
18,GJ Maxwell,CR Woakes,SPD Smith,0,0,0,17,95,8,11,3,-,5.0,caught,GJ Maxwell,BA Stokes,2,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
19,MP Stoinis,CR Woakes,SPD Smith,1,0,1,18,94,1,1,3,-,6.0,0,,,2,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Right arm Fast
20,MP Stoinis,DJ Willey,SPD Smith,1,0,1,19,93,2,2,3,-,1.0,0,,,3,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
21,SPD Smith,DJ Willey,MP Stoinis,4,0,4,23,89,6,7,3,-,2.0,0,,,3,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
22,SPD Smith,DJ Willey,MP Stoinis,1,0,1,24,88,7,8,3,-,3.0,0,,,3,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
23,MP Stoinis,DJ Willey,SPD Smith,0,0,0,24,88,2,3,3,-,4.0,0,,,3,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
24,MP Stoinis,DJ Willey,SPD Smith,6,0,6,30,82,8,4,3,-,5.0,0,,,3,field,Australia,2,"Manuka Oval, Canberra",2022,10,England_Australia_2022-10-14,no result,Australia,England,,30,Right hand Bat,Right hand Bat,Left arm Fast
