,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
10,MDKJ Perera,B Muzarabani,BKG Mendis,,0,0,0,3,140,0,4,1,-,5.0,0,,,1,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Right arm Fast
11,MDKJ Perera,B Muzarabani,BKG Mendis,,0,1,1,4,139,0,5,1,legbyes,6.0,0,,,1,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Right arm Fast
12,MDKJ Perera,R Ngarava,BKG Mendis,,1,0,1,5,138,1,6,1,-,1.0,0,,,2,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Left arm Fast
13,BKG Mendis,R Ngarava,MDKJ Perera,,0,0,0,5,138,1,5,1,-,2.0,0,,,2,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Left arm Fast
14,BKG Mendis,R Ngarava,MDKJ Perera,,1,0,1,6,137,2,6,1,-,3.0,0,,,2,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Left arm Fast
15,MDKJ Perera,R Ngarava,BKG Mendis,,1,0,1,7,136,2,7,1,-,4.0,0,,,2,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Left arm Fast
16,BKG Mendis,R Ngarava,MDKJ Perera,,1,0,1,8,135,3,7,1,-,5.0,0,,,2,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Left arm Fast
17,MDKJ Perera,R Ngarava,BKG Mendis,,4,0,4,12,131,6,8,1,-,6.0,0,,,2,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Left arm Fast
18,BKG Mendis,LM Jongwe,MDKJ Perera,,4,0,4,16,127,7,8,1,-,1.0,0,,,3,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Right arm Fast
19,BKG Mendis,LM Jongwe,MDKJ Perera,,4,0,4,20,123,11,9,1,-,2.0,0,,,3,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Right arm Fast
20,BKG Mendis,LM Jongwe,MDKJ Perera,,1,0,1,21,122,12,10,1,-,3.0,0,,,3,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Right arm Fast
21,MDKJ Perera,LM Jongwe,BKG Mendis,,4,0,4,25,118,10,9,1,-,4.0,0,,,3,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Right arm Fast
22,MDKJ Perera,LM Jongwe,BKG Mendis,,4,0,4,29,114,14,10,1,-,5.0,0,,,3,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Right arm Fast
23,MDKJ Perera,LM Jongwe,BKG Mendis,,1,0,1,30,113,15,11,1,-,6.0,0,,,3,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Right arm Fast
24,MDKJ Perera,WP Masakadza,BKG Mendis,,2,0,2,32,111,17,12,1,-,1.0,0,,,4,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Left arm Orthodox
25,MDKJ Perera,WP Masakadza,BKG Mendis,,0,0,0,32,111,17,13,2,-,2.0,caught,MDKJ Perera,RP Burl,4,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Left arm Orthodox
26,S Samarawickrama,WP Masakadza,BKG Mendis,,1,0,1,33,110,1,1,2,-,3.0,0,,,4,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Right hand Bat,Left arm Orthodox
27,BKG Mendis,WP Masakadza,S Samarawickrama,,0,0,0,33,110,12,11,2,-,4.0,0,,,4,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Left arm Orthodox
28,BKG Mendis,WP Masakadza,S Samarawickrama,,2,0,2,35,108,14,12,2,-,5.0,0,,,4,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Left arm Orthodox
29,BKG Mendis,WP Masakadza,S Samarawickrama,,1,0,1,36,107,15,13,2,-,6.0,0,,,4,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Left arm Orthodox
30,BKG Mendis,B Muzarabani,S Samarawickrama,,2,0,2,38,105,17,14,2,-,1.0,0,,,5,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Right arm Fast
31,BKG Mendis,B Muzarabani,S Samarawickrama,,0,0,0,38,105,17,15,3,-,2.0,caught,BKG Mendis,WP Masakadza,5,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,,Right arm Fast
32,KIC Asalanka,B Muzarabani,S Samarawickrama,,0,0,0,38,105,0,1,3,-,3.0,0,,,5,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,,Right arm Fast
33,KIC Asalanka,B Muzarabani,S Samarawickrama,,1,0,1,39,104,1,2,3,-,4.0,0,,,5,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,,Right arm Fast
34,S Samarawickrama,B Muzarabani,KIC Asalanka,,4,0,4,43,100,5,2,3,-,5.0,0,,,5,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Left hand Bat,Right arm Fast
35,S Samarawickrama,B Muzarabani,KIC Asalanka,,0,0,0,43,100,5,3,3,-,6.0,0,,,5,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Left hand Bat,Right arm Fast
36,KIC Asalanka,WP Masakadza,S Samarawickrama,,1,0,1,44,99,2,3,3,-,1.0,0,,,6,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,,Left arm Orthodox
37,S Samarawickrama,WP Masakadza,KIC Asalanka,,2,0,2,46,97,7,4,3,-,2.0,0,,,6,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Left hand Bat,Left arm Orthodox
38,S Samarawickrama,WP Masakadza,KIC Asalanka,,1,0,1,47,96,8,5,3,-,3.0,0,,,6,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Left hand Bat,Left arm Orthodox
39,KIC Asalanka,WP Masakadza,S Samarawickrama,,2,0,2,49,94,4,4,3,-,4.0,0,,,6,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,,Left arm Orthodox
40,KIC Asalanka,WP Masakadza,S Samarawickrama,,1,0,1,50,93,5,5,3,-,5.0,0,,,6,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,,Left arm Orthodox
41,S Samarawickrama,WP Masakadza,KIC Asalanka,,1,0,1,51,92,9,6,3,-,6.0,0,,,6,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Left hand Bat,Left arm Orthodox
42,S Samarawickrama,Sikandar Raza,KIC Asalanka,,0,0,0,51,92,9,7,4,-,1.0,bowled,S Samarawickrama,,7,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,,Left hand Bat,Right arm Offbreak
43,AD Mathews,Sikandar Raza,KIC Asalanka,,0,0,0,51,92,0,1,4,-,2.0,0,,,7,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
44,AD Mathews,Sikandar Raza,KIC Asalanka,,0,0,0,51,92,0,2,4,-,3.0,0,,,7,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
45,AD Mathews,Sikandar Raza,KIC Asalanka,,1,0,1,52,91,1,3,4,-,4.0,0,,,7,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
46,KIC Asalanka,Sikandar Raza,AD Mathews,,0,0,0,52,91,5,6,4,-,5.0,0,,,7,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
47,KIC Asalanka,Sikandar Raza,AD Mathews,,0,0,0,52,91,5,7,4,-,6.0,0,,,7,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
48,AD Mathews,WP Masakadza,KIC Asalanka,,0,0,0,52,91,1,4,4,-,1.0,0,,,8,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
49,AD Mathews,WP Masakadza,KIC Asalanka,,1,0,1,53,90,2,5,4,-,2.0,0,,,8,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
50,KIC Asalanka,WP Masakadza,AD Mathews,,1,0,1,54,89,6,8,4,-,3.0,0,,,8,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Left arm Orthodox
51,AD Mathews,WP Masakadza,KIC Asalanka,,0,0,0,54,89,2,6,4,-,4.0,0,,,8,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
52,AD Mathews,WP Masakadza,KIC Asalanka,,0,0,0,54,89,2,7,4,-,5.0,0,,,8,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
53,AD Mathews,WP Masakadza,KIC Asalanka,,0,0,0,54,89,2,8,4,-,6.0,0,,,8,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
54,KIC Asalanka,Sikandar Raza,AD Mathews,,0,0,0,54,89,6,9,4,-,1.0,0,,,9,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
55,KIC Asalanka,Sikandar Raza,AD Mathews,,1,0,1,55,88,7,10,4,-,2.0,0,,,9,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
56,AD Mathews,Sikandar Raza,KIC Asalanka,,1,0,1,56,87,3,9,4,-,3.0,0,,,9,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
57,KIC Asalanka,Sikandar Raza,AD Mathews,,4,0,4,60,83,11,11,4,-,4.0,0,,,9,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
58,KIC Asalanka,Sikandar Raza,AD Mathews,,0,0,0,60,83,11,12,4,-,5.0,0,,,9,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
59,KIC Asalanka,Sikandar Raza,AD Mathews,,1,0,1,61,82,12,13,4,-,6.0,0,,,9,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
60,KIC Asalanka,WP Masakadza,AD Mathews,,0,2,2,63,80,12,14,4,wides,0.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Left arm Orthodox
61,AD Mathews,WP Masakadza,KIC Asalanka,,1,0,1,64,79,4,10,4,-,1.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
62,KIC Asalanka,WP Masakadza,AD Mathews,,0,0,0,64,79,12,15,4,-,2.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Left arm Orthodox
63,KIC Asalanka,WP Masakadza,AD Mathews,,0,0,0,64,79,12,16,4,-,3.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Left arm Orthodox
64,KIC Asalanka,WP Masakadza,AD Mathews,,1,0,1,65,78,13,17,4,-,4.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Left arm Orthodox
65,AD Mathews,WP Masakadza,KIC Asalanka,,1,0,1,66,77,5,11,4,-,5.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Left arm Orthodox
66,KIC Asalanka,WP Masakadza,AD Mathews,,0,0,0,66,77,13,18,4,-,6.0,0,,,10,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Left arm Orthodox
67,AD Mathews,Sikandar Raza,KIC Asalanka,,0,0,0,66,77,5,12,4,-,1.0,0,,,11,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
68,AD Mathews,Sikandar Raza,KIC Asalanka,,0,0,0,66,77,5,13,4,-,2.0,0,,,11,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
69,AD Mathews,Sikandar Raza,KIC Asalanka,,1,0,1,67,76,6,14,4,-,3.0,0,,,11,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
70,KIC Asalanka,Sikandar Raza,AD Mathews,,0,0,0,67,76,13,19,4,-,4.0,0,,,11,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
71,KIC Asalanka,Sikandar Raza,AD Mathews,,1,0,1,68,75,14,20,4,-,5.0,0,,,11,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
72,AD Mathews,Sikandar Raza,KIC Asalanka,,0,0,0,68,75,6,15,4,-,6.0,0,,,11,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
73,KIC Asalanka,LM Jongwe,AD Mathews,,1,0,1,69,74,15,21,4,-,1.0,0,,,12,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Fast
74,AD Mathews,LM Jongwe,KIC Asalanka,,6,0,6,75,68,12,16,4,-,2.0,0,,,12,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Fast
75,AD Mathews,LM Jongwe,KIC Asalanka,,2,0,2,77,66,14,17,4,-,3.0,0,,,12,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Fast
76,AD Mathews,LM Jongwe,KIC Asalanka,,0,0,0,77,66,14,18,4,-,4.0,0,,,12,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Fast
77,AD Mathews,LM Jongwe,KIC Asalanka,,2,0,2,79,64,16,19,4,-,5.0,0,,,12,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Fast
78,AD Mathews,LM Jongwe,KIC Asalanka,,1,0,1,80,63,17,20,4,-,6.0,0,,,12,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Fast
79,AD Mathews,Sikandar Raza,KIC Asalanka,,1,0,1,81,62,18,21,4,-,1.0,0,,,13,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
80,KIC Asalanka,Sikandar Raza,AD Mathews,,1,0,1,82,61,16,22,4,-,2.0,0,,,13,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
81,AD Mathews,Sikandar Raza,KIC Asalanka,,1,0,1,83,60,19,22,4,-,3.0,0,,,13,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Right hand Bat,Left hand Bat,Right arm Offbreak
82,KIC Asalanka,Sikandar Raza,AD Mathews,,0,0,0,83,60,16,23,5,-,4.0,caught,KIC Asalanka,WP Masakadza,13,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-14,Sri Lanka,Sri Lanka,Zimbabwe,True,144,Left hand Bat,Right hand Bat,Right arm Offbreak
