,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,MS Wade,TG Southee,AJ Finch,,0,1,1,1,,0,0,0,wides,0.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Right arm Medium
1,MS Wade,TG Southee,AJ Finch,,0,0,0,1,,0,1,0,-,1.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Right arm Medium
2,MS Wade,TG Southee,AJ Finch,,0,0,0,1,,0,2,0,-,2.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Right arm Medium
3,MS Wade,TG Southee,AJ Finch,,1,0,1,2,,1,3,0,-,3.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Right arm Medium
4,AJ Finch,TG Southee,MS Wade,"{'by': 'New Zealand', 'umpire': 'CB Gaffaney', 'batter': 'AJ Finch', 'decision': 'struck down', 'umpires_call': True}",0,0,0,2,,0,1,0,-,4.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Left hand Bat,Right arm Medium
5,AJ Finch,TG Southee,MS Wade,,0,0,0,2,,0,2,0,-,5.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Left hand Bat,Right arm Medium
6,AJ Finch,TG Southee,MS Wade,,0,0,0,2,,0,3,0,-,6.0,0,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Left hand Bat,Right arm Medium
7,MS Wade,TA Boult,AJ Finch,,4,0,4,6,,5,4,0,-,1.0,1,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Left arm Fast
8,MS Wade,TA Boult,AJ Finch,,0,0,0,6,,5,5,0,-,2.0,1,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Left arm Fast
9,MS Wade,TA Boult,AJ Finch,,0,0,0,6,,5,6,1,-,3.0,1,caught,MS Wade,MJ Guptill,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Left hand Bat,Right hand Bat,Left arm Fast
10,JR Philippe,TA Boult,AJ Finch,,0,0,0,6,,0,1,1,-,4.0,1,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Left arm Fast
11,JR Philippe,TA Boult,AJ Finch,,1,0,1,7,,1,2,1,-,5.0,1,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Left arm Fast
12,AJ Finch,TA Boult,JR Philippe,,0,0,0,7,,0,4,1,-,6.0,1,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Left arm Fast
13,JR Philippe,TG Southee,AJ Finch,,0,0,0,7,,1,3,1,-,1.0,2,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Right arm Medium
14,JR Philippe,TG Southee,AJ Finch,,0,0,0,7,,1,4,1,-,2.0,2,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Right arm Medium
15,JR Philippe,TG Southee,AJ Finch,,1,0,1,8,,2,5,1,-,3.0,2,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Right arm Medium
16,AJ Finch,TG Southee,JR Philippe,,4,0,4,12,,4,5,1,-,4.0,2,0,,,field,New Zealand,1,Westpac Stadium,2021,03,Australia_New Zealand_2021-03-03,Australia,Australia,New Zealand,True,208,Right hand Bat,Right hand Bat,Right arm Medium
