,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,A Balbirnie,JJ Bumrah,PR Stirling,,0,0,0,0,185,0,1,0,-,1.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
1,A Balbirnie,JJ Bumrah,PR Stirling,,0,0,0,0,185,0,2,0,-,2.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
2,A Balbirnie,JJ Bumrah,PR Stirling,,0,5,5,5,180,0,3,0,wides,2.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
3,A Balbirnie,JJ Bumrah,PR Stirling,,0,0,0,5,180,0,4,0,-,3.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
4,A Balbirnie,JJ Bumrah,PR Stirling,"{'by': 'India', 'umpire': 'PA Reynolds', 'batter': 'A Balbirnie', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",0,0,0,5,180,0,5,0,-,4.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
5,A Balbirnie,JJ Bumrah,PR Stirling,,0,0,0,5,180,0,6,0,-,5.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
6,A Balbirnie,JJ Bumrah,PR Stirling,,3,0,3,8,177,3,7,0,-,6.0,0,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
7,A Balbirnie,Arshdeep Singh,PR Stirling,,0,1,1,9,176,3,8,0,wides,0.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
8,A Balbirnie,Arshdeep Singh,PR Stirling,,4,0,4,13,172,7,9,0,-,1.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
9,A Balbirnie,Arshdeep Singh,PR Stirling,,0,0,0,13,172,7,10,0,-,2.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
10,A Balbirnie,Arshdeep Singh,PR Stirling,,4,0,4,17,168,11,11,0,-,3.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
11,A Balbirnie,Arshdeep Singh,PR Stirling,,1,0,1,18,167,12,12,0,-,4.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
12,PR Stirling,Arshdeep Singh,A Balbirnie,,0,0,0,18,167,0,1,0,-,5.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
13,PR Stirling,Arshdeep Singh,A Balbirnie,,0,0,0,18,167,0,2,0,-,6.0,1,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
14,A Balbirnie,M Prasidh Krishna,PR Stirling,,1,0,1,19,166,13,13,0,-,1.0,2,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
15,PR Stirling,M Prasidh Krishna,A Balbirnie,,0,0,0,19,166,0,3,0,-,2.0,2,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
16,PR Stirling,M Prasidh Krishna,A Balbirnie,,0,0,0,19,166,0,4,1,-,3.0,2,caught,PR Stirling,Arshdeep Singh,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
17,L Tucker,M Prasidh Krishna,A Balbirnie,,0,0,0,19,166,0,1,1,-,4.0,2,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,,Right hand Bat,Right arm Fast
18,L Tucker,M Prasidh Krishna,A Balbirnie,,0,0,0,19,166,0,2,1,-,5.0,2,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,,Right hand Bat,Right arm Fast
19,L Tucker,M Prasidh Krishna,A Balbirnie,,0,0,0,19,166,0,3,2,-,6.0,2,caught,L Tucker,RD Gaikwad,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,,Right hand Bat,Right arm Fast
20,A Balbirnie,Arshdeep Singh,HT Tector,,0,0,0,19,166,13,14,2,-,1.0,3,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
21,A Balbirnie,Arshdeep Singh,HT Tector,,1,0,1,20,165,14,15,2,-,2.0,3,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
22,HT Tector,Arshdeep Singh,A Balbirnie,,0,0,0,20,165,0,1,2,-,3.0,3,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
23,HT Tector,Arshdeep Singh,A Balbirnie,,0,0,0,20,165,0,2,2,-,4.0,3,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
24,HT Tector,Arshdeep Singh,A Balbirnie,,0,0,0,20,165,0,3,2,-,5.0,3,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
25,HT Tector,Arshdeep Singh,A Balbirnie,,2,0,2,22,163,2,4,2,-,6.0,3,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Left arm Medium
26,A Balbirnie,M Prasidh Krishna,HT Tector,,0,0,0,22,163,14,16,2,-,1.0,4,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
27,A Balbirnie,M Prasidh Krishna,HT Tector,,0,0,0,22,163,14,17,2,-,2.0,4,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
28,A Balbirnie,M Prasidh Krishna,HT Tector,,0,0,0,22,163,14,18,2,-,3.0,4,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
29,A Balbirnie,M Prasidh Krishna,HT Tector,,1,0,1,23,162,15,19,2,-,4.0,4,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
30,HT Tector,M Prasidh Krishna,A Balbirnie,,1,0,1,24,161,3,5,2,-,5.0,4,0,,,field,Ireland,2,"Malahide, Dublin",2023,08,India_Ireland_2023-08-20,India,Ireland,India,False,152,Right hand Bat,Right hand Bat,Right arm Fast
