,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,HM Amla,Mohammad Hafeez,Q de Kock,2,0,2,2,96,2,1,0,1,0,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
1,HM Amla,Mohammad Hafeez,Q de Kock,4,0,4,6,92,6,2,0,2,0,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
2,HM Amla,Mohammad Hafeez,Q de Kock,1,0,1,7,91,7,3,0,3,0,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
3,Q de Kock,Mohammad Hafeez,HM Amla,0,0,0,7,91,0,1,0,4,0,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
4,Q de Kock,Mohammad Hafeez,HM Amla,1,0,1,8,90,1,2,0,5,0,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
5,HM Amla,Mohammad Hafeez,Q de Kock,1,0,1,9,89,8,4,0,6,0,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
6,HM Amla,Mohammad Irfan,Q de Kock,0,0,0,9,89,8,5,0,1,1,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
7,HM Amla,Mohammad Irfan,Q de Kock,0,0,0,9,89,8,6,0,2,1,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
8,HM Amla,Mohammad Irfan,Q de Kock,1,0,1,10,88,9,7,0,3,1,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
9,Q de Kock,Mohammad Irfan,HM Amla,2,0,2,12,86,3,3,0,4,1,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
10,Q de Kock,Mohammad Irfan,HM Amla,0,0,0,12,86,3,4,0,5,1,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
11,Q de Kock,Mohammad Irfan,HM Amla,0,0,0,12,86,3,5,0,6,1,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
12,HM Amla,Sohail Tanvir,Q de Kock,4,0,4,16,82,13,8,0,1,2,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
13,HM Amla,Sohail Tanvir,Q de Kock,0,0,0,16,82,13,9,1,2,2,bowled,HM Amla,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
14,F du Plessis,Sohail Tanvir,Q de Kock,0,0,0,16,82,0,1,1,3,2,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
15,F du Plessis,Sohail Tanvir,Q de Kock,0,0,0,16,82,0,2,1,4,2,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
16,F du Plessis,Sohail Tanvir,Q de Kock,4,0,4,20,78,4,3,1,5,2,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
17,F du Plessis,Sohail Tanvir,Q de Kock,0,0,0,20,78,4,4,1,6,2,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
18,Q de Kock,Mohammad Irfan,F du Plessis,2,0,2,22,76,5,6,1,1,3,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
19,Q de Kock,Mohammad Irfan,F du Plessis,0,0,0,22,76,5,7,1,2,3,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
20,Q de Kock,Mohammad Irfan,F du Plessis,0,0,0,22,76,5,8,1,3,3,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
21,Q de Kock,Mohammad Irfan,F du Plessis,0,0,0,22,76,5,9,1,4,3,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
22,Q de Kock,Mohammad Irfan,F du Plessis,2,0,2,24,74,7,10,1,5,3,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
23,Q de Kock,Mohammad Irfan,F du Plessis,0,0,0,24,74,7,11,1,6,3,0,,,-,bat,Pakistan,2,Dubai International Cricket Stadium,2013,11,Pakistan_South Africa_2013-11-13,South Africa,South Africa,Pakistan,99
