,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,JN Malan,Shaheen Shah Afridi,AK Markram,0,0,0,0,0,1,1,1,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
1,JN Malan,Shaheen Shah Afridi,AK Markram,1,0,1,1,1,2,2,1,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
2,AK Markram,Shaheen Shah Afridi,JN Malan,0,0,0,1,0,1,3,1,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
3,AK Markram,Shaheen Shah Afridi,JN Malan,4,0,4,5,4,2,4,1,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
4,AK Markram,Shaheen Shah Afridi,JN Malan,0,0,0,5,4,3,5,1,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
5,AK Markram,Shaheen Shah Afridi,JN Malan,1,0,1,6,5,4,6,1,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
6,AK Markram,Mohammad Nawaz (3),JN Malan,1,0,1,7,6,5,1,2,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
7,JN Malan,Mohammad Nawaz (3),AK Markram,1,0,1,8,2,3,2,2,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
8,AK Markram,Mohammad Nawaz (3),JN Malan,0,0,0,8,6,6,3,2,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
9,AK Markram,Mohammad Nawaz (3),JN Malan,0,0,0,8,6,7,4,2,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
10,AK Markram,Mohammad Nawaz (3),JN Malan,4,0,4,12,10,8,5,2,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
11,AK Markram,Mohammad Nawaz (3),JN Malan,6,0,6,18,16,9,6,2,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
12,JN Malan,Shaheen Shah Afridi,AK Markram,1,0,1,19,3,4,1,3,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
13,AK Markram,Shaheen Shah Afridi,JN Malan,0,0,0,19,16,10,2,3,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
14,AK Markram,Shaheen Shah Afridi,JN Malan,0,1,1,20,16,11,3,3,legbyes,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
15,JN Malan,Shaheen Shah Afridi,AK Markram,0,0,0,20,3,5,4,3,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
16,JN Malan,Shaheen Shah Afridi,AK Markram,0,0,0,20,3,6,5,3,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
17,JN Malan,Shaheen Shah Afridi,AK Markram,6,0,6,26,9,7,6,3,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
18,AK Markram,Mohammad Hasnain,JN Malan,4,0,4,30,20,12,1,4,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
19,AK Markram,Mohammad Hasnain,JN Malan,4,0,4,34,24,13,2,4,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
20,AK Markram,Mohammad Hasnain,JN Malan,0,0,0,34,24,14,3,4,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
21,AK Markram,Mohammad Hasnain,JN Malan,0,0,0,34,24,15,4,4,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
22,AK Markram,Mohammad Hasnain,JN Malan,4,0,4,38,28,16,5,4,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
23,AK Markram,Mohammad Hasnain,JN Malan,0,0,0,38,28,17,6,4,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
24,JN Malan,Hasan Ali,AK Markram,6,0,6,44,15,8,1,5,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
25,JN Malan,Hasan Ali,AK Markram,0,0,0,44,15,9,2,5,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
26,JN Malan,Hasan Ali,AK Markram,0,0,0,44,15,10,3,5,-,caught,JN Malan,Shaheen Shah Afridi,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
27,AK Markram,Hasan Ali,WJ Lubbe,1,0,1,45,29,18,4,5,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
28,WJ Lubbe,Hasan Ali,AK Markram,0,0,0,45,0,1,5,5,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
29,WJ Lubbe,Hasan Ali,AK Markram,0,0,0,45,0,2,6,5,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
30,AK Markram,Mohammad Hasnain,WJ Lubbe,1,0,1,46,30,19,1,6,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
31,WJ Lubbe,Mohammad Hasnain,AK Markram,4,0,4,50,4,3,2,6,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
32,WJ Lubbe,Mohammad Hasnain,AK Markram,4,0,4,54,8,4,3,6,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
33,WJ Lubbe,Mohammad Hasnain,AK Markram,0,0,0,54,8,5,4,6,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
34,WJ Lubbe,Mohammad Hasnain,AK Markram,4,0,4,58,12,6,5,6,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
35,WJ Lubbe,Mohammad Hasnain,AK Markram,0,0,0,58,12,7,6,6,-,caught,WJ Lubbe,Babar Azam,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
36,H Klaasen,Hasan Ali,AK Markram,0,0,0,58,0,1,1,7,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
37,H Klaasen,Hasan Ali,AK Markram,1,0,1,59,1,2,2,7,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
38,AK Markram,Hasan Ali,H Klaasen,0,1,1,60,30,20,3,7,wides,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
39,AK Markram,Hasan Ali,H Klaasen,6,0,6,66,36,21,4,7,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
40,AK Markram,Hasan Ali,H Klaasen,0,0,0,66,36,22,5,7,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
41,AK Markram,Hasan Ali,H Klaasen,0,0,0,66,36,23,6,7,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
42,AK Markram,Hasan Ali,H Klaasen,1,0,1,67,37,24,7,7,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
43,AK Markram,Mohammad Nawaz (3),H Klaasen,1,0,1,68,38,25,1,8,-,0,,,bat,Pakistan,2,"The Wanderers Stadium, Johannesburg",2021-04-12,South Africa,Pakistan
