,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,N Dickwella,HH Pandya,WU Tharanga,1,0,1,1,179,1,1,0,1,1,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
1,WU Tharanga,HH Pandya,N Dickwella,1,0,1,2,178,1,1,0,2,1,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
2,N Dickwella,HH Pandya,WU Tharanga,1,0,1,3,177,2,2,0,3,1,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
3,WU Tharanga,HH Pandya,N Dickwella,1,0,1,4,176,2,2,0,4,1,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
4,N Dickwella,HH Pandya,WU Tharanga,2,0,2,6,174,4,3,0,5,1,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
5,N Dickwella,HH Pandya,WU Tharanga,5,0,5,11,169,9,4,0,6,1,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
6,N Dickwella,JD Unadkat,WU Tharanga,4,0,4,15,165,13,5,0,1,2,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
7,N Dickwella,JD Unadkat,WU Tharanga,0,0,0,15,165,13,6,0,2,2,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
8,N Dickwella,JD Unadkat,WU Tharanga,0,0,0,15,165,13,7,0,3,2,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
9,N Dickwella,JD Unadkat,WU Tharanga,0,0,0,15,165,13,8,1,4,2,caught,N Dickwella,KL Rahul,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
10,MDKJ Perera,JD Unadkat,WU Tharanga,1,0,1,16,164,1,1,1,5,2,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
11,WU Tharanga,JD Unadkat,MDKJ Perera,0,0,0,16,164,2,3,1,6,2,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
12,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,17,163,2,2,1,1,3,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
13,WU Tharanga,HH Pandya,MDKJ Perera,0,0,0,17,163,2,4,1,2,3,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
14,WU Tharanga,HH Pandya,MDKJ Perera,0,0,0,17,163,2,5,1,3,3,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
15,WU Tharanga,HH Pandya,MDKJ Perera,6,0,6,23,157,8,6,1,4,3,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
16,WU Tharanga,HH Pandya,MDKJ Perera,2,0,2,25,155,10,7,1,5,3,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
17,WU Tharanga,HH Pandya,MDKJ Perera,2,0,2,27,153,12,8,1,6,3,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
18,MDKJ Perera,JD Unadkat,WU Tharanga,0,0,0,27,153,2,3,1,1,4,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
19,MDKJ Perera,JD Unadkat,WU Tharanga,1,0,1,28,152,3,4,1,2,4,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
20,WU Tharanga,JD Unadkat,MDKJ Perera,0,0,0,28,152,12,9,1,3,4,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
21,WU Tharanga,JD Unadkat,MDKJ Perera,0,0,0,28,152,12,10,1,4,4,0,,,-,field,Sri Lanka,2,Barabati Stadium,2017,12,India_Sri Lanka_2017-12-20,India,Sri Lanka,India,87
