,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,PD Salt,Mohammad Nawaz,AD Hales,4,0,4,4,162,4,1,0,1,0,,,1,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
1,PD Salt,Mohammad Nawaz,AD Hales,0,0,0,4,162,4,2,0,2,0,,,1,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
2,PD Salt,Mohammad Nawaz,AD Hales,4,0,4,8,158,8,3,0,3,0,,,1,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
3,PD Salt,Mohammad Nawaz,AD Hales,0,0,0,8,158,8,4,1,4,caught,PD Salt,Mohammad Wasim,1,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
4,AD Hales,Mohammad Nawaz,WG Jacks,1,0,1,9,157,1,1,1,5,0,,,1,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
5,WG Jacks,Mohammad Nawaz,AD Hales,0,0,0,9,157,0,1,1,6,0,,,1,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
6,AD Hales,Mohammad Hasnain,WG Jacks,4,0,4,13,153,5,2,1,1,0,,,2,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
7,AD Hales,Mohammad Hasnain,WG Jacks,0,0,0,13,153,5,3,2,2,caught,AD Hales,Usman Qadir,2,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
8,BM Duckett,Mohammad Hasnain,WG Jacks,0,0,0,13,153,0,1,2,3,0,,,2,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
9,BM Duckett,Mohammad Hasnain,WG Jacks,1,0,1,14,152,1,2,2,4,0,,,2,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
10,WG Jacks,Mohammad Hasnain,BM Duckett,0,0,0,14,152,0,2,2,5,0,,,2,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
11,WG Jacks,Mohammad Hasnain,BM Duckett,0,0,0,14,152,0,3,3,6,bowled,WG Jacks,,2,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
12,BM Duckett,Mohammad Wasim,HC Brook,4,0,4,18,148,5,3,3,1,0,,,3,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
13,BM Duckett,Mohammad Wasim,HC Brook,0,0,0,18,148,5,4,3,2,0,,,3,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
14,BM Duckett,Mohammad Wasim,HC Brook,1,0,1,19,147,6,5,3,3,0,,,3,-,,field,England,2,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-25,Pakistan,England,Pakistan,163
