,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RG Sharma,KJ Abbott,S Dhawan,0,0,0,0,,0,1,0,1,0,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
1,RG Sharma,KJ Abbott,S Dhawan,0,0,0,0,,0,2,0,2,0,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
2,RG Sharma,KJ Abbott,S Dhawan,0,0,0,0,,0,3,0,3,0,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
3,RG Sharma,KJ Abbott,S Dhawan,0,0,0,0,,0,4,0,4,0,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
4,RG Sharma,KJ Abbott,S Dhawan,4,0,4,4,,4,5,0,5,0,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
5,RG Sharma,KJ Abbott,S Dhawan,0,0,0,4,,4,6,0,6,0,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
6,S Dhawan,K Rabada,RG Sharma,0,1,1,5,,0,1,0,1,1,wides,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
7,S Dhawan,K Rabada,RG Sharma,1,0,1,6,,1,2,0,2,1,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
8,RG Sharma,K Rabada,S Dhawan,0,0,0,6,,4,7,0,3,1,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
9,RG Sharma,K Rabada,S Dhawan,0,0,0,6,,4,8,0,4,1,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
10,RG Sharma,K Rabada,S Dhawan,0,0,0,6,,4,9,0,5,1,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
11,RG Sharma,K Rabada,S Dhawan,4,0,4,10,,8,10,0,6,1,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
12,RG Sharma,K Rabada,S Dhawan,1,0,1,11,,9,11,0,7,1,-,0,,,field,South Africa,1,Himachal Pradesh Cricket Association Stadium,2015,10,India_South Africa_2015-10-02,South Africa,India,South Africa,False,199
