,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
32,A Balbirnie,Azmatullah Omarzai,L Tucker,1,0,1,28,94,20,17,1,2,-,6,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
33,L Tucker,Azmatullah Omarzai,A Balbirnie,0,0,0,28,94,3,4,1,3,-,6,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
34,L Tucker,Azmatullah Omarzai,A Balbirnie,1,0,1,29,93,4,5,1,4,-,6,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
35,A Balbirnie,Azmatullah Omarzai,L Tucker,4,0,4,33,89,24,18,1,5,-,6,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
36,A Balbirnie,Azmatullah Omarzai,L Tucker,1,0,1,34,88,25,19,1,6,-,6,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
37,A Balbirnie,Mujeeb Ur Rahman,L Tucker,1,0,1,35,87,26,20,1,1,-,7,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
38,L Tucker,Mujeeb Ur Rahman,A Balbirnie,1,0,1,36,86,5,6,1,2,-,7,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
39,A Balbirnie,Mujeeb Ur Rahman,L Tucker,1,0,1,37,85,27,21,1,3,-,7,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
40,L Tucker,Mujeeb Ur Rahman,A Balbirnie,1,0,1,38,84,6,7,1,4,-,7,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
41,A Balbirnie,Mujeeb Ur Rahman,L Tucker,6,0,6,44,78,33,22,1,5,-,7,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
42,A Balbirnie,Mujeeb Ur Rahman,L Tucker,0,0,0,44,78,33,23,1,6,-,7,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
43,L Tucker,Azmatullah Omarzai,A Balbirnie,0,0,0,44,78,6,8,1,1,-,8,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
44,L Tucker,Azmatullah Omarzai,A Balbirnie,0,0,0,44,78,6,9,1,2,-,8,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
45,L Tucker,Azmatullah Omarzai,A Balbirnie,4,0,4,48,74,10,10,1,3,-,8,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
46,L Tucker,Azmatullah Omarzai,A Balbirnie,0,1,1,49,73,10,11,1,4,byes,8,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
47,A Balbirnie,Azmatullah Omarzai,L Tucker,0,0,0,49,73,33,24,1,5,-,8,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
48,A Balbirnie,Azmatullah Omarzai,L Tucker,4,0,4,53,69,37,25,1,6,-,8,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
49,L Tucker,Rashid Khan,A Balbirnie,0,1,1,54,68,10,12,1,1,wides,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
50,L Tucker,Rashid Khan,A Balbirnie,1,0,1,55,67,11,13,1,2,-,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
51,A Balbirnie,Rashid Khan,L Tucker,0,0,0,55,67,37,26,1,3,-,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
52,A Balbirnie,Rashid Khan,L Tucker,1,0,1,56,66,38,27,1,4,-,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
53,L Tucker,Rashid Khan,A Balbirnie,0,0,0,56,66,11,14,1,5,-,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
54,L Tucker,Rashid Khan,A Balbirnie,1,0,1,57,65,12,15,1,6,-,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
55,A Balbirnie,Rashid Khan,L Tucker,0,0,0,57,65,38,28,1,7,-,9,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
56,L Tucker,Mujeeb Ur Rahman,A Balbirnie,2,0,2,59,63,14,16,1,1,-,10,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
57,L Tucker,Mujeeb Ur Rahman,A Balbirnie,1,0,1,60,62,15,17,1,2,-,10,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
58,A Balbirnie,Mujeeb Ur Rahman,L Tucker,1,0,1,61,61,39,29,1,3,-,10,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
59,L Tucker,Mujeeb Ur Rahman,A Balbirnie,0,0,0,61,61,15,18,1,4,-,10,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
60,L Tucker,Mujeeb Ur Rahman,A Balbirnie,4,0,4,65,57,19,19,1,5,-,10,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
61,L Tucker,Mujeeb Ur Rahman,A Balbirnie,0,0,0,65,57,19,20,1,6,-,10,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
62,A Balbirnie,Rashid Khan,L Tucker,0,0,0,65,57,39,30,1,1,-,11,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
63,A Balbirnie,Rashid Khan,L Tucker,2,0,2,67,55,41,31,1,2,-,11,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
64,A Balbirnie,Rashid Khan,L Tucker,2,0,2,69,53,43,32,1,3,-,11,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
65,A Balbirnie,Rashid Khan,L Tucker,2,0,2,71,51,45,33,1,4,-,11,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
66,A Balbirnie,Rashid Khan,L Tucker,1,0,1,72,50,46,34,1,5,-,11,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
67,L Tucker,Rashid Khan,A Balbirnie,0,0,0,72,50,19,21,1,6,-,11,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
68,A Balbirnie,Mujeeb Ur Rahman,L Tucker,0,0,0,72,50,46,35,1,1,-,12,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
69,A Balbirnie,Mujeeb Ur Rahman,L Tucker,0,0,0,72,50,46,36,2,2,-,12,caught,A Balbirnie,Rahmanullah Gurbaz,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
70,HT Tector,Mujeeb Ur Rahman,L Tucker,1,0,1,73,49,1,1,2,3,-,12,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
71,L Tucker,Mujeeb Ur Rahman,HT Tector,1,0,1,74,48,20,22,2,4,-,12,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
72,HT Tector,Mujeeb Ur Rahman,L Tucker,0,1,1,75,47,1,2,2,5,legbyes,12,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
73,L Tucker,Mujeeb Ur Rahman,HT Tector,0,0,0,75,47,20,23,2,6,-,12,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
74,HT Tector,Rashid Khan,L Tucker,2,0,2,77,45,3,3,2,1,-,13,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
75,HT Tector,Rashid Khan,L Tucker,0,0,0,77,45,3,4,2,2,-,13,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
76,HT Tector,Rashid Khan,L Tucker,1,0,1,78,44,4,5,2,3,-,13,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
77,L Tucker,Rashid Khan,HT Tector,1,0,1,79,43,21,24,2,4,-,13,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
78,HT Tector,Rashid Khan,L Tucker,1,0,1,80,42,5,6,2,5,-,13,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
79,L Tucker,Rashid Khan,HT Tector,1,0,1,81,41,22,25,2,6,-,13,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
80,L Tucker,Mohammad Nabi,HT Tector,1,0,1,82,40,23,26,2,1,-,14,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
81,HT Tector,Mohammad Nabi,L Tucker,0,0,0,82,40,5,7,3,2,-,14,caught,HT Tector,Najibullah Zadran,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
82,L Tucker,Mohammad Nabi,GH Dockrell,4,0,4,86,36,27,27,3,3,-,14,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
83,L Tucker,Mohammad Nabi,GH Dockrell,0,0,0,86,36,27,28,3,4,-,14,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
84,L Tucker,Mohammad Nabi,GH Dockrell,0,0,0,86,36,27,29,4,5,-,14,caught,L Tucker,Najibullah Zadran,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
85,GH Dockrell,Mohammad Nabi,C Campher,1,0,1,87,35,1,1,4,6,-,14,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
86,GH Dockrell,Mujeeb Ur Rahman,C Campher,1,0,1,88,34,2,2,4,1,-,15,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
87,C Campher,Mujeeb Ur Rahman,GH Dockrell,1,0,1,89,33,1,1,4,2,-,15,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
88,GH Dockrell,Mujeeb Ur Rahman,C Campher,0,0,0,89,33,2,3,4,3,-,15,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
89,GH Dockrell,Mujeeb Ur Rahman,C Campher,0,0,0,89,33,2,4,4,4,-,15,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
90,GH Dockrell,Mujeeb Ur Rahman,C Campher,1,0,1,90,32,3,5,4,5,-,15,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
91,C Campher,Mujeeb Ur Rahman,GH Dockrell,0,0,0,90,32,1,2,4,6,-,15,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
92,GH Dockrell,Mohammad Nabi,C Campher,1,0,1,91,31,4,6,4,1,-,16,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
93,C Campher,Mohammad Nabi,GH Dockrell,1,0,1,92,30,2,3,4,2,-,16,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
94,GH Dockrell,Mohammad Nabi,C Campher,2,0,2,94,28,6,7,4,3,-,16,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
95,GH Dockrell,Mohammad Nabi,C Campher,1,0,1,95,27,7,8,4,4,-,16,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
96,C Campher,Mohammad Nabi,GH Dockrell,4,0,4,99,23,6,4,4,5,-,16,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
97,C Campher,Mohammad Nabi,GH Dockrell,0,4,4,103,19,6,5,4,6,legbyes,16,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
98,GH Dockrell,Fazalhaq Farooqi,C Campher,1,0,1,104,18,8,9,4,1,-,17,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
99,C Campher,Fazalhaq Farooqi,GH Dockrell,1,0,1,105,17,7,6,4,2,-,17,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
100,GH Dockrell,Fazalhaq Farooqi,C Campher,4,0,4,109,13,12,10,4,3,-,17,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
101,GH Dockrell,Fazalhaq Farooqi,C Campher,1,0,1,110,12,13,11,4,4,-,17,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
102,C Campher,Fazalhaq Farooqi,GH Dockrell,0,0,0,110,12,7,7,5,5,-,17,caught,C Campher,Rahmanullah Gurbaz,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
103,GJ Delany,Fazalhaq Farooqi,GH Dockrell,0,0,0,110,12,0,1,5,6,-,17,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
104,GH Dockrell,Naveen-ul-Haq,GJ Delany,2,0,2,112,10,15,12,5,1,-,18,0,,,bat,Afghanistan,2,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Ireland,Afghanistan
