,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,V Kohli,WD Parnell,M Vijay,0,1,1,1,193,0,1,0,1,legbyes,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
1,M Vijay,WD Parnell,V Kohli,0,0,0,1,193,0,1,0,2,-,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
2,M Vijay,WD Parnell,V Kohli,0,0,0,1,193,0,2,0,3,-,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
3,M Vijay,WD Parnell,V Kohli,4,0,4,5,189,4,3,0,4,-,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
4,M Vijay,WD Parnell,V Kohli,0,1,1,6,188,4,4,0,5,wides,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
5,M Vijay,WD Parnell,V Kohli,4,0,4,10,184,8,5,0,6,-,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
6,M Vijay,WD Parnell,V Kohli,1,0,1,11,183,9,6,0,7,-,1,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
7,M Vijay,M Ntini,V Kohli,0,0,0,11,183,9,7,0,1,-,2,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
8,M Vijay,M Ntini,V Kohli,0,0,0,11,183,9,8,0,2,-,2,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
9,M Vijay,M Ntini,V Kohli,4,0,4,15,179,13,9,0,3,-,2,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
10,M Vijay,M Ntini,V Kohli,0,0,0,15,179,13,10,0,4,-,2,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
11,M Vijay,M Ntini,V Kohli,1,0,1,16,178,14,11,0,5,-,2,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
12,V Kohli,M Ntini,M Vijay,1,0,1,17,177,1,2,0,6,-,2,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
13,V Kohli,WD Parnell,M Vijay,0,0,0,17,177,1,3,0,1,-,3,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
14,V Kohli,WD Parnell,M Vijay,1,0,1,18,176,2,4,0,2,-,3,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
15,M Vijay,WD Parnell,V Kohli,0,0,0,18,176,14,12,0,3,-,3,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
16,M Vijay,WD Parnell,V Kohli,0,0,0,18,176,14,13,1,4,-,3,caught,M Vijay,MN van Wyk,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
17,V Kohli,WD Parnell,RG Sharma,4,0,4,22,172,6,5,1,5,-,3,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
18,V Kohli,WD Parnell,RG Sharma,0,0,0,22,172,6,6,1,6,-,3,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
19,RG Sharma,J Theron,V Kohli,0,0,0,22,172,0,1,1,1,-,4,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
20,RG Sharma,J Theron,V Kohli,0,0,0,22,172,0,2,1,2,-,4,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
21,RG Sharma,J Theron,V Kohli,1,0,1,23,171,1,3,1,3,-,4,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
22,V Kohli,J Theron,RG Sharma,4,0,4,27,167,10,7,1,4,-,4,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
23,V Kohli,J Theron,RG Sharma,1,0,1,28,166,11,8,1,5,-,4,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
24,RG Sharma,J Theron,V Kohli,1,0,1,29,165,2,4,1,6,-,4,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
25,RG Sharma,M Ntini,V Kohli,4,0,4,33,161,6,5,1,1,-,5,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
26,RG Sharma,M Ntini,V Kohli,1,0,1,34,160,7,6,1,2,-,5,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
27,V Kohli,M Ntini,RG Sharma,4,0,4,38,156,15,9,1,3,-,5,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
28,V Kohli,M Ntini,RG Sharma,4,0,4,42,152,19,10,1,4,-,5,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
29,V Kohli,M Ntini,RG Sharma,1,0,1,43,151,20,11,1,5,-,5,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
30,RG Sharma,M Ntini,V Kohli,6,0,6,49,145,13,7,1,6,-,5,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
31,V Kohli,J Theron,RG Sharma,1,0,1,50,144,21,12,1,1,-,6,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
32,RG Sharma,J Theron,V Kohli,0,0,0,50,144,13,8,1,2,-,6,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
33,RG Sharma,J Theron,V Kohli,4,0,4,54,140,17,9,1,3,-,6,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
34,RG Sharma,J Theron,V Kohli,1,0,1,55,139,18,10,1,4,-,6,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
35,V Kohli,J Theron,RG Sharma,1,0,1,56,138,22,13,1,5,-,6,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
36,RG Sharma,J Theron,V Kohli,1,0,1,57,137,19,11,1,6,-,6,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
37,RG Sharma,RJ Peterson,V Kohli,1,0,1,58,136,20,12,1,1,-,7,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
38,V Kohli,RJ Peterson,RG Sharma,1,0,1,59,135,23,14,1,2,-,7,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
39,RG Sharma,RJ Peterson,V Kohli,2,0,2,61,133,22,13,1,3,-,7,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
40,RG Sharma,RJ Peterson,V Kohli,1,0,1,62,132,23,14,1,4,-,7,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
41,V Kohli,RJ Peterson,RG Sharma,0,0,0,62,132,23,15,1,5,-,7,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
42,V Kohli,RJ Peterson,RG Sharma,1,0,1,63,131,24,16,1,6,-,7,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
43,V Kohli,J Botha,RG Sharma,0,0,0,63,131,24,17,1,1,-,8,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
44,V Kohli,J Botha,RG Sharma,4,0,4,67,127,28,18,1,2,-,8,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
45,V Kohli,J Botha,RG Sharma,0,0,0,67,127,28,19,2,3,-,8,bowled,V Kohli,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
46,Yuvraj Singh,J Botha,RG Sharma,1,0,1,68,126,1,1,2,4,-,8,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
47,RG Sharma,J Botha,Yuvraj Singh,1,0,1,69,125,24,15,2,5,-,8,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
48,Yuvraj Singh,J Botha,RG Sharma,0,0,0,69,125,1,2,2,6,-,8,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
49,RG Sharma,RJ Peterson,Yuvraj Singh,1,0,1,70,124,25,16,2,1,-,9,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
50,Yuvraj Singh,RJ Peterson,RG Sharma,1,0,1,71,123,2,3,2,2,-,9,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
51,RG Sharma,RJ Peterson,Yuvraj Singh,1,0,1,72,122,26,17,2,3,-,9,0,,,bat,India,1,Moses Mabhida Stadium,2011,01,South Africa_India_2011-01-09,India,India,South Africa
