,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RR Hendricks,MP Stoinis,T Bavuma,0,0,0,0,226,0,1,0,-,1.0,0,,,0,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
1,RR Hendricks,MP Stoinis,T Bavuma,0,0,0,0,226,0,2,0,-,2.0,0,,,0,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
2,RR Hendricks,MP Stoinis,T Bavuma,1,0,1,1,225,1,3,0,-,3.0,0,,,0,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
3,T Bavuma,MP Stoinis,RR Hendricks,0,0,0,1,225,0,1,0,-,4.0,0,,,0,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
4,T Bavuma,MP Stoinis,RR Hendricks,0,0,0,1,225,0,2,1,-,5.0,bowled,T Bavuma,,0,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
5,HE van der Dussen,MP Stoinis,RR Hendricks,0,0,0,1,225,0,1,1,-,6.0,0,,,0,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
6,RR Hendricks,SH Johnson,HE van der Dussen,0,0,0,1,225,1,4,1,-,1.0,0,,,1,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
7,RR Hendricks,SH Johnson,HE van der Dussen,1,0,1,2,224,2,5,1,-,2.0,0,,,1,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
8,HE van der Dussen,SH Johnson,RR Hendricks,1,0,1,3,223,1,2,1,-,3.0,0,,,1,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
9,RR Hendricks,SH Johnson,HE van der Dussen,1,0,1,4,222,3,6,1,-,4.0,0,,,1,field,South Africa,2,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,South Africa,Australia,False,115
