,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
10,DP Conway,Naseem Shah,KS Williamson,,0,0,0,10,,5,6,1,-,5.0,0,,,1,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
11,DP Conway,Naseem Shah,KS Williamson,,4,0,4,14,,9,7,1,-,6.0,0,,,1,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
12,KS Williamson,Shaheen Shah Afridi,DP Conway,,3,0,3,17,,4,3,1,-,1.0,0,,,2,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Left arm Fast
13,DP Conway,Shaheen Shah Afridi,KS Williamson,,0,0,0,17,,9,8,1,-,2.0,0,,,2,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Left arm Fast
14,DP Conway,Shaheen Shah Afridi,KS Williamson,,0,0,0,17,,9,9,1,-,3.0,0,,,2,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Left arm Fast
15,DP Conway,Shaheen Shah Afridi,KS Williamson,,1,0,1,18,,10,10,1,-,4.0,0,,,2,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Left arm Fast
16,KS Williamson,Shaheen Shah Afridi,DP Conway,,1,0,1,19,,5,4,1,-,5.0,0,,,2,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Left arm Fast
17,DP Conway,Shaheen Shah Afridi,KS Williamson,,0,0,0,19,,10,11,1,-,6.0,0,,,2,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Left arm Fast
18,KS Williamson,Haris Rauf,DP Conway,,2,0,2,21,,7,5,1,-,1.0,0,,,3,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
19,KS Williamson,Haris Rauf,DP Conway,,0,0,0,21,,7,6,1,-,2.0,0,,,3,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
20,KS Williamson,Haris Rauf,DP Conway,,1,0,1,22,,8,7,1,-,3.0,0,,,3,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
21,DP Conway,Haris Rauf,KS Williamson,,1,0,1,23,,11,12,1,-,4.0,0,,,3,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
22,KS Williamson,Haris Rauf,DP Conway,,0,0,0,23,,8,8,1,-,5.0,0,,,3,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
23,KS Williamson,Haris Rauf,DP Conway,,0,0,0,23,,8,9,1,-,6.0,0,,,3,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
24,DP Conway,Mohammad Wasim,KS Williamson,,1,0,1,24,,12,13,1,-,1.0,0,,,4,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
25,KS Williamson,Mohammad Wasim,DP Conway,,1,0,1,25,,9,10,1,-,2.0,0,,,4,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
26,DP Conway,Mohammad Wasim,KS Williamson,,1,0,1,26,,13,14,1,-,3.0,0,,,4,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
27,KS Williamson,Mohammad Wasim,DP Conway,,2,0,2,28,,11,11,1,-,4.0,0,,,4,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
28,KS Williamson,Mohammad Wasim,DP Conway,,1,0,1,29,,12,12,1,-,5.0,0,,,4,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
29,DP Conway,Mohammad Wasim,KS Williamson,,1,0,1,30,,14,15,1,-,6.0,0,,,4,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
30,DP Conway,Haris Rauf,KS Williamson,,4,0,4,34,,18,16,1,-,1.0,0,,,5,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
31,DP Conway,Haris Rauf,KS Williamson,,1,0,1,35,,19,17,1,-,2.0,0,,,5,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
32,KS Williamson,Haris Rauf,DP Conway,,1,0,1,36,,13,13,1,-,3.0,0,,,5,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Left hand Bat,Right arm Fast
33,DP Conway,Haris Rauf,KS Williamson,,2,0,2,38,,21,18,1,-,4.0,0,,,5,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
34,DP Conway,Haris Rauf,KS Williamson,,0,0,0,38,,21,19,1,-,5.0,0,,,5,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
35,DP Conway,Haris Rauf,KS Williamson,,0,0,0,38,,21,20,2,-,6.0,run out,DP Conway,Shadab Khan,5,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Left hand Bat,Right hand Bat,Right arm Fast
36,GD Phillips,Shadab Khan,KS Williamson,,1,0,1,39,,1,1,2,-,1.0,0,,,6,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
37,KS Williamson,Shadab Khan,GD Phillips,,1,0,1,40,,14,14,2,-,2.0,0,,,6,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
38,GD Phillips,Shadab Khan,KS Williamson,,4,0,4,44,,5,2,2,-,3.0,0,,,6,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
39,GD Phillips,Shadab Khan,KS Williamson,,0,0,0,44,,5,3,2,-,4.0,0,,,6,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
40,GD Phillips,Shadab Khan,KS Williamson,,0,0,0,44,,5,4,2,-,5.0,0,,,6,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
41,GD Phillips,Shadab Khan,KS Williamson,,0,0,0,44,,5,5,2,-,6.0,0,,,6,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
42,KS Williamson,Mohammad Nawaz,GD Phillips,,1,0,1,45,,15,15,2,-,1.0,0,,,7,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
43,GD Phillips,Mohammad Nawaz,KS Williamson,,0,0,0,45,,5,6,2,-,2.0,0,,,7,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
44,GD Phillips,Mohammad Nawaz,KS Williamson,,1,0,1,46,,6,7,2,-,3.0,0,,,7,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
45,KS Williamson,Mohammad Nawaz,GD Phillips,,2,0,2,48,,17,16,2,-,4.0,0,,,7,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
46,KS Williamson,Mohammad Nawaz,GD Phillips,,1,0,1,49,,18,17,2,-,5.0,0,,,7,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
47,GD Phillips,Mohammad Nawaz,KS Williamson,,0,0,0,49,,6,8,3,-,6.0,caught and bowled,GD Phillips,,7,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
48,KS Williamson,Shadab Khan,DJ Mitchell,,0,0,0,49,,18,18,3,-,1.0,0,,,8,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
49,KS Williamson,Shadab Khan,DJ Mitchell,,1,0,1,50,,19,19,3,-,2.0,0,,,8,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
50,DJ Mitchell,Shadab Khan,KS Williamson,,0,0,0,50,,0,1,3,-,3.0,0,,,8,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
51,DJ Mitchell,Shadab Khan,KS Williamson,,1,0,1,51,,1,2,3,-,4.0,0,,,8,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
52,KS Williamson,Shadab Khan,DJ Mitchell,,0,0,0,51,,19,20,3,-,5.0,0,,,8,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
53,KS Williamson,Shadab Khan,DJ Mitchell,,1,0,1,52,,20,21,3,-,6.0,0,,,8,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
54,KS Williamson,Mohammad Nawaz,DJ Mitchell,,1,0,1,53,,21,22,3,-,1.0,0,,,9,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
55,DJ Mitchell,Mohammad Nawaz,KS Williamson,,1,0,1,54,,2,3,3,-,2.0,0,,,9,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
56,KS Williamson,Mohammad Nawaz,DJ Mitchell,,1,0,1,55,,22,23,3,-,3.0,0,,,9,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
57,DJ Mitchell,Mohammad Nawaz,KS Williamson,,1,0,1,56,,3,4,3,-,4.0,0,,,9,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
58,KS Williamson,Mohammad Nawaz,DJ Mitchell,,1,0,1,57,,23,24,3,-,5.0,0,,,9,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
59,DJ Mitchell,Mohammad Nawaz,KS Williamson,,2,0,2,59,,5,5,3,-,6.0,0,,,9,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Orthodox
60,KS Williamson,Shadab Khan,DJ Mitchell,,1,0,1,60,,24,25,3,-,1.0,0,,,10,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
61,DJ Mitchell,Shadab Khan,KS Williamson,,4,0,4,64,,9,6,3,-,2.0,0,,,10,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
62,DJ Mitchell,Shadab Khan,KS Williamson,,2,0,2,66,,11,7,3,-,3.0,0,,,10,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
63,DJ Mitchell,Shadab Khan,KS Williamson,,2,0,2,68,,13,8,3,-,4.0,0,,,10,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
64,DJ Mitchell,Shadab Khan,KS Williamson,,4,0,4,72,,17,9,3,-,5.0,0,,,10,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
65,DJ Mitchell,Shadab Khan,KS Williamson,,1,0,1,73,,18,10,3,-,6.0,0,,,10,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
66,DJ Mitchell,Naseem Shah,KS Williamson,,1,0,1,74,,19,11,3,-,1.0,0,,,11,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
67,KS Williamson,Naseem Shah,DJ Mitchell,,1,0,1,75,,25,26,3,-,2.0,0,,,11,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
68,DJ Mitchell,Naseem Shah,KS Williamson,,0,1,1,76,,19,12,3,legbyes,3.0,0,,,11,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
69,KS Williamson,Naseem Shah,DJ Mitchell,,2,0,2,78,,27,27,3,-,4.0,0,,,11,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
70,KS Williamson,Naseem Shah,DJ Mitchell,,1,0,1,79,,28,28,3,-,5.0,0,,,11,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
71,DJ Mitchell,Naseem Shah,KS Williamson,,2,0,2,81,,21,13,3,-,6.0,0,,,11,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
72,KS Williamson,Mohammad Wasim,DJ Mitchell,,6,0,6,87,,34,29,3,-,1.0,0,,,12,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
73,KS Williamson,Mohammad Wasim,DJ Mitchell,"{'by': 'Pakistan', 'umpire': 'M Erasmus', 'batter': 'KS Williamson', 'decision': 'struck down'}",0,0,0,87,,34,30,3,-,2.0,0,,,12,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
74,KS Williamson,Mohammad Wasim,DJ Mitchell,,0,0,0,87,,34,31,3,-,3.0,0,,,12,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
75,KS Williamson,Mohammad Wasim,DJ Mitchell,,1,0,1,88,,35,32,3,-,4.0,0,,,12,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
76,DJ Mitchell,Mohammad Wasim,KS Williamson,,0,0,0,88,,21,14,3,-,5.0,0,,,12,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
77,DJ Mitchell,Mohammad Wasim,KS Williamson,,1,0,1,89,,22,15,3,-,6.0,0,,,12,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
78,DJ Mitchell,Shadab Khan,KS Williamson,,1,0,1,90,,23,16,3,-,1.0,0,,,13,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
79,KS Williamson,Shadab Khan,DJ Mitchell,,1,0,1,91,,36,33,3,-,2.0,0,,,13,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
80,DJ Mitchell,Shadab Khan,KS Williamson,,1,0,1,92,,24,17,3,-,3.0,0,,,13,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
81,KS Williamson,Shadab Khan,DJ Mitchell,,1,0,1,93,,37,34,3,-,4.0,0,,,13,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
82,DJ Mitchell,Shadab Khan,KS Williamson,,6,0,6,99,,30,18,3,-,5.0,0,,,13,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
83,DJ Mitchell,Shadab Khan,KS Williamson,,0,0,0,99,,30,19,3,-,6.0,0,,,13,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Legbreak
84,KS Williamson,Shaheen Shah Afridi,DJ Mitchell,,0,0,0,99,,37,35,3,-,1.0,0,,,14,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Fast
85,KS Williamson,Shaheen Shah Afridi,DJ Mitchell,,0,0,0,99,,37,36,3,-,2.0,0,,,14,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Fast
86,KS Williamson,Shaheen Shah Afridi,DJ Mitchell,,4,0,4,103,,41,37,3,-,3.0,0,,,14,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Fast
87,KS Williamson,Shaheen Shah Afridi,DJ Mitchell,,1,0,1,104,,42,38,3,-,4.0,0,,,14,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Fast
88,DJ Mitchell,Shaheen Shah Afridi,KS Williamson,,1,0,1,105,,31,20,3,-,5.0,0,,,14,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Fast
89,KS Williamson,Shaheen Shah Afridi,DJ Mitchell,,1,0,1,106,,43,39,3,-,6.0,0,,,14,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Left arm Fast
90,KS Williamson,Haris Rauf,DJ Mitchell,,2,0,2,108,,45,40,3,-,1.0,0,,,15,bat,New Zealand,1,Sydney Cricket Ground,2022,11,New Zealand_Pakistan_2022-11-09,Pakistan,New Zealand,Pakistan,False,152,Right hand Bat,Right hand Bat,Right arm Fast
