,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
19,AJ Finch,N Pradeep,DA Warner,0,0,0,21,121,7,6,0,-,2.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
20,AJ Finch,N Pradeep,DA Warner,3,0,3,24,118,10,7,0,-,3.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
21,DA Warner,N Pradeep,AJ Finch,1,0,1,25,117,13,15,0,-,4.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
22,AJ Finch,N Pradeep,DA Warner,1,0,1,26,116,11,8,0,-,5.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
23,DA Warner,N Pradeep,AJ Finch,1,0,1,27,115,14,16,0,-,6.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
24,DA Warner,CBRLS Kumara,AJ Finch,1,0,1,28,114,15,17,0,-,1.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
25,AJ Finch,CBRLS Kumara,DA Warner,0,0,0,28,114,11,9,0,-,2.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
26,AJ Finch,CBRLS Kumara,DA Warner,4,0,4,32,110,15,10,0,-,3.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
27,AJ Finch,CBRLS Kumara,DA Warner,1,0,1,33,109,16,11,0,-,4.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
28,DA Warner,CBRLS Kumara,AJ Finch,1,0,1,34,108,16,18,0,-,5.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
29,AJ Finch,CBRLS Kumara,DA Warner,0,0,0,34,108,16,12,0,-,6.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
30,DA Warner,N Pradeep,AJ Finch,0,0,0,34,108,16,19,0,-,1.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
31,DA Warner,N Pradeep,AJ Finch,1,0,1,35,107,17,20,0,-,2.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
32,AJ Finch,N Pradeep,DA Warner,0,1,1,36,106,16,13,0,legbyes,3.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
33,DA Warner,N Pradeep,AJ Finch,0,1,1,37,105,17,21,0,wides,3.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
34,DA Warner,N Pradeep,AJ Finch,2,0,2,39,103,19,22,0,-,4.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
35,DA Warner,N Pradeep,AJ Finch,1,0,1,40,102,20,23,0,-,5.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
36,AJ Finch,N Pradeep,DA Warner,0,0,0,40,102,16,14,0,-,6.0,5,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
37,DA Warner,GSNFG Jayasuriya,AJ Finch,1,0,1,41,101,21,24,0,-,1.0,6,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
38,AJ Finch,GSNFG Jayasuriya,DA Warner,6,0,6,47,95,22,15,0,-,2.0,6,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
39,AJ Finch,GSNFG Jayasuriya,DA Warner,2,0,2,49,93,24,16,0,-,3.0,6,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
40,AJ Finch,GSNFG Jayasuriya,DA Warner,2,0,2,51,91,26,17,0,-,4.0,6,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
41,AJ Finch,GSNFG Jayasuriya,DA Warner,1,0,1,52,90,27,18,0,-,5.0,6,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
42,DA Warner,GSNFG Jayasuriya,AJ Finch,1,0,1,53,89,22,25,0,-,6.0,6,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
43,DA Warner,PADLR Sandakan,AJ Finch,1,0,1,54,88,23,26,0,-,1.0,7,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
44,AJ Finch,PADLR Sandakan,DA Warner,1,0,1,55,87,28,19,0,-,2.0,7,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
45,DA Warner,PADLR Sandakan,AJ Finch,1,0,1,56,86,24,27,0,-,3.0,7,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
46,AJ Finch,PADLR Sandakan,DA Warner,1,0,1,57,85,29,20,0,-,4.0,7,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
47,DA Warner,PADLR Sandakan,AJ Finch,1,0,1,58,84,25,28,0,-,5.0,7,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
48,AJ Finch,PADLR Sandakan,DA Warner,1,0,1,59,83,30,21,0,-,6.0,7,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
49,AJ Finch,CBRLS Kumara,DA Warner,6,0,6,65,77,36,22,0,-,1.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
50,AJ Finch,CBRLS Kumara,DA Warner,0,1,1,66,76,36,23,0,wides,1.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
51,AJ Finch,CBRLS Kumara,DA Warner,0,0,0,66,76,36,24,0,-,2.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
52,AJ Finch,CBRLS Kumara,DA Warner,1,0,1,67,75,37,25,0,-,3.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
53,DA Warner,CBRLS Kumara,AJ Finch,0,1,1,68,74,25,29,0,wides,3.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
54,DA Warner,CBRLS Kumara,AJ Finch,1,0,1,69,73,26,30,0,-,4.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
55,AJ Finch,CBRLS Kumara,DA Warner,0,0,0,69,73,37,26,1,-,5.0,8,,caught,AJ Finch,GSNFG Jayasuriya,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
56,SPD Smith,CBRLS Kumara,DA Warner,4,0,4,73,69,4,1,1,-,6.0,8,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
57,DA Warner,PADLR Sandakan,SPD Smith,1,0,1,74,68,27,31,1,-,1.0,9,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
58,SPD Smith,PADLR Sandakan,DA Warner,4,0,4,78,64,8,2,1,-,2.0,9,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
59,SPD Smith,PADLR Sandakan,DA Warner,2,0,2,80,62,10,3,1,-,3.0,9,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
60,SPD Smith,PADLR Sandakan,DA Warner,0,0,0,80,62,10,4,1,-,4.0,9,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
61,SPD Smith,PADLR Sandakan,DA Warner,1,0,1,81,61,11,5,1,-,5.0,9,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
62,DA Warner,PADLR Sandakan,SPD Smith,1,0,1,82,60,28,32,1,-,6.0,9,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
63,DA Warner,N Pradeep,SPD Smith,1,0,1,83,59,29,33,1,-,1.0,10,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
64,SPD Smith,N Pradeep,DA Warner,0,0,0,83,59,11,6,1,-,2.0,10,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
65,SPD Smith,N Pradeep,DA Warner,0,0,0,83,59,11,7,1,-,3.0,10,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
66,SPD Smith,N Pradeep,DA Warner,2,0,2,85,57,13,8,1,-,4.0,10,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
67,SPD Smith,N Pradeep,DA Warner,0,0,0,85,57,13,9,2,-,5.0,10,,caught,SPD Smith,PADLR Sandakan,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
68,DA Warner,N Pradeep,BR McDermott,0,1,1,86,56,29,34,2,wides,5.0,10,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
69,DA Warner,N Pradeep,BR McDermott,0,0,0,86,56,29,35,2,-,6.0,10,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
70,BR McDermott,PADLR Sandakan,DA Warner,0,0,0,86,56,0,1,2,-,1.0,11,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
71,BR McDermott,PADLR Sandakan,DA Warner,0,0,0,86,56,0,2,2,-,2.0,11,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
72,BR McDermott,PADLR Sandakan,DA Warner,2,0,2,88,54,2,3,2,-,3.0,11,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
73,BR McDermott,PADLR Sandakan,DA Warner,1,0,1,89,53,3,4,2,-,4.0,11,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
74,DA Warner,PADLR Sandakan,BR McDermott,1,0,1,90,52,30,36,2,-,5.0,11,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
75,BR McDermott,PADLR Sandakan,DA Warner,1,0,1,91,51,4,5,2,-,6.0,11,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
76,BR McDermott,SL Malinga,DA Warner,1,0,1,92,50,5,6,2,-,1.0,12,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
77,DA Warner,SL Malinga,BR McDermott,2,0,2,94,48,32,37,2,-,2.0,12,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
78,DA Warner,SL Malinga,BR McDermott,4,0,4,98,44,36,38,2,-,3.0,12,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
79,DA Warner,SL Malinga,BR McDermott,1,0,1,99,43,37,39,2,-,4.0,12,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
80,BR McDermott,SL Malinga,DA Warner,0,0,0,99,43,5,7,3,-,5.0,12,,lbw,BR McDermott,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
81,AJ Turner,SL Malinga,DA Warner,0,0,0,99,43,0,1,3,-,6.0,12,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
82,DA Warner,GSNFG Jayasuriya,AJ Turner,1,0,1,100,42,38,40,3,-,1.0,13,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
83,AJ Turner,GSNFG Jayasuriya,DA Warner,1,0,1,101,41,1,2,3,-,2.0,13,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
84,DA Warner,GSNFG Jayasuriya,AJ Turner,1,0,1,102,40,39,41,3,-,3.0,13,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
85,AJ Turner,GSNFG Jayasuriya,DA Warner,6,0,6,108,34,7,3,3,-,4.0,13,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
86,AJ Turner,GSNFG Jayasuriya,DA Warner,1,0,1,109,33,8,4,3,-,5.0,13,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
87,DA Warner,GSNFG Jayasuriya,AJ Turner,1,0,1,110,32,40,42,3,-,6.0,13,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
88,DA Warner,CBRLS Kumara,AJ Turner,2,0,2,112,30,42,43,3,-,1.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
89,DA Warner,CBRLS Kumara,AJ Turner,0,0,0,112,30,42,44,3,-,2.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
90,DA Warner,CBRLS Kumara,AJ Turner,0,1,1,113,29,42,45,3,wides,2.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
91,DA Warner,CBRLS Kumara,AJ Turner,1,0,1,114,28,43,46,3,-,3.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
92,AJ Turner,CBRLS Kumara,DA Warner,6,0,6,120,22,14,5,3,-,4.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
93,AJ Turner,CBRLS Kumara,DA Warner,1,0,1,121,21,15,6,3,-,5.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
94,DA Warner,CBRLS Kumara,AJ Turner,6,0,6,127,15,49,47,3,-,6.0,14,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
95,AJ Turner,PADLR Sandakan,DA Warner,2,0,2,129,13,17,7,3,-,1.0,15,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
96,AJ Turner,PADLR Sandakan,DA Warner,0,0,0,129,13,17,8,3,-,2.0,15,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
97,AJ Turner,PADLR Sandakan,DA Warner,0,0,0,129,13,17,9,3,-,3.0,15,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
98,AJ Turner,PADLR Sandakan,DA Warner,1,0,1,130,12,18,10,3,-,4.0,15,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
99,DA Warner,PADLR Sandakan,AJ Turner,1,0,1,131,11,50,48,3,-,5.0,15,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
100,AJ Turner,PADLR Sandakan,DA Warner,1,0,1,132,10,19,11,3,-,6.0,15,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
101,AJ Turner,SL Malinga,DA Warner,1,0,1,133,9,20,12,3,-,1.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
102,DA Warner,SL Malinga,AJ Turner,1,0,1,134,8,51,49,3,-,2.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
103,AJ Turner,SL Malinga,DA Warner,1,0,1,135,7,21,13,3,-,3.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
104,DA Warner,SL Malinga,AJ Turner,0,1,1,136,6,51,50,3,wides,3.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
105,DA Warner,SL Malinga,AJ Turner,2,0,2,138,4,53,51,3,-,4.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
106,DA Warner,SL Malinga,AJ Turner,0,0,0,138,4,53,52,3,-,5.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
107,DA Warner,SL Malinga,AJ Turner,0,2,2,140,2,53,53,3,legbyes,6.0,16,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
108,AJ Turner,N Pradeep,DA Warner,0,0,0,140,2,21,14,3,-,1.0,17,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
109,AJ Turner,N Pradeep,DA Warner,1,0,1,141,1,22,15,3,-,2.0,17,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
110,DA Warner,N Pradeep,AJ Turner,0,0,0,141,1,53,54,3,-,3.0,17,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
111,DA Warner,N Pradeep,AJ Turner,4,0,4,145,-3,57,55,3,-,4.0,17,,0,,,field,Australia,2,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Australia,Sri Lanka,True,145
