,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MS Wade,SS Cottrell,AJ Finch,1,0,1,1,,1,1,0,1,-,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
1,AJ Finch,SS Cottrell,MS Wade,0,0,0,1,,0,1,0,2,-,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
2,AJ Finch,SS Cottrell,MS Wade,0,0,0,1,,0,2,0,3,-,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
3,AJ Finch,SS Cottrell,MS Wade,0,0,0,1,,0,3,0,4,-,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
4,AJ Finch,SS Cottrell,MS Wade,0,4,4,5,,0,4,0,5,legbyes,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
5,AJ Finch,SS Cottrell,MS Wade,0,1,1,6,,0,5,0,6,wides,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
6,AJ Finch,SS Cottrell,MS Wade,1,0,1,7,,1,6,0,7,-,0,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
7,AJ Finch,O Thomas,MS Wade,0,0,0,7,,1,7,0,1,-,1,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
8,AJ Finch,O Thomas,MS Wade,1,0,1,8,,2,8,0,2,-,1,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
9,MS Wade,O Thomas,AJ Finch,0,0,0,8,,1,2,0,3,-,1,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
10,MS Wade,O Thomas,AJ Finch,4,0,4,12,,5,3,0,4,-,1,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
11,MS Wade,O Thomas,AJ Finch,0,0,0,12,,5,4,1,5,-,1,caught,MS Wade,N Pooran,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
12,MR Marsh,O Thomas,AJ Finch,0,1,1,13,,0,1,1,6,wides,1,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
13,MR Marsh,O Thomas,AJ Finch,0,0,0,13,,0,2,1,7,-,1,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
14,AJ Finch,SS Cottrell,MR Marsh,2,0,2,15,,4,9,1,1,-,2,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
15,AJ Finch,SS Cottrell,MR Marsh,4,0,4,19,,8,10,1,2,-,2,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
16,AJ Finch,SS Cottrell,MR Marsh,0,0,0,19,,8,11,1,3,-,2,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
17,AJ Finch,SS Cottrell,MR Marsh,1,0,1,20,,9,12,1,4,-,2,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
18,MR Marsh,SS Cottrell,AJ Finch,0,0,0,20,,0,3,1,5,-,2,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
19,MR Marsh,SS Cottrell,AJ Finch,1,0,1,21,,1,4,1,6,-,2,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
20,MR Marsh,O Thomas,AJ Finch,6,0,6,27,,7,5,1,1,-,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
21,MR Marsh,O Thomas,AJ Finch,4,0,4,31,,11,6,1,2,-,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
22,MR Marsh,O Thomas,AJ Finch,2,1,3,34,,13,7,1,3,noballs,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
23,MR Marsh,O Thomas,AJ Finch,0,1,1,35,,13,8,1,4,noballs,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
24,MR Marsh,O Thomas,AJ Finch,6,0,6,41,,19,9,1,5,-,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
25,MR Marsh,O Thomas,AJ Finch,4,0,4,45,,23,10,1,6,-,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
26,MR Marsh,O Thomas,AJ Finch,1,0,1,46,,24,11,1,7,-,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
27,AJ Finch,O Thomas,MR Marsh,0,0,0,46,,9,13,1,8,-,3,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
28,MR Marsh,AD Russell,AJ Finch,0,1,1,47,,24,12,1,1,wides,4,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
29,MR Marsh,AD Russell,AJ Finch,6,0,6,53,,30,13,1,2,-,4,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
30,MR Marsh,AD Russell,AJ Finch,1,0,1,54,,31,14,1,3,-,4,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
31,AJ Finch,AD Russell,MR Marsh,4,0,4,58,,13,14,1,4,-,4,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,Australia_West Indies_2021-07-14,Australia,Australia,West Indies,True,189
