,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
39,TM Dilshan,DL Vettori,KC Sangakkara,1,0,1,67,74,50,23,2,4,7,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
40,KC Sangakkara,DL Vettori,TM Dilshan,0,0,0,67,74,13,9,3,5,7,caught,KC Sangakkara,BB McCullum,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
41,RJMGM Rupasinghe,DL Vettori,TM Dilshan,0,0,0,67,74,0,1,3,6,7,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
42,TM Dilshan,IG Butler,RJMGM Rupasinghe,4,0,4,71,70,54,24,3,1,8,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
43,TM Dilshan,IG Butler,RJMGM Rupasinghe,1,0,1,72,69,55,25,3,2,8,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
44,RJMGM Rupasinghe,IG Butler,TM Dilshan,0,1,1,73,68,0,2,3,3,8,0,,,legbyes,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
45,TM Dilshan,IG Butler,RJMGM Rupasinghe,2,0,2,75,66,57,26,3,4,8,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
46,TM Dilshan,IG Butler,RJMGM Rupasinghe,0,0,0,75,66,57,27,3,5,8,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
47,TM Dilshan,IG Butler,RJMGM Rupasinghe,0,0,0,75,66,57,28,4,6,8,caught,TM Dilshan,JD Ryder,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
48,RJMGM Rupasinghe,DL Vettori,CK Kapugedera,1,0,1,76,65,1,3,4,1,9,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
49,CK Kapugedera,DL Vettori,RJMGM Rupasinghe,0,0,0,76,65,0,1,4,2,9,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
50,CK Kapugedera,DL Vettori,RJMGM Rupasinghe,1,0,1,77,64,1,2,4,3,9,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
51,RJMGM Rupasinghe,DL Vettori,CK Kapugedera,1,0,1,78,63,2,4,4,4,9,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
52,CK Kapugedera,DL Vettori,RJMGM Rupasinghe,2,0,2,80,61,3,3,4,5,9,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
53,CK Kapugedera,DL Vettori,RJMGM Rupasinghe,0,0,0,80,61,3,4,4,6,9,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
54,RJMGM Rupasinghe,IG Butler,CK Kapugedera,0,0,0,80,61,2,5,4,1,10,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
55,RJMGM Rupasinghe,IG Butler,CK Kapugedera,4,0,4,84,57,6,6,4,2,10,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
56,RJMGM Rupasinghe,IG Butler,CK Kapugedera,1,0,1,85,56,7,7,4,3,10,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
57,CK Kapugedera,IG Butler,RJMGM Rupasinghe,0,0,0,85,56,3,5,4,4,10,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
58,CK Kapugedera,IG Butler,RJMGM Rupasinghe,0,0,0,85,56,3,6,4,5,10,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
59,CK Kapugedera,IG Butler,RJMGM Rupasinghe,0,0,0,85,56,3,7,5,6,10,bowled,CK Kapugedera,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
60,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,85,56,7,8,5,1,11,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
61,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,85,56,7,9,5,2,11,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
62,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,85,56,7,10,5,3,11,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
63,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,85,56,7,11,5,4,11,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
64,RJMGM Rupasinghe,DL Vettori,AD Mathews,1,0,1,86,55,8,12,5,5,11,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
65,AD Mathews,DL Vettori,RJMGM Rupasinghe,0,0,0,86,55,0,1,5,6,11,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
66,RJMGM Rupasinghe,KD Mills,AD Mathews,1,0,1,87,54,9,13,5,1,12,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
67,AD Mathews,KD Mills,RJMGM Rupasinghe,1,0,1,88,53,1,2,5,2,12,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
68,RJMGM Rupasinghe,KD Mills,AD Mathews,0,0,0,88,53,9,14,5,3,12,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
69,RJMGM Rupasinghe,KD Mills,AD Mathews,3,0,3,91,50,12,15,5,4,12,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
70,AD Mathews,KD Mills,RJMGM Rupasinghe,0,0,0,91,50,1,3,5,5,12,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
71,AD Mathews,KD Mills,RJMGM Rupasinghe,1,0,1,92,49,2,4,5,6,12,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
72,AD Mathews,SE Bond,RJMGM Rupasinghe,1,0,1,93,48,3,5,5,1,13,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
73,RJMGM Rupasinghe,SE Bond,AD Mathews,1,0,1,94,47,13,16,5,2,13,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
74,AD Mathews,SE Bond,RJMGM Rupasinghe,0,0,0,94,47,3,6,5,3,13,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
75,AD Mathews,SE Bond,RJMGM Rupasinghe,0,0,0,94,47,3,7,5,4,13,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
76,AD Mathews,SE Bond,RJMGM Rupasinghe,0,0,0,94,47,3,8,5,5,13,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
77,AD Mathews,SE Bond,RJMGM Rupasinghe,1,0,1,95,46,4,9,5,6,13,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
78,AD Mathews,JDP Oram,RJMGM Rupasinghe,1,0,1,96,45,5,10,5,1,14,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
79,RJMGM Rupasinghe,JDP Oram,AD Mathews,1,0,1,97,44,14,17,5,2,14,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
80,AD Mathews,JDP Oram,RJMGM Rupasinghe,4,0,4,101,40,9,11,5,3,14,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
81,AD Mathews,JDP Oram,RJMGM Rupasinghe,2,0,2,103,38,11,12,5,4,14,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
82,AD Mathews,JDP Oram,RJMGM Rupasinghe,0,0,0,103,38,11,13,5,5,14,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
83,AD Mathews,JDP Oram,RJMGM Rupasinghe,4,0,4,107,34,15,14,5,6,14,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
84,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,107,34,14,18,5,1,15,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
85,RJMGM Rupasinghe,DL Vettori,AD Mathews,1,0,1,108,33,15,19,5,2,15,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
86,AD Mathews,DL Vettori,RJMGM Rupasinghe,0,0,0,108,33,15,15,5,3,15,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
87,AD Mathews,DL Vettori,RJMGM Rupasinghe,1,0,1,109,32,16,16,5,4,15,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
88,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,109,32,15,20,5,5,15,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
89,RJMGM Rupasinghe,DL Vettori,AD Mathews,0,0,0,109,32,15,21,6,6,15,lbw,RJMGM Rupasinghe,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
90,AD Mathews,IG Butler,KMDN Kulasekara,1,0,1,110,31,17,17,6,1,16,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
91,KMDN Kulasekara,IG Butler,AD Mathews,1,0,1,111,30,1,1,6,2,16,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
92,AD Mathews,IG Butler,KMDN Kulasekara,1,0,1,112,29,18,18,6,3,16,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
93,KMDN Kulasekara,IG Butler,AD Mathews,1,0,1,113,28,2,2,6,4,16,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
94,AD Mathews,IG Butler,KMDN Kulasekara,1,0,1,114,27,19,19,6,5,16,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
95,KMDN Kulasekara,IG Butler,AD Mathews,1,0,1,115,26,3,3,6,6,16,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
96,KMDN Kulasekara,JDP Oram,AD Mathews,1,0,1,116,25,4,4,6,1,17,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
97,AD Mathews,JDP Oram,KMDN Kulasekara,1,0,1,117,24,20,20,6,2,17,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
98,KMDN Kulasekara,JDP Oram,AD Mathews,3,0,3,120,21,7,5,6,3,17,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
99,AD Mathews,JDP Oram,KMDN Kulasekara,1,0,1,121,20,21,21,6,4,17,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
100,KMDN Kulasekara,JDP Oram,AD Mathews,1,0,1,122,19,8,6,6,5,17,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
101,AD Mathews,JDP Oram,KMDN Kulasekara,0,0,0,122,19,21,22,7,6,17,caught and bowled,AD Mathews,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
102,KMDN Kulasekara,KD Mills,HMCM Bandara,1,0,1,123,18,9,7,7,1,18,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
103,HMCM Bandara,KD Mills,KMDN Kulasekara,0,0,0,123,18,0,1,7,2,18,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
104,HMCM Bandara,KD Mills,KMDN Kulasekara,2,0,2,125,16,2,2,7,3,18,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
105,HMCM Bandara,KD Mills,KMDN Kulasekara,2,0,2,127,14,4,3,7,4,18,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
106,HMCM Bandara,KD Mills,KMDN Kulasekara,1,0,1,128,13,5,4,7,5,18,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
107,KMDN Kulasekara,KD Mills,HMCM Bandara,1,0,1,129,12,10,8,7,6,18,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
108,KMDN Kulasekara,SE Bond,HMCM Bandara,1,0,1,130,11,11,9,7,1,19,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
109,HMCM Bandara,SE Bond,KMDN Kulasekara,1,0,1,131,10,6,5,7,2,19,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
110,KMDN Kulasekara,SE Bond,HMCM Bandara,1,0,1,132,9,12,10,7,3,19,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
111,HMCM Bandara,SE Bond,KMDN Kulasekara,0,0,0,132,9,6,6,7,4,19,0,,,-,bat,New Zealand,2,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,Sri Lanka,New Zealand
