,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Mohammad Rizwan,R Ngarava,Babar Azam,0,0,0,0,130,0,1,0,-,1.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
1,Mohammad Rizwan,R Ngarava,Babar Azam,1,0,1,1,129,1,2,0,-,2.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
2,Babar Azam,R Ngarava,Mohammad Rizwan,0,0,0,1,129,0,1,0,-,3.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
3,Babar Azam,R Ngarava,Mohammad Rizwan,0,0,0,1,129,0,2,0,-,4.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
4,Babar Azam,R Ngarava,Mohammad Rizwan,0,1,1,2,128,0,3,0,wides,4.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
5,Babar Azam,R Ngarava,Mohammad Rizwan,0,0,0,2,128,0,4,0,-,5.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
6,Babar Azam,R Ngarava,Mohammad Rizwan,0,0,0,2,128,0,5,0,-,6.0,0,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
7,Mohammad Rizwan,B Muzarabani,Babar Azam,0,0,0,2,128,1,3,0,-,1.0,1,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
8,Mohammad Rizwan,B Muzarabani,Babar Azam,0,0,0,2,128,1,4,0,-,2.0,1,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
9,Mohammad Rizwan,B Muzarabani,Babar Azam,0,0,0,2,128,1,5,0,-,3.0,1,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
10,Mohammad Rizwan,B Muzarabani,Babar Azam,1,0,1,3,127,2,6,0,-,4.0,1,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
11,Babar Azam,B Muzarabani,Mohammad Rizwan,0,0,0,3,127,0,6,0,-,5.0,1,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
12,Babar Azam,B Muzarabani,Mohammad Rizwan,0,0,0,3,127,0,7,0,-,6.0,1,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
13,Mohammad Rizwan,R Ngarava,Babar Azam,0,0,0,3,127,2,7,0,-,1.0,2,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
14,Mohammad Rizwan,R Ngarava,Babar Azam,4,0,4,7,123,6,8,0,-,2.0,2,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
15,Mohammad Rizwan,R Ngarava,Babar Azam,0,0,0,7,123,6,9,0,-,3.0,2,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
16,Mohammad Rizwan,R Ngarava,Babar Azam,1,0,1,8,122,7,10,0,-,4.0,2,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
17,Babar Azam,R Ngarava,Mohammad Rizwan,4,0,4,12,118,4,8,0,-,5.0,2,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
18,Babar Azam,R Ngarava,Mohammad Rizwan,0,0,0,12,118,4,9,0,-,6.0,2,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
19,Mohammad Rizwan,B Evans,Babar Azam,0,0,0,12,118,7,11,0,-,1.0,3,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
20,Mohammad Rizwan,B Evans,Babar Azam,0,1,1,13,117,7,12,0,legbyes,2.0,3,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
21,Babar Azam,B Evans,Mohammad Rizwan,0,0,0,13,117,4,10,1,-,3.0,3,caught,Babar Azam,RP Burl,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
22,Shan Masood,B Evans,Mohammad Rizwan,1,0,1,14,116,1,1,1,-,4.0,3,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
23,Mohammad Rizwan,B Evans,Shan Masood,0,0,0,14,116,7,13,1,-,5.0,3,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
24,Mohammad Rizwan,B Evans,Shan Masood,6,0,6,20,110,13,14,1,-,6.0,3,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
25,Shan Masood,B Muzarabani,Mohammad Rizwan,1,0,1,21,109,2,2,1,-,1.0,4,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
26,Mohammad Rizwan,B Muzarabani,Shan Masood,1,0,1,22,108,14,15,1,-,2.0,4,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
27,Shan Masood,B Muzarabani,Mohammad Rizwan,1,0,1,23,107,3,3,1,-,3.0,4,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
28,Mohammad Rizwan,B Muzarabani,Shan Masood,0,0,0,23,107,14,16,2,-,4.0,4,bowled,Mohammad Rizwan,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
29,Iftikhar Ahmed,B Muzarabani,Shan Masood,0,0,0,23,107,0,1,2,-,5.0,4,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
30,Iftikhar Ahmed,B Muzarabani,Shan Masood,0,0,0,23,107,0,2,2,-,6.0,4,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
31,Shan Masood,B Evans,Iftikhar Ahmed,0,0,0,23,107,3,4,2,-,1.0,5,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
32,Shan Masood,B Evans,Iftikhar Ahmed,0,1,1,24,106,3,5,2,legbyes,2.0,5,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
33,Iftikhar Ahmed,B Evans,Shan Masood,0,0,0,24,106,0,3,2,-,3.0,5,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
34,Iftikhar Ahmed,B Evans,Shan Masood,0,0,0,24,106,0,4,2,-,4.0,5,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
35,Iftikhar Ahmed,B Evans,Shan Masood,4,0,4,28,102,4,5,2,-,5.0,5,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
36,Iftikhar Ahmed,B Evans,Shan Masood,0,0,0,28,102,4,6,2,-,6.0,5,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
37,Shan Masood,Sikandar Raza,Iftikhar Ahmed,1,0,1,29,101,4,6,2,-,1.0,6,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
38,Iftikhar Ahmed,Sikandar Raza,Shan Masood,1,0,1,30,100,5,7,2,-,2.0,6,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
39,Shan Masood,Sikandar Raza,Iftikhar Ahmed,0,0,0,30,100,4,7,2,-,3.0,6,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
40,Shan Masood,Sikandar Raza,Iftikhar Ahmed,1,0,1,31,99,5,8,2,-,4.0,6,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
41,Iftikhar Ahmed,Sikandar Raza,Shan Masood,0,0,0,31,99,5,8,2,-,5.0,6,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
42,Iftikhar Ahmed,Sikandar Raza,Shan Masood,0,0,0,31,99,5,9,2,-,6.0,6,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
43,Shan Masood,LM Jongwe,Iftikhar Ahmed,4,0,4,35,95,9,9,2,-,1.0,7,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
44,Shan Masood,LM Jongwe,Iftikhar Ahmed,0,0,0,35,95,9,10,2,-,2.0,7,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
45,Shan Masood,LM Jongwe,Iftikhar Ahmed,1,0,1,36,94,10,11,2,-,3.0,7,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
46,Iftikhar Ahmed,LM Jongwe,Shan Masood,0,0,0,36,94,5,10,3,-,4.0,7,caught,Iftikhar Ahmed,RW Chakabva,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
47,Shadab Khan,LM Jongwe,Shan Masood,1,0,1,37,93,1,1,3,-,5.0,7,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
48,Shan Masood,LM Jongwe,Shadab Khan,4,0,4,41,89,14,12,3,-,6.0,7,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
49,Shadab Khan,Sikandar Raza,Shan Masood,1,0,1,42,88,2,2,3,-,1.0,8,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
50,Shan Masood,Sikandar Raza,Shadab Khan,0,0,0,42,88,14,13,3,-,2.0,8,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
51,Shan Masood,Sikandar Raza,Shadab Khan,4,0,4,46,84,18,14,3,-,3.0,8,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
52,Shan Masood,Sikandar Raza,Shadab Khan,0,0,0,46,84,18,15,3,-,4.0,8,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
53,Shan Masood,Sikandar Raza,Shadab Khan,2,0,2,48,82,20,16,3,-,5.0,8,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
54,Shan Masood,Sikandar Raza,Shadab Khan,1,0,1,49,81,21,17,3,-,6.0,8,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
55,Shan Masood,SC Williams,Shadab Khan,1,0,1,50,80,22,18,3,-,1.0,9,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
56,Shadab Khan,SC Williams,Shan Masood,1,0,1,51,79,3,3,3,-,2.0,9,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
57,Shan Masood,SC Williams,Shadab Khan,1,0,1,52,78,23,19,3,-,3.0,9,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
58,Shadab Khan,SC Williams,Shan Masood,1,0,1,53,77,4,4,3,-,4.0,9,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
59,Shan Masood,SC Williams,Shadab Khan,1,0,1,54,76,24,20,3,-,5.0,9,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
60,Shadab Khan,SC Williams,Shan Masood,0,0,0,54,76,4,5,3,-,6.0,9,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
61,Shan Masood,RP Burl,Shadab Khan,1,0,1,55,75,25,21,3,-,1.0,10,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
62,Shadab Khan,RP Burl,Shan Masood,1,0,1,56,74,5,6,3,-,2.0,10,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
63,Shan Masood,RP Burl,Shadab Khan,2,0,2,58,72,27,22,3,-,3.0,10,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
64,Shan Masood,RP Burl,Shadab Khan,1,0,1,59,71,28,23,3,-,4.0,10,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
65,Shadab Khan,RP Burl,Shan Masood,1,0,1,60,70,6,7,3,-,5.0,10,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
66,Shan Masood,RP Burl,Shadab Khan,1,0,1,61,69,29,24,3,-,6.0,10,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
67,Shan Masood,SC Williams,Shadab Khan,3,0,3,64,66,32,25,3,-,1.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
68,Shadab Khan,SC Williams,Shan Masood,1,0,1,65,65,7,8,3,-,2.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
69,Shan Masood,SC Williams,Shadab Khan,0,1,1,66,64,32,26,3,wides,2.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
70,Shan Masood,SC Williams,Shadab Khan,1,0,1,67,63,33,27,3,-,3.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
71,Shadab Khan,SC Williams,Shan Masood,1,0,1,68,62,8,9,3,-,4.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
72,Shan Masood,SC Williams,Shadab Khan,2,0,2,70,60,35,28,3,-,5.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
73,Shan Masood,SC Williams,Shadab Khan,1,0,1,71,59,36,29,3,-,6.0,11,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
74,Shan Masood,B Muzarabani,Shadab Khan,2,0,2,73,57,38,30,3,-,1.0,12,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
75,Shan Masood,B Muzarabani,Shadab Khan,1,0,1,74,56,39,31,3,-,2.0,12,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
76,Shadab Khan,B Muzarabani,Shan Masood,1,0,1,75,55,9,10,3,-,3.0,12,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
77,Shan Masood,B Muzarabani,Shadab Khan,1,0,1,76,54,40,32,3,-,4.0,12,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
78,Shadab Khan,B Muzarabani,Shan Masood,0,2,2,78,52,9,11,3,legbyes,5.0,12,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
79,Shadab Khan,B Muzarabani,Shan Masood,2,0,2,80,50,11,12,3,-,6.0,12,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
80,Shan Masood,Sikandar Raza,Shadab Khan,0,0,0,80,50,40,33,3,-,1.0,13,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
81,Shan Masood,Sikandar Raza,Shadab Khan,1,0,1,81,49,41,34,3,-,2.0,13,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
82,Shadab Khan,Sikandar Raza,Shan Masood,0,1,1,82,48,11,13,3,wides,2.0,13,0,,,,bat,Zimbabwe,2,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Pakistan,Zimbabwe,False,129
