,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
17,H Masakadza,Mohammad Nawaz (3),SF Mire,0,0,0,7,175,1,3,1,6,0,,,3,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
18,SF Mire,Faheem Ashraf,H Masakadza,0,1,1,8,174,6,13,1,1,0,,,4,wides,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
19,SF Mire,Faheem Ashraf,H Masakadza,0,0,0,8,174,6,14,1,2,0,,,4,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
20,SF Mire,Faheem Ashraf,H Masakadza,0,0,0,8,174,6,15,1,3,0,,,4,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
21,SF Mire,Faheem Ashraf,H Masakadza,0,0,0,8,174,6,16,1,4,0,,,4,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
22,SF Mire,Faheem Ashraf,H Masakadza,0,0,0,8,174,6,17,1,5,0,,,4,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
23,SF Mire,Faheem Ashraf,H Masakadza,2,0,2,10,172,8,18,1,6,0,,,4,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
24,SF Mire,Faheem Ashraf,H Masakadza,6,0,6,16,166,14,19,1,7,0,,,4,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
25,H Masakadza,Hasan Ali,SF Mire,0,0,0,16,166,1,4,1,1,0,,,5,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
26,H Masakadza,Hasan Ali,SF Mire,6,0,6,22,160,7,5,1,2,0,,,5,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
27,H Masakadza,Hasan Ali,SF Mire,0,0,0,22,160,7,6,1,3,0,,,5,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
28,H Masakadza,Hasan Ali,SF Mire,0,0,0,22,160,7,7,1,4,0,,,5,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
29,H Masakadza,Hasan Ali,SF Mire,0,0,0,22,160,7,8,2,5,caught,H Masakadza,Sarfraz Ahmed,5,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
30,TK Musakanda,Hasan Ali,SF Mire,0,1,1,23,159,0,1,2,6,0,,,5,wides,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
31,TK Musakanda,Hasan Ali,SF Mire,0,0,0,23,159,0,2,2,7,0,,,5,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
32,SF Mire,Usman Shinwari,TK Musakanda,0,0,0,23,159,14,20,2,1,0,,,6,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
33,SF Mire,Usman Shinwari,TK Musakanda,1,0,1,24,158,15,21,2,2,0,,,6,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
34,TK Musakanda,Usman Shinwari,SF Mire,1,0,1,25,157,1,3,2,3,0,,,6,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
35,SF Mire,Usman Shinwari,TK Musakanda,0,0,0,25,157,15,22,2,4,0,,,6,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
36,SF Mire,Usman Shinwari,TK Musakanda,1,0,1,26,156,16,23,2,5,0,,,6,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
37,TK Musakanda,Usman Shinwari,SF Mire,1,0,1,27,155,2,4,2,6,0,,,6,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
38,TK Musakanda,Shadab Khan,SF Mire,0,0,0,27,155,2,5,2,1,0,,,7,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
39,TK Musakanda,Shadab Khan,SF Mire,1,0,1,28,154,3,6,2,2,0,,,7,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
40,SF Mire,Shadab Khan,TK Musakanda,3,0,3,31,151,19,24,2,3,0,,,7,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
41,TK Musakanda,Shadab Khan,SF Mire,2,0,2,33,149,5,7,2,4,0,,,7,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
42,TK Musakanda,Shadab Khan,SF Mire,1,0,1,34,148,6,8,2,5,0,,,7,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
43,SF Mire,Shadab Khan,TK Musakanda,0,0,0,34,148,19,25,2,6,0,,,7,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
44,TK Musakanda,Hussain Talat,SF Mire,2,0,2,36,146,8,9,2,1,0,,,8,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
45,TK Musakanda,Hussain Talat,SF Mire,0,0,0,36,146,8,10,2,2,0,,,8,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
46,TK Musakanda,Hussain Talat,SF Mire,2,0,2,38,144,10,11,2,3,0,,,8,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
47,TK Musakanda,Hussain Talat,SF Mire,2,0,2,40,142,12,12,2,4,0,,,8,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
48,TK Musakanda,Hussain Talat,SF Mire,4,0,4,44,138,16,13,2,5,0,,,8,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
49,TK Musakanda,Hussain Talat,SF Mire,1,0,1,45,137,17,14,2,6,0,,,8,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
50,TK Musakanda,Shadab Khan,SF Mire,1,0,1,46,136,18,15,2,1,0,,,9,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
51,SF Mire,Shadab Khan,TK Musakanda,6,0,6,52,130,25,26,2,2,0,,,9,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
52,SF Mire,Shadab Khan,TK Musakanda,0,0,0,52,130,25,27,2,3,0,,,9,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
53,SF Mire,Shadab Khan,TK Musakanda,1,0,1,53,129,26,28,2,4,0,,,9,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
54,TK Musakanda,Shadab Khan,SF Mire,0,0,0,53,129,18,16,2,5,0,,,9,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
55,TK Musakanda,Shadab Khan,SF Mire,2,0,2,55,127,20,17,2,6,0,,,9,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
56,SF Mire,Mohammad Nawaz (3),TK Musakanda,1,0,1,56,126,27,29,2,1,0,,,10,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
57,TK Musakanda,Mohammad Nawaz (3),SF Mire,1,0,1,57,125,21,18,2,2,0,,,10,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
58,SF Mire,Mohammad Nawaz (3),TK Musakanda,0,0,0,57,125,27,30,3,3,caught,SF Mire,Hasan Ali,10,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
59,PJ Moor,Mohammad Nawaz (3),TK Musakanda,0,0,0,57,125,0,1,3,4,0,,,10,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
60,PJ Moor,Mohammad Nawaz (3),TK Musakanda,1,0,1,58,124,1,2,3,5,0,,,10,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
61,TK Musakanda,Mohammad Nawaz (3),PJ Moor,1,0,1,59,123,22,19,3,6,0,,,10,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
62,TK Musakanda,Shadab Khan,PJ Moor,1,0,1,60,122,23,20,3,1,0,,,11,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
63,PJ Moor,Shadab Khan,TK Musakanda,1,0,1,61,121,2,3,3,2,0,,,11,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
64,TK Musakanda,Shadab Khan,PJ Moor,2,0,2,63,119,25,21,3,3,0,,,11,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
65,TK Musakanda,Shadab Khan,PJ Moor,1,0,1,64,118,26,22,3,4,0,,,11,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
66,PJ Moor,Shadab Khan,TK Musakanda,0,0,0,64,118,2,4,3,5,0,,,11,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
67,PJ Moor,Shadab Khan,TK Musakanda,0,0,0,64,118,2,5,4,6,bowled,PJ Moor,,11,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
68,TK Musakanda,Faheem Ashraf,E Chigumbura,4,0,4,68,114,30,23,4,1,0,,,12,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
69,TK Musakanda,Faheem Ashraf,E Chigumbura,0,0,0,68,114,30,24,4,2,0,,,12,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
70,TK Musakanda,Faheem Ashraf,E Chigumbura,2,0,2,70,112,32,25,4,3,0,,,12,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
71,TK Musakanda,Faheem Ashraf,E Chigumbura,0,0,0,70,112,32,26,4,4,0,,,12,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
72,TK Musakanda,Faheem Ashraf,E Chigumbura,1,0,1,71,111,33,27,4,5,0,,,12,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
73,E Chigumbura,Faheem Ashraf,TK Musakanda,1,0,1,72,110,1,1,4,6,0,,,12,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
74,E Chigumbura,Mohammad Nawaz (3),TK Musakanda,0,1,1,73,109,1,2,4,1,0,,,13,legbyes,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
75,TK Musakanda,Mohammad Nawaz (3),E Chigumbura,1,0,1,74,108,34,28,4,2,0,,,13,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
76,E Chigumbura,Mohammad Nawaz (3),TK Musakanda,0,0,0,74,108,1,3,4,3,0,,,13,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
77,E Chigumbura,Mohammad Nawaz (3),TK Musakanda,2,0,2,76,106,3,4,4,4,0,,,13,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
78,E Chigumbura,Mohammad Nawaz (3),TK Musakanda,0,0,0,76,106,3,5,4,5,0,,,13,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
79,E Chigumbura,Mohammad Nawaz (3),TK Musakanda,1,0,1,77,105,4,6,4,6,0,,,13,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
80,E Chigumbura,Hasan Ali,TK Musakanda,0,0,0,77,105,4,7,4,1,0,,,14,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
81,E Chigumbura,Hasan Ali,TK Musakanda,0,1,1,78,104,4,8,4,2,0,,,14,wides,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
82,E Chigumbura,Hasan Ali,TK Musakanda,6,0,6,84,98,10,9,4,3,0,,,14,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
83,E Chigumbura,Hasan Ali,TK Musakanda,4,0,4,88,94,14,10,4,4,0,,,14,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
84,E Chigumbura,Hasan Ali,TK Musakanda,0,0,0,88,94,14,11,5,5,bowled,E Chigumbura,,14,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
85,RP Burl,Hasan Ali,TK Musakanda,0,0,0,88,94,0,1,5,6,0,,,14,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
86,RP Burl,Hasan Ali,TK Musakanda,1,0,1,89,93,1,2,5,7,0,,,14,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
87,RP Burl,Shadab Khan,TK Musakanda,1,0,1,90,92,2,3,5,1,0,,,15,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
88,TK Musakanda,Shadab Khan,RP Burl,1,0,1,91,91,35,29,5,2,0,,,15,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
89,RP Burl,Shadab Khan,TK Musakanda,0,0,0,91,91,2,4,5,3,0,,,15,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
90,RP Burl,Shadab Khan,TK Musakanda,1,0,1,92,90,3,5,5,4,0,,,15,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
91,TK Musakanda,Shadab Khan,RP Burl,2,0,2,94,88,37,30,5,5,0,,,15,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
92,TK Musakanda,Shadab Khan,RP Burl,2,0,2,96,86,39,31,5,6,0,,,15,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
93,RP Burl,Faheem Ashraf,TK Musakanda,1,0,1,97,85,4,6,5,1,0,,,16,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
94,TK Musakanda,Faheem Ashraf,RP Burl,1,0,1,98,84,40,32,5,2,0,,,16,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
95,RP Burl,Faheem Ashraf,TK Musakanda,1,0,1,99,83,5,7,5,3,0,,,16,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
96,TK Musakanda,Faheem Ashraf,RP Burl,0,0,0,99,83,40,33,5,4,0,,,16,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
97,TK Musakanda,Faheem Ashraf,RP Burl,2,0,2,101,81,42,34,5,5,0,,,16,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
98,TK Musakanda,Faheem Ashraf,RP Burl,1,0,1,102,80,43,35,5,6,0,,,16,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
99,TK Musakanda,Usman Shinwari,RP Burl,0,0,0,102,80,43,36,6,1,caught,TK Musakanda,Shadab Khan,17,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
100,RP Burl,Usman Shinwari,TS Chisoro,1,0,1,103,79,6,8,6,2,0,,,17,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
101,TS Chisoro,Usman Shinwari,RP Burl,1,0,1,104,78,1,1,6,3,0,,,17,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
102,RP Burl,Usman Shinwari,TS Chisoro,1,0,1,105,77,7,9,6,4,0,,,17,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
103,TS Chisoro,Usman Shinwari,RP Burl,0,0,0,105,77,1,2,7,5,caught,TS Chisoro,Sarfraz Ahmed,17,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
104,B Muzarabani,Usman Shinwari,RP Burl,0,0,0,105,77,0,1,7,6,0,,,17,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
105,RP Burl,Mohammad Hafeez,B Muzarabani,2,0,2,107,75,9,10,7,1,0,,,18,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
106,RP Burl,Mohammad Hafeez,B Muzarabani,0,0,0,107,75,9,11,8,2,caught,RP Burl,Shoaib Malik,18,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
107,J Nyumbu,Mohammad Hafeez,B Muzarabani,0,0,0,107,75,0,1,8,3,0,,,18,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
108,J Nyumbu,Mohammad Hafeez,B Muzarabani,1,0,1,108,74,1,2,8,4,0,,,18,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
109,B Muzarabani,Mohammad Hafeez,J Nyumbu,0,0,0,108,74,0,2,9,5,bowled,B Muzarabani,,18,-,field,Zimbabwe,2,Harare Sports Club,2018,07,Pakistan_Zimbabwe_2018-07-01,Pakistan,Zimbabwe,Pakistan,108
