,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Mohammad Naim,JA Duffy,Liton Das,0,0,0,0,128,0,1,0,1,1,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
1,Mohammad Naim,JA Duffy,Liton Das,0,0,0,0,128,0,2,0,2,1,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
2,Mohammad Naim,JA Duffy,Liton Das,0,0,0,0,128,0,3,0,3,1,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
3,Mohammad Naim,JA Duffy,Liton Das,0,0,0,0,128,0,4,0,4,1,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
4,Mohammad Naim,JA Duffy,Liton Das,4,0,4,4,124,4,5,0,5,1,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
5,Mohammad Naim,JA Duffy,Liton Das,4,0,4,8,120,8,6,0,6,1,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
6,Liton Das,AY Patel,Mohammad Naim,4,0,4,12,116,4,1,0,1,2,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
7,Liton Das,AY Patel,Mohammad Naim,0,0,0,12,116,4,2,0,2,2,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
8,Liton Das,AY Patel,Mohammad Naim,0,0,0,12,116,4,3,0,3,2,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
9,Liton Das,AY Patel,Mohammad Naim,0,0,0,12,116,4,4,0,4,2,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
10,Liton Das,AY Patel,Mohammad Naim,0,0,0,12,116,4,5,0,5,2,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
11,Liton Das,AY Patel,Mohammad Naim,3,0,3,15,113,7,6,0,6,2,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
12,Liton Das,CE McConchie,Mohammad Naim,0,0,0,15,113,7,7,0,1,3,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
13,Liton Das,CE McConchie,Mohammad Naim,4,0,4,19,109,11,8,0,2,3,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
14,Liton Das,CE McConchie,Mohammad Naim,4,0,4,23,105,15,9,0,3,3,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
15,Liton Das,CE McConchie,Mohammad Naim,0,0,0,23,105,15,10,0,4,3,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
16,Liton Das,CE McConchie,Mohammad Naim,0,0,0,23,105,15,11,1,5,3,lbw,Liton Das,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
17,Mahedi Hasan,CE McConchie,Mohammad Naim,1,0,1,24,104,1,1,1,6,3,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
18,Mahedi Hasan,AY Patel,Mohammad Naim,0,0,0,24,104,1,2,1,1,4,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
19,Mahedi Hasan,AY Patel,Mohammad Naim,0,0,0,24,104,1,3,1,2,4,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
20,Mahedi Hasan,AY Patel,Mohammad Naim,0,0,0,24,104,1,4,2,3,4,caught,Mahedi Hasan,HM Nicholls,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
21,Shakib Al Hasan,AY Patel,Mohammad Naim,0,0,0,24,104,0,1,2,4,4,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
22,Shakib Al Hasan,AY Patel,Mohammad Naim,0,1,1,25,103,0,2,2,5,4,0,,,wides,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
23,Shakib Al Hasan,AY Patel,Mohammad Naim,0,0,0,25,103,0,3,3,6,4,caught,Shakib Al Hasan,CE McConchie,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
24,Mohammad Naim,AY Patel,Mushfiqur Rahim,1,0,1,26,102,9,7,3,7,4,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
25,Mohammad Naim,CE McConchie,Mushfiqur Rahim,2,0,2,28,100,11,8,3,1,5,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
26,Mohammad Naim,CE McConchie,Mushfiqur Rahim,0,0,0,28,100,11,9,3,2,5,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
27,Mohammad Naim,CE McConchie,Mushfiqur Rahim,0,0,0,28,100,11,10,3,3,5,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
28,Mohammad Naim,CE McConchie,Mushfiqur Rahim,0,0,0,28,100,11,11,3,4,5,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
29,Mohammad Naim,CE McConchie,Mushfiqur Rahim,0,0,0,28,100,11,12,3,5,5,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
30,Mohammad Naim,CE McConchie,Mushfiqur Rahim,0,0,0,28,100,11,13,3,6,5,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
31,Mushfiqur Rahim,JA Duffy,Mohammad Naim,0,0,0,28,100,0,1,3,1,6,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
32,Mushfiqur Rahim,JA Duffy,Mohammad Naim,0,0,0,28,100,0,2,3,2,6,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
33,Mushfiqur Rahim,JA Duffy,Mohammad Naim,0,0,0,28,100,0,3,3,3,6,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
34,Mushfiqur Rahim,JA Duffy,Mohammad Naim,1,0,1,29,99,1,4,3,4,6,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
35,Mohammad Naim,JA Duffy,Mushfiqur Rahim,0,0,0,29,99,11,14,3,5,6,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
36,Mohammad Naim,JA Duffy,Mushfiqur Rahim,1,0,1,30,98,12,15,3,6,6,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
37,Mohammad Naim,R Ravindra,Mushfiqur Rahim,0,0,0,30,98,12,16,3,1,7,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
38,Mohammad Naim,R Ravindra,Mushfiqur Rahim,1,0,1,31,97,13,17,3,2,7,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
39,Mushfiqur Rahim,R Ravindra,Mohammad Naim,0,0,0,31,97,1,5,3,3,7,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
40,Mushfiqur Rahim,R Ravindra,Mohammad Naim,1,0,1,32,96,2,6,3,4,7,0,,,-,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021,09,New Zealand_Bangladesh_2021-09-05,New Zealand,Bangladesh,New Zealand,76
