,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
87,Sohail Tanvir,DR Smith,Shahid Afridi,1,0,1,68,98,14,10,6,2,-,0,,,15,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
88,Shahid Afridi,DR Smith,Sohail Tanvir,0,0,0,68,98,12,8,6,3,-,0,,,15,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
89,Shahid Afridi,DR Smith,Sohail Tanvir,0,0,0,68,98,12,9,6,4,-,0,,,15,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
90,Shahid Afridi,DR Smith,Sohail Tanvir,6,0,6,74,92,18,10,6,5,-,0,,,15,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
91,Shahid Afridi,DR Smith,Sohail Tanvir,0,0,0,74,92,18,11,6,6,-,0,,,15,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
92,Sohail Tanvir,SP Narine,Shahid Afridi,0,0,0,74,92,14,11,6,1,-,0,,,16,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
93,Sohail Tanvir,SP Narine,Shahid Afridi,0,0,0,74,92,14,12,7,2,-,caught,Sohail Tanvir,DJG Sammy,16,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
94,Umar Gul,SP Narine,Shahid Afridi,0,0,0,74,92,0,1,7,3,-,0,,,16,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
95,Umar Gul,SP Narine,Shahid Afridi,1,0,1,75,91,1,2,7,4,-,0,,,16,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
96,Shahid Afridi,SP Narine,Umar Gul,0,0,0,75,91,18,12,8,5,-,stumped,Shahid Afridi,D Ramdin,16,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
97,Saeed Ajmal,SP Narine,Umar Gul,0,0,0,75,91,0,1,8,6,-,0,,,16,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
98,Umar Gul,AD Russell,Saeed Ajmal,0,0,0,75,91,1,3,8,1,-,0,,,17,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
99,Umar Gul,AD Russell,Saeed Ajmal,1,0,1,76,90,2,4,8,2,-,0,,,17,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
100,Saeed Ajmal,AD Russell,Umar Gul,1,0,1,77,89,1,2,8,3,-,0,,,17,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
101,Umar Gul,AD Russell,Saeed Ajmal,1,0,1,78,88,3,5,8,4,-,0,,,17,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
102,Saeed Ajmal,AD Russell,Umar Gul,0,0,0,78,88,1,3,9,5,-,bowled,Saeed Ajmal,,17,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
103,Zulfiqar Babar,AD Russell,Umar Gul,1,0,1,79,87,1,1,9,6,-,0,,,17,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
104,Zulfiqar Babar,K Santokie,Umar Gul,0,0,0,79,87,1,2,9,1,-,0,,,18,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
105,Zulfiqar Babar,K Santokie,Umar Gul,1,0,1,80,86,2,3,9,2,-,0,,,18,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
106,Umar Gul,K Santokie,Zulfiqar Babar,1,0,1,81,85,4,6,9,3,-,0,,,18,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
107,Zulfiqar Babar,K Santokie,Umar Gul,1,0,1,82,84,3,4,9,4,-,0,,,18,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
108,Umar Gul,K Santokie,Zulfiqar Babar,0,0,0,82,84,4,7,10,5,-,caught,Umar Gul,LMP Simmons,18,bat,West Indies,2,Shere Bangla National Stadium,2014,04,Pakistan_West Indies_2014-04-01,West Indies,Pakistan,West Indies,82
