,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
45,DJ Mitchell,MD Gunathilaka,MJ Santner,1,0,1,39,86,4,5,5,1,-,7,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
46,MJ Santner,MD Gunathilaka,DJ Mitchell,0,0,0,39,86,11,12,5,2,-,7,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
47,MJ Santner,MD Gunathilaka,DJ Mitchell,2,0,2,41,84,13,13,5,3,-,7,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
48,MJ Santner,MD Gunathilaka,DJ Mitchell,2,0,2,43,82,15,14,5,4,-,7,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
49,MJ Santner,MD Gunathilaka,DJ Mitchell,1,0,1,44,81,16,15,5,5,-,7,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
50,DJ Mitchell,MD Gunathilaka,MJ Santner,1,0,1,45,80,5,6,5,6,-,7,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
51,DJ Mitchell,A Dananjaya,MJ Santner,1,0,1,46,79,6,7,6,1,-,8,,run out,DJ Mitchell,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
52,SC Kuggeleijn,A Dananjaya,MJ Santner,0,0,0,46,79,0,1,7,2,-,8,,bowled,SC Kuggeleijn,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
53,TG Southee,A Dananjaya,MJ Santner,1,0,1,47,78,1,1,7,3,-,8,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
54,MJ Santner,A Dananjaya,TG Southee,0,0,0,47,78,16,16,8,4,-,8,,stumped,MJ Santner,MDKJ Perera,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
55,TD Astle,A Dananjaya,TG Southee,1,0,1,48,77,1,1,8,5,-,8,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
56,TG Southee,A Dananjaya,TD Astle,0,1,1,49,76,1,2,8,6,legbyes,8,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
57,TG Southee,PWH de Silva,TD Astle,0,0,0,49,76,1,3,8,1,-,9,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
58,TG Southee,PWH de Silva,TD Astle,1,0,1,50,75,2,4,8,2,-,9,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
59,TD Astle,PWH de Silva,TG Southee,0,0,0,50,75,1,2,8,3,-,9,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
60,TD Astle,PWH de Silva,TG Southee,2,0,2,52,73,3,3,8,4,-,9,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
61,TD Astle,PWH de Silva,TG Southee,0,0,0,52,73,3,4,8,5,-,9,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
62,TD Astle,PWH de Silva,TG Southee,0,0,0,52,73,3,5,9,6,-,9,"{'by': 'New Zealand', 'umpire': 'LE Hannibal', 'batter': 'TD Astle', 'decision': 'struck down'}",lbw,TD Astle,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
63,TG Southee,PADLR Sandakan,SHA Rance,2,0,2,54,71,4,5,9,1,-,10,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
64,TG Southee,PADLR Sandakan,SHA Rance,1,0,1,55,70,5,6,9,2,-,10,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
65,SHA Rance,PADLR Sandakan,TG Southee,0,0,0,55,70,0,1,9,3,-,10,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
66,SHA Rance,PADLR Sandakan,TG Southee,1,0,1,56,69,1,2,9,4,-,10,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
67,TG Southee,PADLR Sandakan,SHA Rance,0,0,0,56,69,5,7,9,5,-,10,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
68,TG Southee,PADLR Sandakan,SHA Rance,1,0,1,57,68,6,8,9,6,-,10,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
69,TG Southee,PWH de Silva,SHA Rance,0,0,0,57,68,6,9,9,1,-,11,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
70,TG Southee,PWH de Silva,SHA Rance,0,0,0,57,68,6,10,9,2,-,11,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
71,TG Southee,PWH de Silva,SHA Rance,1,0,1,58,67,7,11,9,3,-,11,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
72,SHA Rance,PWH de Silva,TG Southee,0,0,0,58,67,1,3,9,4,-,11,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
73,SHA Rance,PWH de Silva,TG Southee,3,0,3,61,64,4,4,9,5,-,11,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
74,TG Southee,PWH de Silva,SHA Rance,1,0,1,62,63,8,12,9,6,-,11,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
75,TG Southee,PADLR Sandakan,SHA Rance,6,0,6,68,57,14,13,9,1,-,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
76,TG Southee,PADLR Sandakan,SHA Rance,0,1,1,69,56,14,14,9,2,wides,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
77,TG Southee,PADLR Sandakan,SHA Rance,0,1,1,70,55,14,15,9,3,wides,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
78,TG Southee,PADLR Sandakan,SHA Rance,6,0,6,76,49,20,16,9,4,-,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
79,TG Southee,PADLR Sandakan,SHA Rance,0,0,0,76,49,20,17,9,5,-,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
80,TG Southee,PADLR Sandakan,SHA Rance,6,0,6,82,43,26,18,9,6,-,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
81,TG Southee,PADLR Sandakan,SHA Rance,0,0,0,82,43,26,19,9,7,-,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
82,TG Southee,PADLR Sandakan,SHA Rance,0,0,0,82,43,26,20,9,8,-,12,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
83,SHA Rance,SL Malinga,TG Southee,0,0,0,82,43,4,5,9,1,-,13,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
84,SHA Rance,SL Malinga,TG Southee,0,0,0,82,43,4,6,9,2,-,13,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
85,SHA Rance,SL Malinga,TG Southee,0,0,0,82,43,4,7,9,3,-,13,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
86,SHA Rance,SL Malinga,TG Southee,0,0,0,82,43,4,8,9,4,-,13,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
87,SHA Rance,SL Malinga,TG Southee,1,0,1,83,42,5,9,9,5,-,13,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
88,TG Southee,SL Malinga,SHA Rance,0,0,0,83,42,26,21,9,6,-,13,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
89,SHA Rance,PWH de Silva,TG Southee,0,0,0,83,42,5,10,9,1,-,14,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
90,SHA Rance,PWH de Silva,TG Southee,0,0,0,83,42,5,11,9,2,-,14,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
91,SHA Rance,PWH de Silva,TG Southee,2,0,2,85,40,7,12,9,3,-,14,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
92,SHA Rance,PWH de Silva,TG Southee,1,0,1,86,39,8,13,9,4,-,14,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
93,TG Southee,PWH de Silva,SHA Rance,1,0,1,87,38,27,22,9,5,-,14,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
94,SHA Rance,PWH de Silva,TG Southee,0,0,0,87,38,8,14,9,6,-,14,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
95,TG Southee,PADLR Sandakan,SHA Rance,0,0,0,87,38,27,23,9,1,-,15,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
96,TG Southee,PADLR Sandakan,SHA Rance,0,0,0,87,38,27,24,9,2,-,15,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
97,TG Southee,PADLR Sandakan,SHA Rance,1,0,1,88,37,28,25,9,3,-,15,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
98,SHA Rance,PADLR Sandakan,TG Southee,0,0,0,88,37,8,15,9,4,-,15,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
99,SHA Rance,PADLR Sandakan,TG Southee,0,0,0,88,37,8,16,9,5,-,15,,0,,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
100,SHA Rance,PADLR Sandakan,TG Southee,0,0,0,88,37,8,17,10,6,-,15,,lbw,SHA Rance,,bat,Sri Lanka,2,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-06,Sri Lanka,New Zealand,Sri Lanka,88
