,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Liton Das,GJ Delany,Rony Talukdar,1,0,1,1,,1,1,0,-,1.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
1,Rony Talukdar,GJ Delany,Liton Das,0,1,1,2,,0,1,0,wides,1.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
2,Rony Talukdar,GJ Delany,Liton Das,0,0,0,2,,0,2,0,-,2.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
3,Rony Talukdar,GJ Delany,Liton Das,2,0,2,4,,2,3,0,-,3.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
4,Rony Talukdar,GJ Delany,Liton Das,0,1,1,5,,2,4,0,wides,3.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
5,Rony Talukdar,GJ Delany,Liton Das,1,0,1,6,,3,5,0,-,4.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
6,Liton Das,GJ Delany,Rony Talukdar,1,0,1,7,,2,2,0,-,5.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
7,Rony Talukdar,GJ Delany,Liton Das,1,0,1,8,,4,6,0,-,6.0,0,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
8,Rony Talukdar,MR Adair,Liton Das,4,0,4,12,,8,7,0,-,1.0,1,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
9,Rony Talukdar,MR Adair,Liton Das,1,0,1,13,,9,8,0,-,2.0,1,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
10,Liton Das,MR Adair,Rony Talukdar,1,0,1,14,,3,3,0,-,3.0,1,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
11,Rony Talukdar,MR Adair,Liton Das,1,0,1,15,,10,9,0,-,4.0,1,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
12,Liton Das,MR Adair,Rony Talukdar,2,0,2,17,,5,4,0,-,5.0,1,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
13,Liton Das,MR Adair,Rony Talukdar,4,0,4,21,,9,5,0,-,6.0,1,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
14,Rony Talukdar,GI Hume,Liton Das,4,0,4,25,,14,10,0,-,1.0,2,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
15,Rony Talukdar,GI Hume,Liton Das,1,0,1,26,,15,11,0,-,2.0,2,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
16,Liton Das,GI Hume,Rony Talukdar,6,0,6,32,,15,6,0,-,3.0,2,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
17,Liton Das,GI Hume,Rony Talukdar,1,0,1,33,,16,7,0,-,4.0,2,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
18,Rony Talukdar,GI Hume,Liton Das,2,0,2,35,,17,12,0,-,5.0,2,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
19,Rony Talukdar,GI Hume,Liton Das,2,0,2,37,,19,13,0,-,6.0,2,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
20,Liton Das,MR Adair,Rony Talukdar,6,0,6,43,,22,8,0,-,1.0,3,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
21,Liton Das,MR Adair,Rony Talukdar,4,0,4,47,,26,9,0,-,2.0,3,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
22,Liton Das,MR Adair,Rony Talukdar,4,0,4,51,,30,10,0,-,3.0,3,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
23,Liton Das,MR Adair,Rony Talukdar,1,0,1,52,,31,11,0,-,4.0,3,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
24,Rony Talukdar,MR Adair,Liton Das,1,0,1,53,,20,14,0,-,5.0,3,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
25,Liton Das,MR Adair,Rony Talukdar,1,0,1,54,,32,12,0,-,6.0,3,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Fast
26,Liton Das,F Hand,Rony Talukdar,4,0,4,58,,36,13,0,-,1.0,4,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Medium
27,Liton Das,F Hand,Rony Talukdar,4,0,4,62,,40,14,0,-,2.0,4,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Medium
28,Liton Das,F Hand,Rony Talukdar,6,0,6,68,,46,15,0,-,3.0,4,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Medium
29,Liton Das,F Hand,Rony Talukdar,2,0,2,70,,48,16,0,-,4.0,4,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Medium
30,Liton Das,F Hand,Rony Talukdar,1,0,1,71,,49,17,0,-,5.0,4,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Medium
31,Rony Talukdar,F Hand,Liton Das,2,0,2,73,,22,15,0,-,6.0,4,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Medium
32,Liton Das,B White,Rony Talukdar,1,0,1,74,,50,18,0,-,1.0,5,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
33,Rony Talukdar,B White,Liton Das,4,0,4,78,,26,16,0,-,2.0,5,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
34,Rony Talukdar,B White,Liton Das,1,0,1,79,,27,17,0,-,3.0,5,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
35,Liton Das,B White,Rony Talukdar,0,0,0,79,,50,19,0,-,4.0,5,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
36,Liton Das,B White,Rony Talukdar,0,0,0,79,,50,20,0,-,5.0,5,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
37,Liton Das,B White,Rony Talukdar,4,0,4,83,,54,21,0,-,6.0,5,0,,,,field,Ireland,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-29,Bangladesh,Bangladesh,Ireland,True,202,Right hand Bat,Right hand Bat,Right arm Legbreak
