,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
21,MS Wade,R Vinay Kumar,DA Warner,0,1,1,37,,11,9,0,wides,3.0,3,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
22,MS Wade,R Vinay Kumar,DA Warner,1,0,1,38,,12,10,0,-,4.0,3,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
23,DA Warner,R Vinay Kumar,MS Wade,0,0,0,38,,25,14,1,-,5.0,3,caught,DA Warner,SK Raina,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
24,MS Wade,R Vinay Kumar,TR Birt,1,0,1,39,,13,11,1,-,6.0,3,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
25,MS Wade,P Kumar,TR Birt,2,0,2,41,,15,12,1,-,1.0,4,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
26,MS Wade,P Kumar,TR Birt,0,0,0,41,,15,13,1,-,2.0,4,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
27,MS Wade,P Kumar,TR Birt,3,0,3,44,,18,14,1,-,3.0,4,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
28,TR Birt,P Kumar,MS Wade,0,0,0,44,,0,1,1,-,4.0,4,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
29,TR Birt,P Kumar,MS Wade,1,0,1,45,,1,2,1,-,5.0,4,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
30,MS Wade,P Kumar,TR Birt,3,0,3,48,,21,15,1,-,6.0,4,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
31,MS Wade,R Vinay Kumar,TR Birt,1,0,1,49,,22,16,1,-,1.0,5,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
32,TR Birt,R Vinay Kumar,MS Wade,0,0,0,49,,1,3,1,-,2.0,5,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
33,TR Birt,R Vinay Kumar,MS Wade,0,0,0,49,,1,4,1,-,3.0,5,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
34,TR Birt,R Vinay Kumar,MS Wade,0,0,0,49,,1,5,1,-,4.0,5,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
35,TR Birt,R Vinay Kumar,MS Wade,6,0,6,55,,7,6,1,-,5.0,5,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
36,TR Birt,R Vinay Kumar,MS Wade,0,0,0,55,,7,7,1,-,6.0,5,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Medium
37,MS Wade,SK Raina,TR Birt,0,0,0,55,,22,17,1,-,1.0,6,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
38,MS Wade,SK Raina,TR Birt,1,0,1,56,,23,18,1,-,2.0,6,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
39,TR Birt,SK Raina,MS Wade,0,0,0,56,,7,8,1,-,3.0,6,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
40,TR Birt,SK Raina,MS Wade,0,0,0,56,,7,9,1,-,4.0,6,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
41,TR Birt,SK Raina,MS Wade,1,0,1,57,,8,10,1,-,5.0,6,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
42,MS Wade,SK Raina,TR Birt,1,0,1,58,,24,19,1,-,6.0,6,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
43,MS Wade,R Ashwin,TR Birt,6,0,6,64,,30,20,1,-,1.0,7,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
44,MS Wade,R Ashwin,TR Birt,1,0,1,65,,31,21,1,-,2.0,7,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
45,TR Birt,R Ashwin,MS Wade,0,0,0,65,,8,11,1,-,3.0,7,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
46,TR Birt,R Ashwin,MS Wade,0,0,0,65,,8,12,1,-,4.0,7,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
47,TR Birt,R Ashwin,MS Wade,0,0,0,65,,8,13,1,-,5.0,7,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
48,TR Birt,R Ashwin,MS Wade,1,0,1,66,,9,14,1,-,6.0,7,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
49,TR Birt,R Sharma,MS Wade,0,0,0,66,,9,15,1,-,1.0,8,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Legbreak
50,TR Birt,R Sharma,MS Wade,4,0,4,70,,13,16,1,-,2.0,8,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Legbreak
51,TR Birt,R Sharma,MS Wade,2,0,2,72,,15,17,1,-,3.0,8,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Legbreak
52,TR Birt,R Sharma,MS Wade,0,0,0,72,,15,18,1,-,4.0,8,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Legbreak
53,TR Birt,RG Sharma,MS Wade,1,0,1,73,,16,19,1,-,5.0,8,0,,,"{'role': [{'in': 'RG Sharma', 'reason': 'injury', 'role': 'bowler'}]}",field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
54,MS Wade,RG Sharma,TR Birt,1,0,1,74,,32,22,1,-,6.0,8,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
55,MS Wade,R Ashwin,TR Birt,1,0,1,75,,33,23,1,-,1.0,9,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
56,TR Birt,R Ashwin,MS Wade,1,0,1,76,,17,20,1,-,2.0,9,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
57,MS Wade,R Ashwin,TR Birt,2,0,2,78,,35,24,1,-,3.0,9,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
58,MS Wade,R Ashwin,TR Birt,0,0,0,78,,35,25,1,-,4.0,9,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
59,MS Wade,R Ashwin,TR Birt,1,0,1,79,,36,26,1,-,5.0,9,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
60,TR Birt,R Ashwin,MS Wade,0,0,0,79,,17,21,2,-,6.0,9,caught,TR Birt,SK Raina,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Left hand Bat,Right arm Offbreak
61,MS Wade,RA Jadeja,DJ Hussey,1,0,1,80,,37,27,2,-,1.0,10,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
62,DJ Hussey,RA Jadeja,MS Wade,1,0,1,81,,1,1,2,-,2.0,10,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Left arm Orthodox
63,MS Wade,RA Jadeja,DJ Hussey,4,0,4,85,,41,28,2,-,3.0,10,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
64,MS Wade,RA Jadeja,DJ Hussey,0,0,0,85,,41,29,2,-,4.0,10,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
65,MS Wade,RA Jadeja,DJ Hussey,0,0,0,85,,41,30,2,-,5.0,10,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
66,MS Wade,RA Jadeja,DJ Hussey,0,0,0,85,,41,31,2,-,6.0,10,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
67,DJ Hussey,R Sharma,MS Wade,0,0,0,85,,1,2,2,-,1.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
68,DJ Hussey,R Sharma,MS Wade,0,0,0,85,,1,3,2,-,2.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
69,DJ Hussey,R Sharma,MS Wade,0,0,0,85,,1,4,2,-,3.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
70,DJ Hussey,R Sharma,MS Wade,0,1,1,86,,1,5,2,wides,3.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
71,DJ Hussey,R Sharma,MS Wade,1,0,1,87,,2,6,2,-,4.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
72,MS Wade,R Sharma,DJ Hussey,1,0,1,88,,42,32,2,-,5.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Legbreak
73,DJ Hussey,R Sharma,MS Wade,0,0,0,88,,2,7,2,-,6.0,11,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
74,MS Wade,RA Jadeja,DJ Hussey,1,0,1,89,,43,33,2,-,1.0,12,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
75,DJ Hussey,RA Jadeja,MS Wade,1,0,1,90,,3,8,2,-,2.0,12,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Left arm Orthodox
76,MS Wade,RA Jadeja,DJ Hussey,4,0,4,94,,47,34,2,-,3.0,12,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
77,MS Wade,RA Jadeja,DJ Hussey,6,0,6,100,,53,35,2,-,4.0,12,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
78,MS Wade,RA Jadeja,DJ Hussey,4,0,4,104,,57,36,2,-,5.0,12,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
79,MS Wade,RA Jadeja,DJ Hussey,1,0,1,105,,58,37,2,-,6.0,12,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Left arm Orthodox
80,MS Wade,P Kumar,DJ Hussey,4,0,4,109,,62,38,2,-,1.0,13,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Medium
81,MS Wade,P Kumar,DJ Hussey,1,0,1,110,,63,39,2,-,2.0,13,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Medium
82,DJ Hussey,P Kumar,MS Wade,4,0,4,114,,7,9,2,-,3.0,13,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Medium
83,DJ Hussey,P Kumar,MS Wade,2,0,2,116,,9,10,2,-,4.0,13,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Medium
84,DJ Hussey,P Kumar,MS Wade,1,0,1,117,,10,11,2,-,5.0,13,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Medium
85,MS Wade,P Kumar,DJ Hussey,6,0,6,123,,69,40,2,-,6.0,13,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Medium
86,DJ Hussey,R Sharma,MS Wade,1,0,1,124,,11,12,2,-,1.0,14,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
87,MS Wade,R Sharma,DJ Hussey,0,0,0,124,,69,41,2,-,2.0,14,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Legbreak
88,MS Wade,R Sharma,DJ Hussey,1,0,1,125,,70,42,2,-,3.0,14,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Legbreak
89,DJ Hussey,R Sharma,MS Wade,6,0,6,131,,17,13,2,-,4.0,14,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
90,DJ Hussey,R Sharma,MS Wade,0,0,0,131,,17,14,2,-,5.0,14,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
91,DJ Hussey,R Sharma,MS Wade,1,0,1,132,,18,15,2,-,6.0,14,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Legbreak
92,DJ Hussey,SK Raina,MS Wade,0,0,0,132,,18,16,2,-,1.0,15,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Offbreak
93,DJ Hussey,SK Raina,MS Wade,1,0,1,133,,19,17,2,-,2.0,15,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Left hand Bat,Right arm Offbreak
94,MS Wade,SK Raina,DJ Hussey,2,0,2,135,,72,43,2,-,3.0,15,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Offbreak
95,MS Wade,SK Raina,DJ Hussey,0,0,0,135,,72,44,3,-,4.0,15,bowled,MS Wade,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Left hand Bat,Right hand Bat,Right arm Offbreak
96,GJ Bailey,SK Raina,DJ Hussey,1,0,1,136,,1,1,3,-,5.0,15,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
97,DJ Hussey,SK Raina,GJ Bailey,1,0,1,137,,20,18,3,-,6.0,15,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
98,DJ Hussey,R Vinay Kumar,GJ Bailey,1,0,1,138,,21,19,3,-,1.0,16,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
99,GJ Bailey,R Vinay Kumar,DJ Hussey,1,0,1,139,,2,2,3,-,2.0,16,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
100,DJ Hussey,R Vinay Kumar,GJ Bailey,1,0,1,140,,22,20,3,-,3.0,16,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
101,GJ Bailey,R Vinay Kumar,DJ Hussey,0,0,0,140,,2,3,3,-,4.0,16,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
102,GJ Bailey,R Vinay Kumar,DJ Hussey,1,0,1,141,,3,4,3,-,5.0,16,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
103,DJ Hussey,R Vinay Kumar,GJ Bailey,1,0,1,142,,23,21,3,-,6.0,16,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
104,DJ Hussey,SK Raina,GJ Bailey,2,0,2,144,,25,22,3,-,1.0,17,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
105,DJ Hussey,SK Raina,GJ Bailey,6,0,6,150,,31,23,3,-,2.0,17,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
106,DJ Hussey,SK Raina,GJ Bailey,1,0,1,151,,32,24,3,-,3.0,17,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
107,GJ Bailey,SK Raina,DJ Hussey,4,0,4,155,,7,5,3,-,4.0,17,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
108,GJ Bailey,SK Raina,DJ Hussey,1,0,1,156,,8,6,3,-,5.0,17,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
109,DJ Hussey,SK Raina,GJ Bailey,0,0,0,156,,32,25,3,-,6.0,17,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Offbreak
110,GJ Bailey,R Vinay Kumar,DJ Hussey,1,0,1,157,,9,7,3,-,1.0,18,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
