,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Mohammad Rizwan,GF Linde,Babar Azam,1,0,1,1,187,1,1,0,1,0,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
1,Babar Azam,GF Linde,Mohammad Rizwan,1,0,1,2,186,1,1,0,2,0,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
2,Mohammad Rizwan,GF Linde,Babar Azam,0,0,0,2,186,1,2,0,3,0,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
3,Mohammad Rizwan,GF Linde,Babar Azam,0,0,0,2,186,1,3,0,4,0,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
4,Mohammad Rizwan,GF Linde,Babar Azam,1,0,1,3,185,2,4,0,5,0,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
5,Babar Azam,GF Linde,Mohammad Rizwan,0,0,0,3,185,1,2,0,6,0,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
6,Mohammad Rizwan,LB Williams,Babar Azam,0,0,0,3,185,2,5,0,1,1,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
7,Mohammad Rizwan,LB Williams,Babar Azam,0,0,0,3,185,2,6,0,2,1,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
8,Mohammad Rizwan,LB Williams,Babar Azam,2,0,2,5,183,4,7,0,3,1,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
9,Mohammad Rizwan,LB Williams,Babar Azam,0,0,0,5,183,4,8,0,4,1,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
10,Mohammad Rizwan,LB Williams,Babar Azam,4,0,4,9,179,8,9,0,5,1,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
11,Mohammad Rizwan,LB Williams,Babar Azam,1,0,1,10,178,9,10,0,6,1,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
12,Mohammad Rizwan,BE Hendricks,Babar Azam,0,1,1,11,177,9,11,0,1,2,wides,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
13,Mohammad Rizwan,BE Hendricks,Babar Azam,0,0,0,11,177,9,12,0,2,2,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
14,Mohammad Rizwan,BE Hendricks,Babar Azam,0,0,0,11,177,9,13,0,3,2,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
15,Mohammad Rizwan,BE Hendricks,Babar Azam,1,0,1,12,176,10,14,0,4,2,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
16,Babar Azam,BE Hendricks,Mohammad Rizwan,4,0,4,16,172,5,3,0,5,2,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
17,Babar Azam,BE Hendricks,Mohammad Rizwan,0,0,0,16,172,5,4,0,6,2,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
18,Babar Azam,BE Hendricks,Mohammad Rizwan,1,0,1,17,171,6,5,0,7,2,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
19,Babar Azam,SSB Magala,Mohammad Rizwan,4,1,5,22,166,10,6,0,1,3,noballs,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
20,Babar Azam,SSB Magala,Mohammad Rizwan,0,0,0,22,166,10,7,0,2,3,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
21,Babar Azam,SSB Magala,Mohammad Rizwan,0,0,0,22,166,10,8,0,3,3,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
22,Babar Azam,SSB Magala,Mohammad Rizwan,0,1,1,23,165,10,9,0,4,3,legbyes,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
23,Mohammad Rizwan,SSB Magala,Babar Azam,4,0,4,27,161,14,15,0,5,3,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
24,Mohammad Rizwan,SSB Magala,Babar Azam,6,0,6,33,155,20,16,0,6,3,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
25,Mohammad Rizwan,SSB Magala,Babar Azam,4,0,4,37,151,24,17,0,7,3,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
26,Babar Azam,BE Hendricks,Mohammad Rizwan,0,0,0,37,151,10,10,0,1,4,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
27,Babar Azam,BE Hendricks,Mohammad Rizwan,4,0,4,41,147,14,11,0,2,4,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
28,Babar Azam,BE Hendricks,Mohammad Rizwan,0,0,0,41,147,14,12,0,3,4,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
29,Babar Azam,BE Hendricks,Mohammad Rizwan,0,0,0,41,147,14,13,0,4,4,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
30,Babar Azam,BE Hendricks,Mohammad Rizwan,0,0,0,41,147,14,14,1,5,4,-,caught,Babar Azam,LB Williams,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
31,Fakhar Zaman,BE Hendricks,Mohammad Rizwan,0,0,0,41,147,0,1,1,6,4,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
32,Mohammad Rizwan,LB Williams,Fakhar Zaman,1,0,1,42,146,25,18,1,1,5,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
33,Fakhar Zaman,LB Williams,Mohammad Rizwan,0,0,0,42,146,0,2,1,2,5,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
34,Fakhar Zaman,LB Williams,Mohammad Rizwan,1,0,1,43,145,1,3,1,3,5,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
35,Mohammad Rizwan,LB Williams,Fakhar Zaman,1,0,1,44,144,26,19,1,4,5,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
36,Fakhar Zaman,LB Williams,Mohammad Rizwan,4,0,4,48,140,5,4,1,5,5,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
37,Fakhar Zaman,LB Williams,Mohammad Rizwan,0,0,0,48,140,5,5,1,6,5,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
38,Mohammad Rizwan,GF Linde,Fakhar Zaman,1,0,1,49,139,27,20,1,1,6,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
39,Fakhar Zaman,GF Linde,Mohammad Rizwan,4,0,4,53,135,9,6,1,2,6,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
40,Fakhar Zaman,GF Linde,Mohammad Rizwan,4,0,4,57,131,13,7,1,3,6,-,0,,,,bat,South Africa,2,"The Wanderers Stadium, Johannesburg",2021,04,South Africa_Pakistan_2021-04-10,Pakistan,Pakistan,South Africa,189
