,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
13,Babar Azam,TG Southee,Mohammad Rizwan,0,0,0,2,156,1,6,1,2,0,,,3,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
14,Babar Azam,TG Southee,Mohammad Rizwan,1,0,1,3,155,2,7,1,3,0,,,3,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
15,Mohammad Rizwan,TG Southee,Babar Azam,0,0,0,3,155,1,6,1,4,0,,,3,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
16,Mohammad Rizwan,TG Southee,Babar Azam,0,0,0,3,155,1,7,1,5,0,,,3,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
17,Mohammad Rizwan,TG Southee,Babar Azam,1,0,1,4,154,2,8,1,6,0,,,3,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
18,Mohammad Rizwan,MJ Santner,Babar Azam,0,0,0,4,154,2,9,1,1,0,,,4,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
19,Mohammad Rizwan,MJ Santner,Babar Azam,4,0,4,8,150,6,10,1,2,0,,,4,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
20,Mohammad Rizwan,MJ Santner,Babar Azam,1,0,1,9,149,7,11,1,3,0,,,4,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
21,Babar Azam,MJ Santner,Mohammad Rizwan,1,0,1,10,148,3,8,1,4,0,,,4,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
22,Mohammad Rizwan,MJ Santner,Babar Azam,4,0,4,14,144,11,12,1,5,0,,,4,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
23,Mohammad Rizwan,MJ Santner,Babar Azam,1,0,1,15,143,12,13,1,6,0,,,4,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
24,Mohammad Rizwan,LH Ferguson,Babar Azam,4,0,4,19,139,16,14,1,1,0,,,5,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
25,Mohammad Rizwan,LH Ferguson,Babar Azam,1,0,1,20,138,17,15,1,2,0,,,5,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
26,Babar Azam,LH Ferguson,Mohammad Rizwan,0,0,0,20,138,3,9,1,3,0,,,5,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
27,Babar Azam,LH Ferguson,Mohammad Rizwan,0,0,0,20,138,3,10,1,4,0,,,5,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
28,Babar Azam,LH Ferguson,Mohammad Rizwan,0,0,0,20,138,3,11,1,5,0,,,5,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
29,Babar Azam,LH Ferguson,Mohammad Rizwan,0,0,0,20,138,3,12,1,6,0,,,5,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
30,Mohammad Rizwan,MJ Henry,Babar Azam,1,0,1,21,137,18,16,1,1,0,,,6,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
31,Babar Azam,MJ Henry,Mohammad Rizwan,0,0,0,21,137,3,13,1,2,0,,,6,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
32,Babar Azam,MJ Henry,Mohammad Rizwan,0,4,4,25,133,3,14,1,3,0,,,6,byes,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
33,Babar Azam,MJ Henry,Mohammad Rizwan,1,0,1,26,132,4,15,1,4,0,,,6,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
34,Mohammad Rizwan,MJ Henry,Babar Azam,2,0,2,28,130,20,17,1,5,0,,,6,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
35,Mohammad Rizwan,MJ Henry,Babar Azam,1,0,1,29,129,21,18,1,6,0,,,6,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
36,Mohammad Rizwan,MJ Santner,Babar Azam,1,0,1,30,128,22,19,1,1,0,,,7,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
37,Babar Azam,MJ Santner,Mohammad Rizwan,1,0,1,31,127,5,16,1,2,0,,,7,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
38,Mohammad Rizwan,MJ Santner,Babar Azam,0,0,0,31,127,22,20,1,3,0,,,7,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
39,Mohammad Rizwan,MJ Santner,Babar Azam,0,0,0,31,127,22,21,1,4,0,,,7,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
40,Mohammad Rizwan,MJ Santner,Babar Azam,2,0,2,33,125,24,22,1,5,0,,,7,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
41,Mohammad Rizwan,MJ Santner,Babar Azam,0,0,0,33,125,24,23,1,6,0,,,7,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
42,Babar Azam,IS Sodhi,Mohammad Rizwan,1,0,1,34,124,6,17,1,1,0,,,8,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
43,Mohammad Rizwan,IS Sodhi,Babar Azam,1,0,1,35,123,25,24,1,2,0,,,8,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
44,Babar Azam,IS Sodhi,Mohammad Rizwan,1,0,1,36,122,7,18,1,3,0,,,8,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
45,Mohammad Rizwan,IS Sodhi,Babar Azam,1,0,1,37,121,26,25,1,4,0,,,8,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
46,Babar Azam,IS Sodhi,Mohammad Rizwan,0,2,2,39,119,7,19,1,5,0,,,8,legbyes,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
47,Babar Azam,IS Sodhi,Mohammad Rizwan,0,0,0,39,119,7,20,1,6,0,,,8,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
48,Mohammad Rizwan,MJ Santner,Babar Azam,1,0,1,40,118,27,26,1,1,0,,,9,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
49,Babar Azam,MJ Santner,Mohammad Rizwan,4,0,4,44,114,11,21,1,2,0,,,9,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
50,Babar Azam,MJ Santner,Mohammad Rizwan,1,0,1,45,113,12,22,1,3,0,,,9,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
51,Mohammad Rizwan,MJ Santner,Babar Azam,4,0,4,49,109,31,27,1,4,0,,,9,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
52,Mohammad Rizwan,MJ Santner,Babar Azam,0,0,0,49,109,31,28,1,5,0,,,9,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
53,Mohammad Rizwan,MJ Santner,Babar Azam,2,0,2,51,107,33,29,1,6,0,,,9,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
54,Babar Azam,IS Sodhi,Mohammad Rizwan,1,0,1,52,106,13,23,1,1,0,,,10,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
55,Mohammad Rizwan,IS Sodhi,Babar Azam,0,0,0,52,106,33,30,1,2,0,,,10,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
56,Mohammad Rizwan,IS Sodhi,Babar Azam,0,0,0,52,106,33,31,1,3,0,,,10,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
57,Mohammad Rizwan,IS Sodhi,Babar Azam,1,0,1,53,105,34,32,1,4,0,,,10,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
58,Babar Azam,IS Sodhi,Mohammad Rizwan,0,0,0,53,105,13,24,2,5,caught,Babar Azam,GD Phillips,10,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
59,Fakhar Zaman,IS Sodhi,Mohammad Rizwan,0,0,0,53,105,0,1,2,6,0,,,10,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
60,Mohammad Rizwan,LH Ferguson,Fakhar Zaman,1,0,1,54,104,35,33,2,1,0,,,11,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
61,Fakhar Zaman,LH Ferguson,Mohammad Rizwan,0,0,0,54,104,0,2,2,2,0,,,11,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
62,Fakhar Zaman,LH Ferguson,Mohammad Rizwan,6,0,6,60,98,6,3,2,3,0,,,11,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
63,Fakhar Zaman,LH Ferguson,Mohammad Rizwan,0,0,0,60,98,6,4,2,4,0,,,11,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
64,Fakhar Zaman,LH Ferguson,Mohammad Rizwan,6,0,6,66,92,12,5,2,5,0,,,11,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
65,Fakhar Zaman,LH Ferguson,Mohammad Rizwan,1,0,1,67,91,13,6,2,6,0,,,11,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
66,Fakhar Zaman,IS Sodhi,Mohammad Rizwan,2,0,2,69,89,15,7,2,1,0,,,12,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
67,Fakhar Zaman,IS Sodhi,Mohammad Rizwan,4,0,4,73,85,19,8,2,2,0,,,12,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
68,Fakhar Zaman,IS Sodhi,Mohammad Rizwan,6,0,6,79,79,25,9,2,3,0,,,12,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
69,Fakhar Zaman,IS Sodhi,Mohammad Rizwan,0,0,0,79,79,25,10,2,4,0,,,12,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
70,Fakhar Zaman,IS Sodhi,Mohammad Rizwan,1,0,1,80,78,26,11,2,5,0,,,12,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
71,Mohammad Rizwan,IS Sodhi,Fakhar Zaman,0,0,0,80,78,35,34,2,6,0,,,12,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
72,Fakhar Zaman,TG Southee,Mohammad Rizwan,1,0,1,81,77,27,12,2,1,0,,,13,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
73,Mohammad Rizwan,TG Southee,Fakhar Zaman,1,0,1,82,76,36,35,2,2,0,,,13,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
74,Fakhar Zaman,TG Southee,Mohammad Rizwan,0,0,0,82,76,27,13,2,3,0,,,13,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
75,Fakhar Zaman,TG Southee,Mohammad Rizwan,6,0,6,88,70,33,14,2,4,0,,,13,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
76,Fakhar Zaman,TG Southee,Mohammad Rizwan,0,0,0,88,70,33,15,2,5,0,,,13,-,"{'by': 'New Zealand', 'umpire': 'WR Knights', 'batter': 'Fakhar Zaman', 'decision': 'struck down', 'type': 'wicket'}",bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
77,Fakhar Zaman,TG Southee,Mohammad Rizwan,0,0,0,88,70,33,16,3,6,caught,Fakhar Zaman,LH Ferguson,13,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
78,Mohammad Rizwan,IS Sodhi,Mohammad Nawaz,1,0,1,89,69,37,36,3,1,0,,,14,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
79,Mohammad Nawaz,IS Sodhi,Mohammad Rizwan,1,0,1,90,68,1,1,3,2,0,,,14,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
80,Mohammad Rizwan,IS Sodhi,Mohammad Nawaz,1,0,1,91,67,38,37,3,3,0,,,14,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
81,Mohammad Nawaz,IS Sodhi,Mohammad Rizwan,0,0,0,91,67,1,2,3,4,0,,,14,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
82,Mohammad Nawaz,IS Sodhi,Mohammad Rizwan,0,0,0,91,67,1,3,3,5,0,,,14,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
83,Mohammad Nawaz,IS Sodhi,Mohammad Rizwan,0,0,0,91,67,1,4,4,6,caught,Mohammad Nawaz,TG Southee,14,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
84,Mohammad Rizwan,MJ Henry,Iftikhar Ahmed,0,0,0,91,67,38,38,5,1,caught,Mohammad Rizwan,R Ravindra,15,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
85,Sahibzada Farhan,MJ Henry,Iftikhar Ahmed,1,0,1,92,66,1,1,5,2,0,,,15,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
86,Iftikhar Ahmed,MJ Henry,Sahibzada Farhan,1,0,1,93,65,1,1,5,3,0,,,15,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
87,Sahibzada Farhan,MJ Henry,Iftikhar Ahmed,4,0,4,97,61,5,2,5,4,0,,,15,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
88,Sahibzada Farhan,MJ Henry,Iftikhar Ahmed,1,0,1,98,60,6,3,5,5,0,,,15,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
89,Iftikhar Ahmed,MJ Henry,Sahibzada Farhan,1,0,1,99,59,2,2,5,6,0,,,15,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
90,Iftikhar Ahmed,MJ Santner,Sahibzada Farhan,0,0,0,99,59,2,3,5,1,0,,,16,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
91,Iftikhar Ahmed,MJ Santner,Sahibzada Farhan,0,0,0,99,59,2,4,5,2,0,,,16,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
92,Iftikhar Ahmed,MJ Santner,Sahibzada Farhan,1,0,1,100,58,3,5,5,3,0,,,16,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
93,Sahibzada Farhan,MJ Santner,Iftikhar Ahmed,1,0,1,101,57,7,4,5,4,0,,,16,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
94,Iftikhar Ahmed,MJ Santner,Sahibzada Farhan,1,0,1,102,56,4,6,5,5,0,,,16,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
95,Sahibzada Farhan,MJ Santner,Iftikhar Ahmed,0,0,0,102,56,7,5,5,6,0,,,16,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
96,Iftikhar Ahmed,LH Ferguson,Sahibzada Farhan,1,0,1,103,55,5,7,5,1,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
97,Sahibzada Farhan,LH Ferguson,Iftikhar Ahmed,1,0,1,104,54,8,6,5,2,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
98,Iftikhar Ahmed,LH Ferguson,Sahibzada Farhan,0,0,0,104,54,5,8,6,3,caught,Iftikhar Ahmed,WA Young,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
99,Shaheen Shah Afridi,LH Ferguson,Sahibzada Farhan,0,0,0,104,54,0,1,6,4,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
100,Shaheen Shah Afridi,LH Ferguson,Sahibzada Farhan,0,0,0,104,54,0,2,6,5,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
101,Shaheen Shah Afridi,LH Ferguson,Sahibzada Farhan,0,0,0,104,54,0,3,6,6,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
102,Sahibzada Farhan,TG Southee,Shaheen Shah Afridi,1,0,1,105,53,9,7,6,1,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
103,Shaheen Shah Afridi,TG Southee,Sahibzada Farhan,1,0,1,106,52,1,4,6,2,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
104,Sahibzada Farhan,TG Southee,Shaheen Shah Afridi,0,0,0,106,52,9,8,6,3,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
105,Sahibzada Farhan,TG Southee,Shaheen Shah Afridi,6,0,6,112,46,15,9,6,4,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
106,Sahibzada Farhan,TG Southee,Shaheen Shah Afridi,1,0,1,113,45,16,10,6,5,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,134
